Date,Day,Time,Pred(Ft),Pred(cm),High/Low
1/13/2023,Fri,2:37:00 AM,0.25,8,L
1/13/2023,Fri,9:15:00 AM,3.14,96,H
1/13/2023,Fri,2:56:00 PM,0.49,15,L
1/13/2023,Fri,9:28:00 PM,3.18,97,H
1/14/2023,Sat,3:20:00 AM,0.32,10,L
1/14/2023,Sat,9:59:00 AM,3.18,97,H
1/14/2023,Sat,3:46:00 PM,0.48,15,L
1/14/2023,Sat,10:17:00 PM,3.08,94,H
1/15/2023,Sun,4:07:00 AM,0.38,12,L
1/15/2023,Sun,10:45:00 AM,3.24,99,H
1/15/2023,Sun,4:40:00 PM,0.43,13,L
1/15/2023,Sun,11:11:00 PM,3,91,H
1/16/2023,Mon,4:56:00 AM,0.42,13,L
1/16/2023,Mon,11:35:00 AM,3.33,101,H
1/16/2023,Mon,5:36:00 PM,0.34,10,L
1/17/2023,Tue,12:08:00 AM,2.96,90,H
1/17/2023,Tue,5:50:00 AM,0.43,13,L
1/17/2023,Tue,12:29:00 PM,3.45,105,H
1/17/2023,Tue,6:35:00 PM,0.22,7,L
1/18/2023,Wed,1:08:00 AM,2.98,91,H
1/18/2023,Wed,6:46:00 AM,0.38,12,L
1/18/2023,Wed,1:26:00 PM,3.61,110,H
1/18/2023,Wed,7:35:00 PM,0.04,1,L
1/19/2023,Thu,2:09:00 AM,3.06,93,H
1/19/2023,Thu,7:45:00 AM,0.28,9,L
1/19/2023,Thu,2:23:00 PM,3.79,116,H
1/19/2023,Thu,8:33:00 PM,-0.16,-5,L
1/20/2023,Fri,3:08:00 AM,3.19,97,H
1/20/2023,Fri,8:42:00 AM,0.13,4,L
1/20/2023,Fri,3:20:00 PM,3.98,121,H
1/20/2023,Fri,9:29:00 PM,-0.36,-11,L
1/21/2023,Sat,4:04:00 AM,3.34,102,H
1/21/2023,Sat,9:37:00 AM,-0.03,-1,L
1/21/2023,Sat,4:15:00 PM,4.13,126,H
1/21/2023,Sat,10:22:00 PM,-0.52,-16,L
1/22/2023,Sun,4:58:00 AM,3.48,106,H
1/22/2023,Sun,10:32:00 AM,-0.17,-5,L
1/22/2023,Sun,5:10:00 PM,4.21,128,H
1/22/2023,Sun,11:14:00 PM,-0.62,-19,L
1/23/2023,Mon,5:52:00 AM,3.61,110,H
1/23/2023,Mon,11:26:00 AM,-0.26,-8,L
1/23/2023,Mon,6:05:00 PM,4.22,129,H
1/24/2023,Tue,12:05:00 AM,-0.64,-20,L
1/24/2023,Tue,6:45:00 AM,3.69,112,H
1/24/2023,Tue,12:19:00 PM,-0.3,-9,L
1/24/2023,Tue,6:59:00 PM,4.14,126,H
1/25/2023,Wed,12:55:00 AM,-0.58,-18,L
1/25/2023,Wed,7:36:00 AM,3.73,114,H
1/25/2023,Wed,1:13:00 PM,-0.27,-8,L
1/25/2023,Wed,7:53:00 PM,3.98,121,H
1/26/2023,Thu,1:45:00 AM,-0.43,-13,L
1/26/2023,Thu,8:28:00 AM,3.72,113,H
1/26/2023,Thu,2:08:00 PM,-0.17,-5,L
1/26/2023,Thu,8:48:00 PM,3.76,115,H
1/27/2023,Fri,2:37:00 AM,-0.23,-7,L
1/27/2023,Fri,9:21:00 AM,3.66,112,H
1/27/2023,Fri,3:06:00 PM,-0.04,-1,L
1/27/2023,Fri,9:45:00 PM,3.5,107,H
1/28/2023,Sat,3:30:00 AM,0,0,L
1/28/2023,Sat,10:15:00 AM,3.56,109,H
1/28/2023,Sat,4:06:00 PM,0.09,3,L
1/28/2023,Sat,10:45:00 PM,3.26,99,H
1/29/2023,Sun,4:25:00 AM,0.22,7,L
1/29/2023,Sun,11:12:00 AM,3.46,105,H
1/29/2023,Sun,5:08:00 PM,0.2,6,L
1/29/2023,Sun,11:47:00 PM,3.06,93,H
1/30/2023,Mon,5:21:00 AM,0.41,12,L
1/30/2023,Mon,12:09:00 PM,3.38,103,H
1/30/2023,Mon,6:10:00 PM,0.28,9,L
1/31/2023,Tue,12:51:00 AM,2.92,89,H
1/31/2023,Tue,6:19:00 AM,0.55,17,L
1/31/2023,Tue,1:08:00 PM,3.33,101,H
1/31/2023,Tue,7:14:00 PM,0.3,9,L
2/1/2023,Wed,1:55:00 AM,2.87,87,H
2/1/2023,Wed,7:17:00 AM,0.6,18,L
2/1/2023,Wed,2:06:00 PM,3.33,101,H
2/1/2023,Wed,8:13:00 PM,0.28,9,L
2/2/2023,Thu,2:52:00 AM,2.88,88,H
2/2/2023,Thu,8:12:00 AM,0.59,18,L
2/2/2023,Thu,2:59:00 PM,3.37,103,H
2/2/2023,Thu,9:04:00 PM,0.22,7,L
2/3/2023,Fri,3:41:00 AM,2.93,89,H
2/3/2023,Fri,9:01:00 AM,0.53,16,L
2/3/2023,Fri,3:45:00 PM,3.42,104,H
2/3/2023,Fri,9:47:00 PM,0.16,5,L
2/4/2023,Sat,4:23:00 AM,3,91,H
2/4/2023,Sat,9:44:00 AM,0.46,14,L
2/4/2023,Sat,4:26:00 PM,3.48,106,H
2/4/2023,Sat,10:25:00 PM,0.1,3,L
2/5/2023,Sun,5:02:00 AM,3.06,93,H
2/5/2023,Sun,10:25:00 AM,0.38,12,L
2/5/2023,Sun,5:05:00 PM,3.52,107,H
2/5/2023,Sun,11:01:00 PM,0.06,2,L
2/6/2023,Mon,5:39:00 AM,3.13,95,H
2/6/2023,Mon,11:04:00 AM,0.32,10,L
2/6/2023,Mon,5:43:00 PM,3.54,108,H
2/6/2023,Mon,11:37:00 PM,0.03,1,L
2/7/2023,Tue,6:14:00 AM,3.18,97,H
2/7/2023,Tue,11:42:00 AM,0.28,9,L
2/7/2023,Tue,6:20:00 PM,3.53,108,H
2/8/2023,Wed,12:12:00 AM,0.02,1,L
2/8/2023,Wed,6:49:00 AM,3.23,98,H
2/8/2023,Wed,12:21:00 PM,0.25,8,L
2/8/2023,Wed,6:56:00 PM,3.49,106,H
2/9/2023,Thu,12:47:00 AM,0.05,2,L
2/9/2023,Thu,7:23:00 AM,3.27,100,H
2/9/2023,Thu,1:00:00 PM,0.24,7,L
2/9/2023,Thu,7:34:00 PM,3.42,104,H
2/10/2023,Fri,1:23:00 AM,0.1,3,L
2/10/2023,Fri,7:58:00 AM,3.3,101,H
2/10/2023,Fri,1:40:00 PM,0.24,7,L
2/10/2023,Fri,8:13:00 PM,3.33,101,H
2/11/2023,Sat,2:01:00 AM,0.17,5,L
2/11/2023,Sat,8:36:00 AM,3.33,101,H
2/11/2023,Sat,2:24:00 PM,0.26,8,L
2/11/2023,Sat,8:56:00 PM,3.21,98,H
2/12/2023,Sun,2:42:00 AM,0.26,8,L
2/12/2023,Sun,9:17:00 AM,3.35,102,H
2/12/2023,Sun,3:12:00 PM,0.27,8,L
2/12/2023,Sun,9:43:00 PM,3.09,94,H
2/13/2023,Mon,3:28:00 AM,0.35,11,L
2/13/2023,Mon,10:04:00 AM,3.37,103,H
2/13/2023,Mon,4:06:00 PM,0.28,9,L
2/13/2023,Mon,10:37:00 PM,2.98,91,H
2/14/2023,Tue,4:20:00 AM,0.43,13,L
2/14/2023,Tue,10:57:00 AM,3.41,104,H
2/14/2023,Tue,5:05:00 PM,0.26,8,L
2/14/2023,Tue,11:37:00 PM,2.91,89,H
2/15/2023,Wed,5:18:00 AM,0.46,14,L
2/15/2023,Wed,11:56:00 AM,3.47,106,H
2/15/2023,Wed,6:07:00 PM,0.2,6,L
2/16/2023,Thu,12:41:00 AM,2.91,89,H
2/16/2023,Thu,6:19:00 AM,0.43,13,L
2/16/2023,Thu,12:59:00 PM,3.57,109,H
2/16/2023,Thu,7:11:00 PM,0.07,2,L
2/17/2023,Fri,1:48:00 AM,3,91,H
2/17/2023,Fri,7:23:00 AM,0.32,10,L
2/17/2023,Fri,2:04:00 PM,3.73,114,H
2/17/2023,Fri,8:14:00 PM,-0.12,-4,L
2/18/2023,Sat,2:51:00 AM,3.17,97,H
2/18/2023,Sat,8:25:00 AM,0.13,4,L
2/18/2023,Sat,3:05:00 PM,3.91,119,H
2/18/2023,Sat,9:11:00 PM,-0.32,-10,L
2/19/2023,Sun,3:48:00 AM,3.39,103,H
2/19/2023,Sun,9:23:00 AM,-0.08,-2,L
2/19/2023,Sun,4:02:00 PM,4.06,124,H
2/19/2023,Sun,10:04:00 PM,-0.49,-15,L
2/20/2023,Mon,4:42:00 AM,3.59,109,H
2/20/2023,Mon,10:18:00 AM,-0.27,-8,L
2/20/2023,Mon,4:57:00 PM,4.15,126,H
2/20/2023,Mon,10:55:00 PM,-0.58,-18,L
2/21/2023,Tue,5:33:00 AM,3.76,115,H
2/21/2023,Tue,11:11:00 AM,-0.4,-12,L
2/21/2023,Tue,5:51:00 PM,4.16,127,H
2/21/2023,Tue,11:44:00 PM,-0.59,-18,L
2/22/2023,Wed,6:23:00 AM,3.86,118,H
2/22/2023,Wed,12:03:00 PM,-0.45,-14,L
2/22/2023,Wed,6:43:00 PM,4.07,124,H
2/23/2023,Thu,12:31:00 AM,-0.51,-16,L
2/23/2023,Thu,7:11:00 AM,3.89,119,H
2/23/2023,Thu,12:54:00 PM,-0.41,-12,L
2/23/2023,Thu,7:34:00 PM,3.91,119,H
2/24/2023,Fri,1:18:00 AM,-0.34,-10,L
2/24/2023,Fri,7:59:00 AM,3.84,117,H
2/24/2023,Fri,1:45:00 PM,-0.3,-9,L
2/24/2023,Fri,8:25:00 PM,3.67,112,H
2/25/2023,Sat,2:06:00 AM,-0.12,-4,L
2/25/2023,Sat,8:47:00 AM,3.73,114,H
2/25/2023,Sat,2:38:00 PM,-0.12,-4,L
2/25/2023,Sat,9:18:00 PM,3.41,104,H
2/26/2023,Sun,2:56:00 AM,0.14,4,L
2/26/2023,Sun,9:38:00 AM,3.56,109,H
2/26/2023,Sun,3:35:00 PM,0.08,2,L
2/26/2023,Sun,10:14:00 PM,3.16,96,H
2/27/2023,Mon,3:50:00 AM,0.39,12,L
2/27/2023,Mon,10:32:00 AM,3.4,104,H
2/27/2023,Mon,4:34:00 PM,0.26,8,L
2/27/2023,Mon,11:15:00 PM,2.95,90,H
2/28/2023,Tue,4:46:00 AM,0.58,18,L
2/28/2023,Tue,11:30:00 AM,3.26,99,H
2/28/2023,Tue,5:36:00 PM,0.39,12,L
3/1/2023,Wed,12:18:00 AM,2.82,86,H
3/1/2023,Wed,5:44:00 AM,0.7,21,L
3/1/2023,Wed,12:32:00 PM,3.18,97,H
3/1/2023,Wed,6:40:00 PM,0.45,14,L
3/2/2023,Thu,1:22:00 AM,2.77,84,H
3/2/2023,Thu,6:45:00 AM,0.74,23,L
3/2/2023,Thu,1:34:00 PM,3.18,97,H
3/2/2023,Thu,7:42:00 PM,0.44,13,L
3/3/2023,Fri,2:22:00 AM,2.82,86,H
3/3/2023,Fri,7:43:00 AM,0.69,21,L
3/3/2023,Fri,2:31:00 PM,3.24,99,H
3/3/2023,Fri,8:35:00 PM,0.36,11,L
3/4/2023,Sat,3:12:00 AM,2.91,89,H
3/4/2023,Sat,8:35:00 AM,0.59,18,L
3/4/2023,Sat,3:20:00 PM,3.33,101,H
3/4/2023,Sat,9:18:00 PM,0.27,8,L
3/5/2023,Sun,3:54:00 AM,3.03,92,H
3/5/2023,Sun,9:20:00 AM,0.46,14,L
3/5/2023,Sun,4:02:00 PM,3.42,104,H
3/5/2023,Sun,9:55:00 PM,0.18,5,L
3/6/2023,Mon,4:32:00 AM,3.15,96,H
3/6/2023,Mon,10:00:00 AM,0.33,10,L
3/6/2023,Mon,4:40:00 PM,3.49,106,H
3/6/2023,Mon,10:31:00 PM,0.11,3,L
3/7/2023,Tue,5:07:00 AM,3.26,99,H
3/7/2023,Tue,10:39:00 AM,0.23,7,L
3/7/2023,Tue,5:17:00 PM,3.53,108,H
3/7/2023,Tue,11:05:00 PM,0.06,2,L
3/8/2023,Wed,5:41:00 AM,3.35,102,H
3/8/2023,Wed,11:17:00 AM,0.14,4,L
3/8/2023,Wed,5:54:00 PM,3.53,108,H
3/8/2023,Wed,11:40:00 PM,0.04,1,L
3/9/2023,Thu,6:15:00 AM,3.43,105,H
3/9/2023,Thu,11:55:00 AM,0.08,2,L
3/9/2023,Thu,6:31:00 PM,3.5,107,H
3/10/2023,Fri,12:15:00 AM,0.06,2,L
3/10/2023,Fri,6:49:00 AM,3.48,106,H
3/10/2023,Fri,12:34:00 PM,0.05,2,L
3/10/2023,Fri,7:08:00 PM,3.44,105,H
3/11/2023,Sat,12:51:00 AM,0.11,3,L
3/11/2023,Sat,7:24:00 AM,3.52,107,H
3/11/2023,Sat,1:14:00 PM,0.04,1,L
3/11/2023,Sat,7:47:00 PM,3.36,102,H
3/12/2023,Sun,1:29:00 AM,0.18,5,L
3/12/2023,Sun,8:02:00 AM,3.54,108,H
3/12/2023,Sun,1:57:00 PM,0.07,2,L
3/12/2023,Sun,8:30:00 PM,3.25,99,H
3/13/2023,Mon,2:11:00 AM,0.28,9,L
3/13/2023,Mon,8:44:00 AM,3.54,108,H
3/13/2023,Mon,2:46:00 PM,0.12,4,L
3/13/2023,Mon,9:19:00 PM,3.12,95,H
3/14/2023,Tue,2:59:00 AM,0.39,12,L
3/14/2023,Tue,9:33:00 AM,3.52,107,H
3/14/2023,Tue,3:41:00 PM,0.18,5,L
3/14/2023,Tue,10:14:00 PM,3.01,92,H
3/15/2023,Wed,3:54:00 AM,0.47,14,L
3/15/2023,Wed,10:30:00 AM,3.49,106,H
3/15/2023,Wed,4:42:00 PM,0.21,6,L
3/15/2023,Wed,11:17:00 PM,2.94,90,H
3/16/2023,Thu,4:56:00 AM,0.51,16,L
3/16/2023,Thu,11:34:00 AM,3.49,106,H
3/16/2023,Thu,5:46:00 PM,0.2,6,L
3/17/2023,Fri,12:24:00 AM,2.96,90,H
3/17/2023,Fri,6:01:00 AM,0.47,14,L
3/17/2023,Fri,12:41:00 PM,3.55,108,H
3/17/2023,Fri,6:52:00 PM,0.1,3,L
3/18/2023,Sat,1:32:00 AM,3.08,94,H
3/18/2023,Sat,7:08:00 AM,0.34,10,L
3/18/2023,Sat,1:49:00 PM,3.67,112,H
3/18/2023,Sat,7:55:00 PM,-0.05,-2,L
3/19/2023,Sun,2:35:00 AM,3.29,100,H
3/19/2023,Sun,8:11:00 AM,0.13,4,L
3/19/2023,Sun,2:53:00 PM,3.83,117,H
3/19/2023,Sun,8:52:00 PM,-0.22,-7,L
3/20/2023,Mon,3:32:00 AM,3.54,108,H
3/20/2023,Mon,9:09:00 AM,-0.11,-3,L
3/20/2023,Mon,3:50:00 PM,3.96,121,H
3/20/2023,Mon,9:44:00 PM,-0.36,-11,L
3/21/2023,Tue,4:23:00 AM,3.75,114,H
3/21/2023,Tue,10:03:00 AM,-0.31,-9,L
3/21/2023,Tue,4:43:00 PM,4.03,123,H
3/21/2023,Tue,10:33:00 PM,-0.42,-13,L
3/22/2023,Wed,5:11:00 AM,3.91,119,H
3/22/2023,Wed,10:55:00 AM,-0.44,-13,L
3/22/2023,Wed,5:34:00 PM,4.01,122,H
3/22/2023,Wed,11:19:00 PM,-0.4,-12,L
3/23/2023,Thu,5:57:00 AM,3.99,122,H
3/23/2023,Thu,11:44:00 AM,-0.48,-15,L
3/23/2023,Thu,6:24:00 PM,3.92,119,H
3/24/2023,Fri,12:05:00 AM,-0.29,-9,L
3/24/2023,Fri,6:43:00 AM,3.98,121,H
3/24/2023,Fri,12:33:00 PM,-0.42,-13,L
3/24/2023,Fri,7:13:00 PM,3.76,115,H
3/25/2023,Sat,12:50:00 AM,-0.12,-4,L
3/25/2023,Sat,7:28:00 AM,3.89,119,H
3/25/2023,Sat,1:21:00 PM,-0.29,-9,L
3/25/2023,Sat,8:01:00 PM,3.56,109,H
3/26/2023,Sun,1:36:00 AM,0.1,3,L
3/26/2023,Sun,8:13:00 AM,3.74,114,H
3/26/2023,Sun,2:10:00 PM,-0.09,-3,L
3/26/2023,Sun,8:50:00 PM,3.32,101,H
3/27/2023,Mon,2:23:00 AM,0.34,10,L
3/27/2023,Mon,9:01:00 AM,3.55,108,H
3/27/2023,Mon,3:03:00 PM,0.14,4,L
3/27/2023,Mon,9:43:00 PM,3.1,94,H
3/28/2023,Tue,3:15:00 AM,0.56,17,L
3/28/2023,Tue,9:54:00 AM,3.37,103,H
3/28/2023,Tue,3:59:00 PM,0.34,10,L
3/28/2023,Tue,10:41:00 PM,2.92,89,H
3/29/2023,Wed,4:10:00 AM,0.73,22,L
3/29/2023,Wed,10:51:00 AM,3.22,98,H
3/29/2023,Wed,4:58:00 PM,0.49,15,L
3/29/2023,Wed,11:41:00 PM,2.82,86,H
3/30/2023,Thu,5:09:00 AM,0.82,25,L
3/30/2023,Thu,11:52:00 AM,3.13,95,H
3/30/2023,Thu,5:59:00 PM,0.56,17,L
3/31/2023,Fri,12:43:00 AM,2.8,85,H
3/31/2023,Fri,6:09:00 AM,0.83,25,L
3/31/2023,Fri,12:54:00 PM,3.12,95,H
3/31/2023,Fri,6:58:00 PM,0.56,17,L
4/1/2023,Sat,1:41:00 AM,2.86,87,H
4/1/2023,Sat,7:08:00 AM,0.76,23,L
4/1/2023,Sat,1:53:00 PM,3.17,97,H
4/1/2023,Sat,7:52:00 PM,0.49,15,L
4/2/2023,Sun,2:33:00 AM,2.98,91,H
4/2/2023,Sun,8:01:00 AM,0.63,19,L
4/2/2023,Sun,2:45:00 PM,3.27,100,H
4/2/2023,Sun,8:37:00 PM,0.4,12,L
4/3/2023,Mon,3:16:00 AM,3.14,96,H
4/3/2023,Mon,8:48:00 AM,0.47,14,L
4/3/2023,Mon,3:29:00 PM,3.36,102,H
4/3/2023,Mon,9:16:00 PM,0.3,9,L
4/4/2023,Tue,3:54:00 AM,3.29,100,H
4/4/2023,Tue,9:30:00 AM,0.31,9,L
4/4/2023,Tue,4:09:00 PM,3.44,105,H
4/4/2023,Tue,9:53:00 PM,0.21,6,L
4/5/2023,Wed,4:29:00 AM,3.43,105,H
4/5/2023,Wed,10:10:00 AM,0.17,5,L
4/5/2023,Wed,4:47:00 PM,3.49,106,H
4/5/2023,Wed,10:29:00 PM,0.16,5,L
4/6/2023,Thu,5:04:00 AM,3.54,108,H
4/6/2023,Thu,10:49:00 AM,0.04,1,L
4/6/2023,Thu,5:25:00 PM,3.51,107,H
4/6/2023,Thu,11:05:00 PM,0.14,4,L
4/7/2023,Fri,5:38:00 AM,3.64,111,H
4/7/2023,Fri,11:28:00 AM,-0.04,-1,L
4/7/2023,Fri,6:04:00 PM,3.49,106,H
4/7/2023,Fri,11:42:00 PM,0.14,4,L
4/8/2023,Sat,6:15:00 AM,3.71,113,H
4/8/2023,Sat,12:09:00 PM,-0.1,-3,L
4/8/2023,Sat,6:44:00 PM,3.45,105,H
4/9/2023,Sun,12:21:00 AM,0.18,5,L
4/9/2023,Sun,6:53:00 AM,3.75,114,H
4/9/2023,Sun,12:51:00 PM,-0.1,-3,L
4/9/2023,Sun,7:26:00 PM,3.38,103,H
4/10/2023,Mon,1:03:00 AM,0.24,7,L
4/10/2023,Mon,7:34:00 AM,3.75,114,H
4/10/2023,Mon,1:37:00 PM,-0.06,-2,L
4/10/2023,Mon,8:12:00 PM,3.28,100,H
4/11/2023,Tue,1:48:00 AM,0.33,10,L
4/11/2023,Tue,8:21:00 AM,3.72,113,H
4/11/2023,Tue,2:27:00 PM,0.01,0,L
4/11/2023,Tue,9:03:00 PM,3.18,97,H
4/12/2023,Wed,2:39:00 AM,0.43,13,L
4/12/2023,Wed,9:13:00 AM,3.65,111,H
4/12/2023,Wed,3:24:00 PM,0.1,3,L
4/12/2023,Wed,10:01:00 PM,3.09,94,H
4/13/2023,Thu,3:38:00 AM,0.51,16,L
4/13/2023,Thu,10:14:00 AM,3.58,109,H
4/13/2023,Thu,4:25:00 PM,0.16,5,L
4/13/2023,Thu,11:05:00 PM,3.07,94,H
4/14/2023,Fri,4:42:00 AM,0.53,16,L
4/14/2023,Fri,11:20:00 AM,3.54,108,H
4/14/2023,Fri,5:29:00 PM,0.17,5,L
4/15/2023,Sat,12:11:00 AM,3.13,95,H
4/15/2023,Sat,5:49:00 AM,0.47,14,L
4/15/2023,Sat,12:28:00 PM,3.56,109,H
4/15/2023,Sat,6:33:00 PM,0.12,4,L
4/16/2023,Sun,1:17:00 AM,3.28,100,H
4/16/2023,Sun,6:55:00 AM,0.32,10,L
4/16/2023,Sun,1:36:00 PM,3.62,110,H
4/16/2023,Sun,7:34:00 PM,0.03,1,L
4/17/2023,Mon,2:18:00 AM,3.49,106,H
4/17/2023,Mon,7:58:00 AM,0.12,4,L
4/17/2023,Mon,2:39:00 PM,3.72,113,H
4/17/2023,Mon,8:30:00 PM,-0.07,-2,L
4/18/2023,Tue,3:12:00 AM,3.71,113,H
4/18/2023,Tue,8:56:00 AM,-0.1,-3,L
4/18/2023,Tue,3:36:00 PM,3.8,116,H
4/18/2023,Tue,9:21:00 PM,-0.14,-4,L
4/19/2023,Wed,4:01:00 AM,3.88,118,H
4/19/2023,Wed,9:48:00 AM,-0.27,-8,L
4/19/2023,Wed,4:28:00 PM,3.83,117,H
4/19/2023,Wed,10:08:00 PM,-0.15,-5,L
4/20/2023,Thu,4:47:00 AM,3.99,122,H
4/20/2023,Thu,10:38:00 AM,-0.37,-11,L
4/20/2023,Thu,5:17:00 PM,3.8,116,H
4/20/2023,Thu,10:54:00 PM,-0.1,-3,L
4/21/2023,Fri,5:31:00 AM,4.02,123,H
4/21/2023,Fri,11:25:00 AM,-0.38,-12,L
4/21/2023,Fri,6:05:00 PM,3.71,113,H
4/21/2023,Fri,11:39:00 PM,0.01,0,L
4/22/2023,Sat,6:15:00 AM,3.97,121,H
4/22/2023,Sat,12:11:00 PM,-0.31,-9,L
4/22/2023,Sat,6:52:00 PM,3.58,109,H
4/23/2023,Sun,12:23:00 AM,0.16,5,L
4/23/2023,Sun,6:58:00 AM,3.86,118,H
4/23/2023,Sun,12:57:00 PM,-0.17,-5,L
4/23/2023,Sun,7:38:00 PM,3.42,104,H
4/24/2023,Mon,1:07:00 AM,0.34,10,L
4/24/2023,Mon,7:43:00 AM,3.72,113,H
4/24/2023,Mon,1:44:00 PM,0.01,0,L
4/24/2023,Mon,8:24:00 PM,3.24,99,H
4/25/2023,Tue,1:53:00 AM,0.52,16,L
4/25/2023,Tue,8:29:00 AM,3.55,108,H
4/25/2023,Tue,2:32:00 PM,0.21,6,L
4/25/2023,Tue,9:14:00 PM,3.08,94,H
4/26/2023,Wed,2:42:00 AM,0.68,21,L
4/26/2023,Wed,9:19:00 AM,3.38,103,H
4/26/2023,Wed,3:24:00 PM,0.39,12,L
4/26/2023,Wed,10:07:00 PM,2.96,90,H
4/27/2023,Thu,3:36:00 AM,0.8,24,L
4/27/2023,Thu,10:14:00 AM,3.25,99,H
4/27/2023,Thu,4:19:00 PM,0.52,16,L
4/27/2023,Thu,11:03:00 PM,2.9,88,H
4/28/2023,Fri,4:32:00 AM,0.86,26,L
4/28/2023,Fri,11:12:00 AM,3.16,96,H
4/28/2023,Fri,5:15:00 PM,0.59,18,L
4/28/2023,Fri,11:59:00 PM,2.91,89,H
4/29/2023,Sat,5:30:00 AM,0.86,26,L
4/29/2023,Sat,12:10:00 PM,3.13,95,H
4/29/2023,Sat,6:09:00 PM,0.6,18,L
4/30/2023,Sun,12:53:00 AM,2.98,91,H
4/30/2023,Sun,6:26:00 AM,0.79,24,L
4/30/2023,Sun,1:07:00 PM,3.14,96,H
4/30/2023,Sun,7:00:00 PM,0.57,17,L
5/1/2023,Mon,1:44:00 AM,3.1,94,H
5/1/2023,Mon,7:21:00 AM,0.66,20,L
5/1/2023,Mon,2:00:00 PM,3.2,98,H
5/1/2023,Mon,7:47:00 PM,0.5,15,L
5/2/2023,Tue,2:29:00 AM,3.26,99,H
5/2/2023,Tue,8:10:00 AM,0.49,15,L
5/2/2023,Tue,2:48:00 PM,3.28,100,H
5/2/2023,Tue,8:30:00 PM,0.42,13,L
5/3/2023,Wed,3:10:00 AM,3.42,104,H
5/3/2023,Wed,8:55:00 AM,0.31,9,L
5/3/2023,Wed,3:32:00 PM,3.35,102,H
5/3/2023,Wed,9:11:00 PM,0.34,10,L
5/4/2023,Thu,3:47:00 AM,3.58,109,H
5/4/2023,Thu,9:38:00 AM,0.14,4,L
5/4/2023,Thu,4:14:00 PM,3.41,104,H
5/4/2023,Thu,9:51:00 PM,0.28,9,L
5/5/2023,Fri,4:25:00 AM,3.72,113,H
5/5/2023,Fri,10:19:00 AM,-0.02,-1,L
5/5/2023,Fri,4:55:00 PM,3.45,105,H
5/5/2023,Fri,10:30:00 PM,0.24,7,L
5/6/2023,Sat,5:03:00 AM,3.83,117,H
5/6/2023,Sat,11:02:00 AM,-0.13,-4,L
5/6/2023,Sat,5:37:00 PM,3.45,105,H
5/6/2023,Sat,11:12:00 PM,0.23,7,L
5/7/2023,Sun,5:44:00 AM,3.91,119,H
5/7/2023,Sun,11:46:00 AM,-0.19,-6,L
5/7/2023,Sun,6:22:00 PM,3.44,105,H
5/7/2023,Sun,11:55:00 PM,0.24,7,L
5/8/2023,Mon,6:27:00 AM,3.95,120,H
