Date,Day,Time,Pred(Ft),Pred(cm),High/Low
1/12/2023,Thu,7:32:00 AM,8.66,264,H
1/12/2023,Thu,1:32:00 PM,1.34,41,L
1/12/2023,Thu,7:40:00 PM,9.13,278,H
1/13/2023,Fri,1:59:00 AM,0.69,21,L
1/13/2023,Fri,8:12:00 AM,8.72,266,H
1/13/2023,Fri,2:18:00 PM,1.37,42,L
1/13/2023,Fri,8:25:00 PM,8.83,269,H
1/14/2023,Sat,2:42:00 AM,0.88,27,L
1/14/2023,Sat,8:56:00 AM,8.83,269,H
1/14/2023,Sat,3:08:00 PM,1.33,41,L
1/14/2023,Sat,9:14:00 PM,8.55,261,H
1/15/2023,Sun,3:29:00 AM,1.06,32,L
1/15/2023,Sun,9:42:00 AM,9,274,H
1/15/2023,Sun,4:02:00 PM,1.2,37,L
1/15/2023,Sun,10:08:00 PM,8.34,254,H
1/16/2023,Mon,4:18:00 AM,1.17,36,L
1/16/2023,Mon,10:32:00 AM,9.25,282,H
1/16/2023,Mon,4:58:00 PM,0.96,29,L
1/16/2023,Mon,11:05:00 PM,8.23,251,H
1/17/2023,Tue,5:12:00 AM,1.19,36,L
1/17/2023,Tue,11:26:00 AM,9.59,292,H
1/17/2023,Tue,5:57:00 PM,0.6,18,L
1/18/2023,Wed,12:05:00 AM,8.27,252,H
1/18/2023,Wed,6:08:00 AM,1.07,33,L
1/18/2023,Wed,12:23:00 PM,10.02,305,H
1/18/2023,Wed,6:57:00 PM,0.12,4,L
1/19/2023,Thu,1:06:00 AM,8.49,259,H
1/19/2023,Thu,7:07:00 AM,0.78,24,L
1/19/2023,Thu,1:20:00 PM,10.53,321,H
1/19/2023,Thu,7:55:00 PM,-0.45,-14,L
1/20/2023,Fri,2:05:00 AM,8.85,270,H
1/20/2023,Fri,8:04:00 AM,0.37,11,L
1/20/2023,Fri,2:17:00 PM,11.04,336,H
1/20/2023,Fri,8:51:00 PM,-1,-30,L
1/21/2023,Sat,3:01:00 AM,9.27,283,H
1/21/2023,Sat,8:59:00 AM,-0.08,-2,L
1/21/2023,Sat,3:12:00 PM,11.46,349,H
1/21/2023,Sat,9:44:00 PM,-1.45,-44,L
1/22/2023,Sun,3:55:00 AM,9.67,295,H
1/22/2023,Sun,9:54:00 AM,-0.47,-14,L
1/22/2023,Sun,4:07:00 PM,11.7,357,H
1/22/2023,Sun,10:36:00 PM,-1.72,-52,L
1/23/2023,Mon,4:49:00 AM,10.02,305,H
1/23/2023,Mon,10:48:00 AM,-0.73,-22,L
1/23/2023,Mon,5:02:00 PM,11.72,357,H
1/23/2023,Mon,11:27:00 PM,-1.78,-54,L
1/24/2023,Tue,5:42:00 AM,10.26,313,H
1/24/2023,Tue,11:41:00 AM,-0.83,-25,L
1/24/2023,Tue,5:56:00 PM,11.51,351,H
1/25/2023,Wed,12:17:00 AM,-1.6,-49,L
1/25/2023,Wed,6:33:00 AM,10.37,316,H
1/25/2023,Wed,12:35:00 PM,-0.74,-23,L
1/25/2023,Wed,6:50:00 PM,11.06,337,H
1/26/2023,Thu,1:07:00 AM,-1.21,-37,L
1/26/2023,Thu,7:25:00 AM,10.33,315,H
1/26/2023,Thu,1:30:00 PM,-0.48,-15,L
1/26/2023,Thu,7:45:00 PM,10.44,318,H
1/27/2023,Fri,1:59:00 AM,-0.65,-20,L
1/27/2023,Fri,8:18:00 AM,10.16,310,H
1/27/2023,Fri,2:28:00 PM,-0.13,-4,L
1/27/2023,Fri,8:42:00 PM,9.73,297,H
1/28/2023,Sat,2:52:00 AM,0,0,L
1/28/2023,Sat,9:12:00 AM,9.9,302,H
1/28/2023,Sat,3:28:00 PM,0.24,7,L
1/28/2023,Sat,9:42:00 PM,9.05,276,H
1/29/2023,Sun,3:47:00 AM,0.62,19,L
1/29/2023,Sun,10:09:00 AM,9.62,293,H
1/29/2023,Sun,4:30:00 PM,0.56,17,L
1/29/2023,Sun,10:44:00 PM,8.49,259,H
1/30/2023,Mon,4:43:00 AM,1.15,35,L
1/30/2023,Mon,11:06:00 AM,9.38,286,H
1/30/2023,Mon,5:32:00 PM,0.77,23,L
1/30/2023,Mon,11:48:00 PM,8.12,247,H
1/31/2023,Tue,5:41:00 AM,1.51,46,L
1/31/2023,Tue,12:05:00 PM,9.24,282,H
1/31/2023,Tue,6:36:00 PM,0.84,26,L
2/1/2023,Wed,12:52:00 AM,7.97,243,H
2/1/2023,Wed,6:39:00 AM,1.68,51,L
2/1/2023,Wed,1:03:00 PM,9.24,282,H
2/1/2023,Wed,7:35:00 PM,0.76,23,L
2/2/2023,Thu,1:49:00 AM,8.01,244,H
2/2/2023,Thu,7:34:00 AM,1.64,50,L
2/2/2023,Thu,1:56:00 PM,9.35,285,H
2/2/2023,Thu,8:26:00 PM,0.61,19,L
2/3/2023,Fri,2:38:00 AM,8.15,248,H
2/3/2023,Fri,8:23:00 AM,1.48,45,L
2/3/2023,Fri,2:42:00 PM,9.51,290,H
2/3/2023,Fri,9:09:00 PM,0.44,13,L
2/4/2023,Sat,3:20:00 AM,8.32,254,H
2/4/2023,Sat,9:06:00 AM,1.27,39,L
2/4/2023,Sat,3:23:00 PM,9.67,295,H
2/4/2023,Sat,9:47:00 PM,0.28,9,L
2/5/2023,Sun,3:59:00 AM,8.51,259,H
2/5/2023,Sun,9:47:00 AM,1.06,32,L
2/5/2023,Sun,4:02:00 PM,9.78,298,H
2/5/2023,Sun,10:23:00 PM,0.15,5,L
2/6/2023,Mon,4:36:00 AM,8.69,265,H
2/6/2023,Mon,10:26:00 AM,0.89,27,L
2/6/2023,Mon,4:40:00 PM,9.83,300,H
2/6/2023,Mon,10:59:00 PM,0.08,2,L
2/7/2023,Tue,5:11:00 AM,8.84,269,H
2/7/2023,Tue,11:04:00 AM,0.77,23,L
2/7/2023,Tue,5:17:00 PM,9.8,299,H
2/7/2023,Tue,11:34:00 PM,0.07,2,L
2/8/2023,Wed,5:46:00 AM,8.98,274,H
2/8/2023,Wed,11:43:00 AM,0.7,21,L
2/8/2023,Wed,5:53:00 PM,9.69,295,H
2/9/2023,Thu,12:09:00 AM,0.13,4,L
2/9/2023,Thu,6:20:00 AM,9.09,277,H
2/9/2023,Thu,12:22:00 PM,0.67,20,L
2/9/2023,Thu,6:31:00 PM,9.5,290,H
2/10/2023,Fri,12:45:00 AM,0.27,8,L
2/10/2023,Fri,6:55:00 AM,9.17,280,H
2/10/2023,Fri,1:02:00 PM,0.67,20,L
2/10/2023,Fri,7:10:00 PM,9.24,282,H
2/11/2023,Sat,1:23:00 AM,0.48,15,L
2/11/2023,Sat,7:33:00 AM,9.24,282,H
2/11/2023,Sat,1:46:00 PM,0.71,22,L
2/11/2023,Sat,7:53:00 PM,8.92,272,H
2/12/2023,Sun,2:04:00 AM,0.73,22,L
2/12/2023,Sun,8:14:00 AM,9.3,283,H
2/12/2023,Sun,2:34:00 PM,0.76,23,L
2/12/2023,Sun,8:40:00 PM,8.58,262,H
2/13/2023,Mon,2:50:00 AM,0.98,30,L
2/13/2023,Mon,9:01:00 AM,9.37,286,H
2/13/2023,Mon,3:28:00 PM,0.78,24,L
2/13/2023,Mon,9:34:00 PM,8.28,252,H
2/14/2023,Tue,3:42:00 AM,1.19,36,L
2/14/2023,Tue,9:54:00 AM,9.46,288,H
2/14/2023,Tue,4:27:00 PM,0.72,22,L
2/14/2023,Tue,10:34:00 PM,8.09,247,H
2/15/2023,Wed,4:40:00 AM,1.27,39,L
2/15/2023,Wed,10:53:00 AM,9.63,294,H
2/15/2023,Wed,5:29:00 PM,0.55,17,L
2/15/2023,Wed,11:38:00 PM,8.09,247,H
2/16/2023,Thu,5:41:00 AM,1.19,36,L
2/16/2023,Thu,11:56:00 AM,9.92,302,H
2/16/2023,Thu,6:33:00 PM,0.19,6,L
2/17/2023,Fri,12:45:00 AM,8.34,254,H
2/17/2023,Fri,6:45:00 AM,0.87,27,L
2/17/2023,Fri,1:01:00 PM,10.35,315,H
2/17/2023,Fri,7:36:00 PM,-0.32,-10,L
2/18/2023,Sat,1:48:00 AM,8.82,269,H
2/18/2023,Sat,7:47:00 AM,0.36,11,L
2/18/2023,Sat,2:02:00 PM,10.85,331,H
2/18/2023,Sat,8:33:00 PM,-0.88,-27,L
2/19/2023,Sun,2:45:00 AM,9.41,287,H
2/19/2023,Sun,8:45:00 AM,-0.23,-7,L
2/19/2023,Sun,2:59:00 PM,11.29,344,H
2/19/2023,Sun,9:26:00 PM,-1.35,-41,L
2/20/2023,Mon,3:39:00 AM,9.98,304,H
2/20/2023,Mon,9:40:00 AM,-0.75,-23,L
2/20/2023,Mon,3:54:00 PM,11.54,352,H
2/20/2023,Mon,10:17:00 PM,-1.62,-49,L
2/21/2023,Tue,4:30:00 AM,10.44,318,H
2/21/2023,Tue,10:33:00 AM,-1.11,-34,L
2/21/2023,Tue,4:48:00 PM,11.55,352,H
2/21/2023,Tue,11:06:00 PM,-1.65,-50,L
2/22/2023,Wed,5:20:00 AM,10.73,327,H
2/22/2023,Wed,11:25:00 AM,-1.25,-38,L
2/22/2023,Wed,5:40:00 PM,11.31,345,H
2/22/2023,Wed,11:53:00 PM,-1.42,-43,L
2/23/2023,Thu,6:08:00 AM,10.81,329,H
2/23/2023,Thu,12:16:00 PM,-1.15,-35,L
2/23/2023,Thu,6:31:00 PM,10.85,331,H
2/24/2023,Fri,12:40:00 AM,-0.96,-29,L
2/24/2023,Fri,6:56:00 AM,10.68,326,H
2/24/2023,Fri,1:07:00 PM,-0.82,-25,L
2/24/2023,Fri,7:22:00 PM,10.21,311,H
2/25/2023,Sat,1:28:00 AM,-0.32,-10,L
2/25/2023,Sat,7:44:00 AM,10.35,315,H
2/25/2023,Sat,2:00:00 PM,-0.34,-10,L
2/25/2023,Sat,8:15:00 PM,9.47,289,H
2/26/2023,Sun,2:18:00 AM,0.4,12,L
2/26/2023,Sun,8:35:00 AM,9.9,302,H
2/26/2023,Sun,2:57:00 PM,0.21,6,L
2/26/2023,Sun,9:11:00 PM,8.77,267,H
2/27/2023,Mon,3:12:00 AM,1.08,33,L
2/27/2023,Mon,9:29:00 AM,9.44,288,H
2/27/2023,Mon,3:56:00 PM,0.72,22,L
2/27/2023,Mon,10:12:00 PM,8.19,250,H
2/28/2023,Tue,4:08:00 AM,1.62,49,L
2/28/2023,Tue,10:27:00 AM,9.05,276,H
2/28/2023,Tue,4:58:00 PM,1.09,33,L
2/28/2023,Tue,11:15:00 PM,7.82,238,H
3/1/2023,Wed,5:06:00 AM,1.96,60,L
3/1/2023,Wed,11:29:00 AM,8.84,269,H
3/1/2023,Wed,6:02:00 PM,1.26,38,L
3/2/2023,Thu,12:19:00 AM,7.7,235,H
3/2/2023,Thu,6:07:00 AM,2.06,63,L
3/2/2023,Thu,12:31:00 PM,8.83,269,H
3/2/2023,Thu,7:04:00 PM,1.21,37,L
3/3/2023,Fri,1:19:00 AM,7.83,239,H
3/3/2023,Fri,7:05:00 AM,1.92,59,L
3/3/2023,Fri,1:28:00 PM,9,274,H
3/3/2023,Fri,7:57:00 PM,1.01,31,L
3/4/2023,Sat,2:09:00 AM,8.1,247,H
3/4/2023,Sat,7:57:00 AM,1.63,50,L
3/4/2023,Sat,2:17:00 PM,9.26,282,H
3/4/2023,Sat,8:40:00 PM,0.76,23,L
3/5/2023,Sun,2:51:00 AM,8.42,257,H
3/5/2023,Sun,8:42:00 AM,1.27,39,L
3/5/2023,Sun,2:59:00 PM,9.51,290,H
3/5/2023,Sun,9:17:00 PM,0.51,16,L
3/6/2023,Mon,3:29:00 AM,8.75,267,H
3/6/2023,Mon,9:22:00 AM,0.93,28,L
3/6/2023,Mon,3:37:00 PM,9.7,296,H
3/6/2023,Mon,9:53:00 PM,0.3,9,L
3/7/2023,Tue,4:04:00 AM,9.05,276,H
3/7/2023,Tue,10:01:00 AM,0.63,19,L
3/7/2023,Tue,4:14:00 PM,9.8,299,H
3/7/2023,Tue,10:27:00 PM,0.17,5,L
3/8/2023,Wed,4:38:00 AM,9.31,284,H
3/8/2023,Wed,10:39:00 AM,0.39,12,L
3/8/2023,Wed,4:51:00 PM,9.81,299,H
3/8/2023,Wed,11:02:00 PM,0.12,4,L
3/9/2023,Thu,5:12:00 AM,9.52,290,H
3/9/2023,Thu,11:17:00 AM,0.22,7,L
3/9/2023,Thu,5:28:00 PM,9.73,297,H
3/9/2023,Thu,11:37:00 PM,0.17,5,L
3/10/2023,Fri,5:46:00 AM,9.68,295,H
3/10/2023,Fri,11:56:00 AM,0.13,4,L
3/10/2023,Fri,6:05:00 PM,9.57,292,H
3/11/2023,Sat,12:13:00 AM,0.3,9,L
3/11/2023,Sat,6:21:00 AM,9.79,298,H
3/11/2023,Sat,12:36:00 PM,0.11,3,L
3/11/2023,Sat,6:44:00 PM,9.33,284,H
3/12/2023,Sun,12:51:00 AM,0.51,16,L
3/12/2023,Sun,6:59:00 AM,9.85,300,H
3/12/2023,Sun,1:19:00 PM,0.18,5,L
3/12/2023,Sun,7:27:00 PM,9.02,275,H
3/13/2023,Mon,1:33:00 AM,0.78,24,L
3/13/2023,Mon,7:41:00 AM,9.83,300,H
3/13/2023,Mon,2:08:00 PM,0.33,10,L
3/13/2023,Mon,8:16:00 PM,8.67,264,H
3/14/2023,Tue,2:21:00 AM,1.07,33,L
3/14/2023,Tue,8:30:00 AM,9.76,297,H
3/14/2023,Tue,3:03:00 PM,0.5,15,L
3/14/2023,Tue,9:11:00 PM,8.35,255,H
3/15/2023,Wed,3:16:00 AM,1.31,40,L
3/15/2023,Wed,9:27:00 AM,9.69,295,H
3/15/2023,Wed,4:04:00 PM,0.59,18,L
3/15/2023,Wed,10:14:00 PM,8.17,249,H
3/16/2023,Thu,4:18:00 AM,1.42,43,L
3/16/2023,Thu,10:31:00 AM,9.7,296,H
3/16/2023,Thu,5:08:00 PM,0.54,16,L
3/16/2023,Thu,11:21:00 PM,8.22,251,H
3/17/2023,Fri,5:23:00 AM,1.3,40,L
3/17/2023,Fri,11:38:00 AM,9.86,301,H
3/17/2023,Fri,6:14:00 PM,0.29,9,L
3/18/2023,Sat,12:29:00 AM,8.56,261,H
3/18/2023,Sat,6:30:00 AM,0.94,29,L
3/18/2023,Sat,12:46:00 PM,10.2,311,H
3/18/2023,Sat,7:17:00 PM,-0.13,-4,L
3/19/2023,Sun,1:32:00 AM,9.15,279,H
3/19/2023,Sun,7:33:00 AM,0.35,11,L
3/19/2023,Sun,1:50:00 PM,10.62,324,H
3/19/2023,Sun,8:14:00 PM,-0.61,-19,L
3/20/2023,Mon,2:29:00 AM,9.82,299,H
3/20/2023,Mon,8:31:00 AM,-0.3,-9,L
3/20/2023,Mon,2:47:00 PM,10.99,335,H
3/20/2023,Mon,9:06:00 PM,-0.99,-30,L
3/21/2023,Tue,3:20:00 AM,10.43,318,H
3/21/2023,Tue,9:25:00 AM,-0.86,-26,L
3/21/2023,Tue,3:40:00 PM,11.19,341,H
3/21/2023,Tue,9:55:00 PM,-1.17,-36,L
3/22/2023,Wed,4:08:00 AM,10.86,331,H
3/22/2023,Wed,10:17:00 AM,-1.22,-37,L
3/22/2023,Wed,4:31:00 PM,11.15,340,H
3/22/2023,Wed,10:41:00 PM,-1.11,-34,L
3/23/2023,Thu,4:54:00 AM,11.08,338,H
3/23/2023,Thu,11:06:00 AM,-1.33,-41,L
3/23/2023,Thu,5:21:00 PM,10.9,332,H
3/23/2023,Thu,11:27:00 PM,-0.82,-25,L
3/24/2023,Fri,5:40:00 AM,11.06,337,H
3/24/2023,Fri,11:55:00 AM,-1.18,-36,L
3/24/2023,Fri,6:10:00 PM,10.46,319,H
3/25/2023,Sat,12:12:00 AM,-0.33,-10,L
3/25/2023,Sat,6:25:00 AM,10.81,329,H
3/25/2023,Sat,12:43:00 PM,-0.8,-24,L
3/25/2023,Sat,6:58:00 PM,9.88,301,H
3/26/2023,Sun,12:58:00 AM,0.28,9,L
3/26/2023,Sun,7:10:00 AM,10.39,317,H
3/26/2023,Sun,1:32:00 PM,-0.24,-7,L
3/26/2023,Sun,7:47:00 PM,9.23,281,H
3/27/2023,Mon,1:45:00 AM,0.94,29,L
3/27/2023,Mon,7:58:00 AM,9.87,301,H
3/27/2023,Mon,2:25:00 PM,0.38,12,L
3/27/2023,Mon,8:40:00 PM,8.61,262,H
3/28/2023,Tue,2:37:00 AM,1.55,47,L
3/28/2023,Tue,8:51:00 AM,9.35,285,H
3/28/2023,Tue,3:21:00 PM,0.94,29,L
3/28/2023,Tue,9:38:00 PM,8.12,247,H
3/29/2023,Wed,3:32:00 AM,2.02,62,L
3/29/2023,Wed,9:48:00 AM,8.94,272,H
3/29/2023,Wed,4:20:00 PM,1.36,41,L
3/29/2023,Wed,10:38:00 PM,7.83,239,H
3/30/2023,Thu,4:31:00 AM,2.28,69,L
3/30/2023,Thu,10:49:00 AM,8.7,265,H
3/30/2023,Thu,5:21:00 PM,1.56,48,L
3/30/2023,Thu,11:40:00 PM,7.77,237,H
3/31/2023,Fri,5:31:00 AM,2.31,70,L
3/31/2023,Fri,11:51:00 AM,8.66,264,H
3/31/2023,Fri,6:20:00 PM,1.55,47,L
4/1/2023,Sat,12:38:00 AM,7.95,242,H
4/1/2023,Sat,6:30:00 AM,2.12,65,L
4/1/2023,Sat,12:50:00 PM,8.82,269,H
4/1/2023,Sat,7:14:00 PM,1.37,42,L
4/2/2023,Sun,1:30:00 AM,8.29,253,H
4/2/2023,Sun,7:23:00 AM,1.76,54,L
4/2/2023,Sun,1:42:00 PM,9.07,276,H
4/2/2023,Sun,7:59:00 PM,1.1,34,L
4/3/2023,Mon,2:13:00 AM,8.71,265,H
4/3/2023,Mon,8:10:00 AM,1.32,40,L
4/3/2023,Mon,2:26:00 PM,9.34,285,H
4/3/2023,Mon,8:38:00 PM,0.82,25,L
4/4/2023,Tue,2:51:00 AM,9.13,278,H
4/4/2023,Tue,8:52:00 AM,0.87,27,L
4/4/2023,Tue,3:06:00 PM,9.56,291,H
4/4/2023,Tue,9:15:00 PM,0.6,18,L
4/5/2023,Wed,3:26:00 AM,9.52,290,H
4/5/2023,Wed,9:32:00 AM,0.46,14,L
4/5/2023,Wed,3:44:00 PM,9.69,295,H
4/5/2023,Wed,9:51:00 PM,0.44,13,L
4/6/2023,Thu,4:01:00 AM,9.85,300,H
4/6/2023,Thu,10:11:00 AM,0.12,4,L
4/6/2023,Thu,4:22:00 PM,9.74,297,H
4/6/2023,Thu,10:27:00 PM,0.38,12,L
4/7/2023,Fri,4:35:00 AM,10.11,308,H
4/7/2023,Fri,10:50:00 AM,-0.12,-4,L
4/7/2023,Fri,5:01:00 PM,9.7,296,H
4/7/2023,Fri,11:04:00 PM,0.4,12,L
4/8/2023,Sat,5:12:00 AM,10.31,314,H
4/8/2023,Sat,11:31:00 AM,-0.27,-8,L
4/8/2023,Sat,5:41:00 PM,9.58,292,H
4/8/2023,Sat,11:43:00 PM,0.5,15,L
4/9/2023,Sun,5:50:00 AM,10.42,318,H
4/9/2023,Sun,12:13:00 PM,-0.28,-9,L
4/9/2023,Sun,6:23:00 PM,9.38,286,H
4/10/2023,Mon,12:25:00 AM,0.68,21,L
4/10/2023,Mon,6:31:00 AM,10.43,318,H
4/10/2023,Mon,12:59:00 PM,-0.17,-5,L
4/10/2023,Mon,7:09:00 PM,9.12,278,H
4/11/2023,Tue,1:10:00 AM,0.92,28,L
4/11/2023,Tue,7:18:00 AM,10.34,315,H
4/11/2023,Tue,1:49:00 PM,0.04,1,L
4/11/2023,Tue,8:00:00 PM,8.83,269,H
4/12/2023,Wed,2:01:00 AM,1.19,36,L
4/12/2023,Wed,8:10:00 AM,10.15,309,H
4/12/2023,Wed,2:46:00 PM,0.28,9,L
4/12/2023,Wed,8:58:00 PM,8.59,262,H
4/13/2023,Thu,3:00:00 AM,1.4,43,L
4/13/2023,Thu,9:11:00 AM,9.95,303,H
4/13/2023,Thu,3:47:00 PM,0.45,14,L
4/13/2023,Thu,10:02:00 PM,8.53,260,H
4/14/2023,Fri,4:04:00 AM,1.46,45,L
4/14/2023,Fri,10:17:00 AM,9.84,300,H
4/14/2023,Fri,4:51:00 PM,0.47,14,L
4/14/2023,Fri,11:08:00 PM,8.7,265,H
4/15/2023,Sat,5:11:00 AM,1.29,39,L
4/15/2023,Sat,11:25:00 AM,9.88,301,H
4/15/2023,Sat,5:55:00 PM,0.34,10,L
4/16/2023,Sun,12:14:00 AM,9.11,278,H
4/16/2023,Sun,6:17:00 AM,0.9,27,L
4/16/2023,Sun,12:33:00 PM,10.06,307,H
4/16/2023,Sun,6:56:00 PM,0.08,2,L
4/17/2023,Mon,1:15:00 AM,9.69,295,H
4/17/2023,Mon,7:20:00 AM,0.33,10,L
4/17/2023,Mon,1:36:00 PM,10.33,315,H
4/17/2023,Mon,7:52:00 PM,-0.21,-6,L
4/18/2023,Tue,2:09:00 AM,10.3,314,H
4/18/2023,Tue,8:18:00 AM,-0.27,-8,L
4/18/2023,Tue,2:33:00 PM,10.55,322,H
4/18/2023,Tue,8:43:00 PM,-0.4,-12,L
4/19/2023,Wed,2:58:00 AM,10.79,329,H
4/19/2023,Wed,9:10:00 AM,-0.75,-23,L
4/19/2023,Wed,3:25:00 PM,10.63,324,H
4/19/2023,Wed,9:30:00 PM,-0.43,-13,L
4/20/2023,Thu,3:44:00 AM,11.08,338,H
4/20/2023,Thu,10:00:00 AM,-1.03,-31,L
4/20/2023,Thu,4:14:00 PM,10.54,321,H
4/20/2023,Thu,10:16:00 PM,-0.28,-9,L
4/21/2023,Fri,4:28:00 AM,11.16,340,H
4/21/2023,Fri,10:47:00 AM,-1.06,-32,L
4/21/2023,Fri,5:02:00 PM,10.3,314,H
4/21/2023,Fri,11:01:00 PM,0.03,1,L
4/22/2023,Sat,5:12:00 AM,11.03,336,H
4/22/2023,Sat,11:33:00 AM,-0.86,-26,L
4/22/2023,Sat,5:49:00 PM,9.93,303,H
4/22/2023,Sat,11:45:00 PM,0.45,14,L
4/23/2023,Sun,5:55:00 AM,10.73,327,H
4/23/2023,Sun,12:19:00 PM,-0.47,-14,L
4/23/2023,Sun,6:35:00 PM,9.49,289,H
4/24/2023,Mon,12:29:00 AM,0.94,29,L
4/24/2023,Mon,6:40:00 AM,10.32,315,H
4/24/2023,Mon,1:06:00 PM,0.03,1,L
4/24/2023,Mon,7:21:00 PM,9.01,275,H
4/25/2023,Tue,1:15:00 AM,1.44,44,L
4/25/2023,Tue,7:26:00 AM,9.86,301,H
4/25/2023,Tue,1:54:00 PM,0.58,18,L
4/25/2023,Tue,8:11:00 PM,8.57,261,H
4/26/2023,Wed,2:04:00 AM,1.89,58,L
4/26/2023,Wed,8:16:00 AM,9.4,287,H
4/26/2023,Wed,2:46:00 PM,1.08,33,L
4/26/2023,Wed,9:04:00 PM,8.23,251,H
4/27/2023,Thu,2:58:00 AM,2.23,68,L
4/27/2023,Thu,9:11:00 AM,9.02,275,H
4/27/2023,Thu,3:41:00 PM,1.44,44,L
4/27/2023,Thu,10:00:00 PM,8.06,246,H
4/28/2023,Fri,3:54:00 AM,2.4,73,L
4/28/2023,Fri,10:09:00 AM,8.78,268,H
4/28/2023,Fri,4:37:00 PM,1.63,50,L
4/28/2023,Fri,10:56:00 PM,8.08,246,H
4/29/2023,Sat,4:52:00 AM,2.39,73,L
4/29/2023,Sat,11:07:00 AM,8.69,265,H
4/29/2023,Sat,5:31:00 PM,1.67,51,L
4/29/2023,Sat,11:50:00 PM,8.28,252,H
4/30/2023,Sun,5:48:00 AM,2.19,67,L
4/30/2023,Sun,12:04:00 PM,8.73,266,H
4/30/2023,Sun,6:22:00 PM,1.57,48,L
5/1/2023,Mon,12:41:00 AM,8.62,263,H
5/1/2023,Mon,6:43:00 AM,1.83,56,L
5/1/2023,Mon,12:57:00 PM,8.89,271,H
5/1/2023,Mon,7:09:00 PM,1.39,42,L
5/2/2023,Tue,1:26:00 AM,9.05,276,H
5/2/2023,Tue,7:32:00 AM,1.37,42,L
5/2/2023,Tue,1:45:00 PM,9.1,277,H
5/2/2023,Tue,7:52:00 PM,1.17,36,L
5/3/2023,Wed,2:07:00 AM,9.51,290,H
5/3/2023,Wed,8:17:00 AM,0.86,26,L
5/3/2023,Wed,2:29:00 PM,9.31,284,H
5/3/2023,Wed,8:33:00 PM,0.95,29,L
5/4/2023,Thu,2:44:00 AM,9.94,303,H
5/4/2023,Thu,9:00:00 AM,0.37,11,L
5/4/2023,Thu,3:11:00 PM,9.47,289,H
5/4/2023,Thu,9:13:00 PM,0.78,24,L
5/5/2023,Fri,3:22:00 AM,10.33,315,H
5/5/2023,Fri,9:41:00 AM,-0.04,-1,L
5/5/2023,Fri,3:52:00 PM,9.57,292,H
5/5/2023,Fri,9:52:00 PM,0.67,20,L
5/6/2023,Sat,4:00:00 AM,10.64,324,H
5/6/2023,Sat,10:24:00 AM,-0.35,-11,L
5/6/2023,Sat,4:34:00 PM,9.6,293,H
5/6/2023,Sat,10:34:00 PM,0.63,19,L
5/7/2023,Sun,4:41:00 AM,10.86,331,H
5/7/2023,Sun,11:08:00 AM,-0.53,-16,L
5/7/2023,Sun,5:19:00 PM,9.55,291,H
5/7/2023,Sun,11:17:00 PM,0.66,20,L
5/8/2023,Mon,5:24:00 AM,10.96,334,H
5/8/2023,Mon,11:54:00 AM,-0.56,-17,L
