Date,Day,Time,Pred,High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
1/11/2021,Mon,1:54:00 AM,2.82,H,2021-01-11 01:54:00,2021-01-11 01:57:00
1/11/2021,Mon,7:52:00 AM,0.05,L,2021-01-11 07:52:00,2021-01-11 07:53:00
1/11/2021,Mon,2:08:00 PM,3.35,H,2021-01-11 14:08:00,2021-01-11 14:11:00
1/11/2021,Mon,8:38:00 PM,-0.29,L,2021-01-11 20:38:00,2021-01-11 20:39:00
1/12/2021,Tue,2:52:00 AM,2.86,H,2021-01-12 02:52:00,2021-01-12 02:55:00
1/12/2021,Tue,8:47:00 AM,0.02,L,2021-01-12 08:47:00,2021-01-12 08:48:00
1/12/2021,Tue,3:02:00 PM,3.4,H,2021-01-12 15:02:00,2021-01-12 15:05:00
1/12/2021,Tue,9:31:00 PM,-0.35,L,2021-01-12 21:31:00,2021-01-12 21:32:00
1/13/2021,Wed,3:46:00 AM,2.89,H,2021-01-13 03:46:00,2021-01-13 03:49:00
1/13/2021,Wed,9:40:00 AM,0.0,L,2021-01-13 09:40:00,2021-01-13 09:41:00
1/13/2021,Wed,3:54:00 PM,3.4,H,2021-01-13 15:54:00,2021-01-13 15:57:00
1/13/2021,Wed,10:22:00 PM,-0.36,L,2021-01-13 22:22:00,2021-01-13 22:23:00
1/14/2021,Thu,4:38:00 AM,2.91,H,2021-01-14 04:38:00,2021-01-14 04:41:00
1/14/2021,Thu,10:31:00 AM,0.0,L,2021-01-14 10:31:00,2021-01-14 10:32:00
1/14/2021,Thu,4:45:00 PM,3.36,H,2021-01-14 16:45:00,2021-01-14 16:48:00
1/14/2021,Thu,11:11:00 PM,-0.32,L,2021-01-14 23:11:00,2021-01-14 23:12:00
1/15/2021,Fri,5:27:00 AM,2.9,H,2021-01-15 05:27:00,2021-01-15 05:30:00
1/15/2021,Fri,11:20:00 AM,0.04,L,2021-01-15 11:20:00,2021-01-15 11:21:00
1/15/2021,Fri,5:35:00 PM,3.27,H,2021-01-15 17:35:00,2021-01-15 17:38:00
1/15/2021,Fri,11:58:00 PM,-0.24,L,2021-01-15 23:58:00,2021-01-15 23:59:00
1/16/2021,Sat,6:14:00 AM,2.87,H,2021-01-16 06:14:00,2021-01-16 06:17:00
1/16/2021,Sat,12:09:00 PM,0.1,L,2021-01-16 12:09:00,2021-01-16 12:10:00
1/16/2021,Sat,6:23:00 PM,3.16,H,2021-01-16 18:23:00,2021-01-16 18:26:00
1/17/2021,Sun,12:43:00 AM,-0.12,L,2021-01-17 00:43:00,2021-01-17 00:44:00
1/17/2021,Sun,7:00:00 AM,2.82,H,2021-01-17 07:00:00,2021-01-17 07:03:00
1/17/2021,Sun,12:57:00 PM,0.18,L,2021-01-17 12:57:00,2021-01-17 12:58:00
1/17/2021,Sun,7:10:00 PM,3.01,H,2021-01-17 19:10:00,2021-01-17 19:13:00
1/18/2021,Mon,1:28:00 AM,0.02,L,2021-01-18 01:28:00,2021-01-18 01:29:00
1/18/2021,Mon,7:45:00 AM,2.77,H,2021-01-18 07:45:00,2021-01-18 07:48:00
1/18/2021,Mon,1:46:00 PM,0.27,L,2021-01-18 13:46:00,2021-01-18 13:47:00
1/18/2021,Mon,7:58:00 PM,2.85,H,2021-01-18 19:58:00,2021-01-18 20:01:00
1/19/2021,Tue,2:14:00 AM,0.16,L,2021-01-19 02:14:00,2021-01-19 02:15:00
1/19/2021,Tue,8:32:00 AM,2.72,H,2021-01-19 08:32:00,2021-01-19 08:35:00
1/19/2021,Tue,2:38:00 PM,0.36,L,2021-01-19 14:38:00,2021-01-19 14:39:00
1/19/2021,Tue,8:49:00 PM,2.69,H,2021-01-19 20:49:00,2021-01-19 20:52:00
1/20/2021,Wed,3:01:00 AM,0.3,L,2021-01-20 03:01:00,2021-01-20 03:02:00
1/20/2021,Wed,9:20:00 AM,2.68,H,2021-01-20 09:20:00,2021-01-20 09:23:00
1/20/2021,Wed,3:31:00 PM,0.42,L,2021-01-20 15:31:00,2021-01-20 15:32:00
1/20/2021,Wed,9:42:00 PM,2.55,H,2021-01-20 21:42:00,2021-01-20 21:45:00
1/21/2021,Thu,3:50:00 AM,0.42,L,2021-01-21 03:50:00,2021-01-21 03:51:00
1/21/2021,Thu,10:09:00 AM,2.66,H,2021-01-21 10:09:00,2021-01-21 10:12:00
1/21/2021,Thu,4:26:00 PM,0.46,L,2021-01-21 16:26:00,2021-01-21 16:27:00
1/21/2021,Thu,10:37:00 PM,2.44,H,2021-01-21 22:37:00,2021-01-21 22:40:00
1/22/2021,Fri,4:40:00 AM,0.5,L,2021-01-22 04:40:00,2021-01-22 04:41:00
1/22/2021,Fri,11:00:00 AM,2.65,H,2021-01-22 11:00:00,2021-01-22 11:03:00
1/22/2021,Fri,5:22:00 PM,0.46,L,2021-01-22 17:22:00,2021-01-22 17:23:00
1/22/2021,Fri,11:33:00 PM,2.38,H,2021-01-22 23:33:00,2021-01-22 23:36:00
1/23/2021,Sat,5:32:00 AM,0.55,L,2021-01-23 05:32:00,2021-01-23 05:33:00
1/23/2021,Sat,11:52:00 AM,2.68,H,2021-01-23 11:52:00,2021-01-23 11:55:00
1/23/2021,Sat,6:18:00 PM,0.42,L,2021-01-23 18:18:00,2021-01-23 18:19:00
1/24/2021,Sun,12:31:00 AM,2.37,H,2021-01-24 00:31:00,2021-01-24 00:34:00
1/24/2021,Sun,6:24:00 AM,0.56,L,2021-01-24 06:24:00,2021-01-24 06:25:00
1/24/2021,Sun,12:45:00 PM,2.74,H,2021-01-24 12:45:00,2021-01-24 12:48:00
1/24/2021,Sun,7:12:00 PM,0.34,L,2021-01-24 19:12:00,2021-01-24 19:13:00
1/25/2021,Mon,1:25:00 AM,2.4,H,2021-01-25 01:25:00,2021-01-25 01:28:00
1/25/2021,Mon,7:15:00 AM,0.51,L,2021-01-25 07:15:00,2021-01-25 07:16:00
1/25/2021,Mon,1:34:00 PM,2.83,H,2021-01-25 13:34:00,2021-01-25 13:37:00
1/25/2021,Mon,8:01:00 PM,0.23,L,2021-01-25 20:01:00,2021-01-25 20:02:00
1/26/2021,Tue,2:14:00 AM,2.47,H,2021-01-26 02:14:00,2021-01-26 02:17:00
1/26/2021,Tue,8:03:00 AM,0.43,L,2021-01-26 08:03:00,2021-01-26 08:04:00
1/26/2021,Tue,2:20:00 PM,2.94,H,2021-01-26 14:20:00,2021-01-26 14:23:00
1/26/2021,Tue,8:46:00 PM,0.1,L,2021-01-26 20:46:00,2021-01-26 20:47:00
1/27/2021,Wed,2:59:00 AM,2.56,H,2021-01-27 02:59:00,2021-01-27 03:02:00
1/27/2021,Wed,8:49:00 AM,0.33,L,2021-01-27 08:49:00,2021-01-27 08:50:00
1/27/2021,Wed,3:03:00 PM,3.05,H,2021-01-27 15:03:00,2021-01-27 15:06:00
1/27/2021,Wed,9:29:00 PM,-0.02,L,2021-01-27 21:29:00,2021-01-27 21:30:00
1/28/2021,Thu,3:41:00 AM,2.65,H,2021-01-28 03:41:00,2021-01-28 03:44:00
1/28/2021,Thu,9:32:00 AM,0.22,L,2021-01-28 09:32:00,2021-01-28 09:33:00
1/28/2021,Thu,3:45:00 PM,3.15,H,2021-01-28 15:45:00,2021-01-28 15:48:00
1/28/2021,Thu,10:10:00 PM,-0.13,L,2021-01-28 22:10:00,2021-01-28 22:11:00
1/29/2021,Fri,4:22:00 AM,2.74,H,2021-01-29 04:22:00,2021-01-29 04:25:00
1/29/2021,Fri,10:16:00 AM,0.12,L,2021-01-29 10:16:00,2021-01-29 10:17:00
1/29/2021,Fri,4:27:00 PM,3.23,H,2021-01-29 16:27:00,2021-01-29 16:30:00
1/29/2021,Fri,10:52:00 PM,-0.22,L,2021-01-29 22:52:00,2021-01-29 22:53:00
1/30/2021,Sat,5:03:00 AM,2.84,H,2021-01-30 05:03:00,2021-01-30 05:06:00
1/30/2021,Sat,11:00:00 AM,0.03,L,2021-01-30 11:00:00,2021-01-30 11:01:00
1/30/2021,Sat,5:11:00 PM,3.27,H,2021-01-30 17:11:00,2021-01-30 17:14:00
1/30/2021,Sat,11:34:00 PM,-0.28,L,2021-01-30 23:34:00,2021-01-30 23:35:00
1/31/2021,Sun,5:45:00 AM,2.93,H,2021-01-31 05:45:00,2021-01-31 05:48:00
1/31/2021,Sun,11:45:00 AM,-0.05,L,2021-01-31 11:45:00,2021-01-31 11:46:00
1/31/2021,Sun,5:55:00 PM,3.28,H,2021-01-31 17:55:00,2021-01-31 17:58:00
2/1/2021,Mon,12:17:00 AM,-0.3,L,2021-02-01 00:17:00,2021-02-01 00:18:00
2/1/2021,Mon,6:28:00 AM,3.01,H,2021-02-01 06:28:00,2021-02-01 06:31:00
2/1/2021,Mon,12:32:00 PM,-0.09,L,2021-02-01 12:32:00,2021-02-01 12:33:00
2/1/2021,Mon,6:42:00 PM,3.23,H,2021-02-01 18:42:00,2021-02-01 18:45:00
2/2/2021,Tue,1:01:00 AM,-0.27,L,2021-02-02 01:01:00,2021-02-02 01:02:00
2/2/2021,Tue,7:13:00 AM,3.07,H,2021-02-02 07:13:00,2021-02-02 07:16:00
2/2/2021,Tue,1:22:00 PM,-0.1,L,2021-02-02 13:22:00,2021-02-02 13:23:00
2/2/2021,Tue,7:31:00 PM,3.13,H,2021-02-02 19:31:00,2021-02-02 19:34:00
2/3/2021,Wed,1:49:00 AM,-0.19,L,2021-02-03 01:49:00,2021-02-03 01:50:00
2/3/2021,Wed,8:01:00 AM,3.1,H,2021-02-03 08:01:00,2021-02-03 08:04:00
2/3/2021,Wed,2:16:00 PM,-0.07,L,2021-02-03 14:16:00,2021-02-03 14:17:00
2/3/2021,Wed,8:25:00 PM,3.0,H,2021-02-03 20:25:00,2021-02-03 20:28:00
2/4/2021,Thu,2:40:00 AM,-0.08,L,2021-02-04 02:40:00,2021-02-04 02:41:00
2/4/2021,Thu,8:53:00 AM,3.1,H,2021-02-04 08:53:00,2021-02-04 08:56:00
2/4/2021,Thu,3:14:00 PM,-0.03,L,2021-02-04 15:14:00,2021-02-04 15:15:00
2/4/2021,Thu,9:23:00 PM,2.85,H,2021-02-04 21:23:00,2021-02-04 21:26:00
2/5/2021,Fri,3:35:00 AM,0.04,L,2021-02-05 03:35:00,2021-02-05 03:36:00
2/5/2021,Fri,9:50:00 AM,3.09,H,2021-02-05 09:50:00,2021-02-05 09:53:00
2/5/2021,Fri,4:16:00 PM,0.0,L,2021-02-05 16:16:00,2021-02-05 16:17:00
2/5/2021,Fri,10:26:00 PM,2.73,H,2021-02-05 22:26:00,2021-02-05 22:29:00
2/6/2021,Sat,4:34:00 AM,0.14,L,2021-02-06 04:34:00,2021-02-06 04:35:00
2/6/2021,Sat,10:50:00 AM,3.08,H,2021-02-06 10:50:00,2021-02-06 10:53:00
2/6/2021,Sat,5:20:00 PM,0.02,L,2021-02-06 17:20:00,2021-02-06 17:21:00
2/6/2021,Sat,11:33:00 PM,2.64,H,2021-02-06 23:33:00,2021-02-06 23:36:00
2/7/2021,Sun,5:35:00 AM,0.21,L,2021-02-07 05:35:00,2021-02-07 05:36:00
2/7/2021,Sun,11:54:00 AM,3.08,H,2021-02-07 11:54:00,2021-02-07 11:57:00
2/7/2021,Sun,6:25:00 PM,0.0,L,2021-02-07 18:25:00,2021-02-07 18:26:00
2/8/2021,Mon,12:41:00 AM,2.63,H,2021-02-08 00:41:00,2021-02-08 00:44:00
2/8/2021,Mon,6:38:00 AM,0.23,L,2021-02-08 06:38:00,2021-02-08 06:39:00
2/8/2021,Mon,12:58:00 PM,3.11,H,2021-02-08 12:58:00,2021-02-08 13:01:00
2/8/2021,Mon,7:29:00 PM,-0.07,L,2021-02-08 19:29:00,2021-02-08 19:30:00
2/9/2021,Tue,1:47:00 AM,2.67,H,2021-02-09 01:47:00,2021-02-09 01:50:00
2/9/2021,Tue,7:40:00 AM,0.19,L,2021-02-09 07:40:00,2021-02-09 07:41:00
2/9/2021,Tue,1:59:00 PM,3.17,H,2021-02-09 13:59:00,2021-02-09 14:02:00
2/9/2021,Tue,8:28:00 PM,-0.14,L,2021-02-09 20:28:00,2021-02-09 20:29:00
2/10/2021,Wed,2:44:00 AM,2.75,H,2021-02-10 02:44:00,2021-02-10 02:47:00
2/10/2021,Wed,8:36:00 AM,0.12,L,2021-02-10 08:36:00,2021-02-10 08:37:00
2/10/2021,Wed,2:55:00 PM,3.22,H,2021-02-10 14:55:00,2021-02-10 14:58:00
2/10/2021,Wed,9:20:00 PM,-0.2,L,2021-02-10 21:20:00,2021-02-10 21:21:00
2/11/2021,Thu,3:36:00 AM,2.82,H,2021-02-11 03:36:00,2021-02-11 03:39:00
2/11/2021,Thu,9:28:00 AM,0.06,L,2021-02-11 09:28:00,2021-02-11 09:29:00
2/11/2021,Thu,3:45:00 PM,3.24,H,2021-02-11 15:45:00,2021-02-11 15:48:00
2/11/2021,Thu,10:08:00 PM,-0.22,L,2021-02-11 22:08:00,2021-02-11 22:09:00
2/12/2021,Fri,4:23:00 AM,2.87,H,2021-02-12 04:23:00,2021-02-12 04:26:00
2/12/2021,Fri,10:17:00 AM,0.02,L,2021-02-12 10:17:00,2021-02-12 10:18:00
2/12/2021,Fri,4:33:00 PM,3.22,H,2021-02-12 16:33:00,2021-02-12 16:36:00
2/12/2021,Fri,10:52:00 PM,-0.2,L,2021-02-12 22:52:00,2021-02-12 22:53:00
2/13/2021,Sat,5:07:00 AM,2.89,H,2021-02-13 05:07:00,2021-02-13 05:10:00
2/13/2021,Sat,11:03:00 AM,0.02,L,2021-02-13 11:03:00,2021-02-13 11:04:00
2/13/2021,Sat,5:17:00 PM,3.17,H,2021-02-13 17:17:00,2021-02-13 17:20:00
2/13/2021,Sat,11:34:00 PM,-0.15,L,2021-02-13 23:34:00,2021-02-13 23:35:00
2/14/2021,Sun,5:48:00 AM,2.9,H,2021-02-14 05:48:00,2021-02-14 05:51:00
2/14/2021,Sun,11:47:00 AM,0.04,L,2021-02-14 11:47:00,2021-02-14 11:48:00
2/14/2021,Sun,6:00:00 PM,3.08,H,2021-02-14 18:00:00,2021-02-14 18:03:00
2/15/2021,Mon,12:14:00 AM,-0.05,L,2021-02-15 00:14:00,2021-02-15 00:15:00
2/15/2021,Mon,6:28:00 AM,2.88,H,2021-02-15 06:28:00,2021-02-15 06:31:00
2/15/2021,Mon,12:30:00 PM,0.09,L,2021-02-15 12:30:00,2021-02-15 12:31:00
2/15/2021,Mon,6:42:00 PM,2.96,H,2021-02-15 18:42:00,2021-02-15 18:45:00
2/16/2021,Tue,12:54:00 AM,0.06,L,2021-02-16 00:54:00,2021-02-16 00:55:00
2/16/2021,Tue,7:07:00 AM,2.84,H,2021-02-16 07:07:00,2021-02-16 07:10:00
2/16/2021,Tue,1:14:00 PM,0.17,L,2021-02-16 13:14:00,2021-02-16 13:15:00
2/16/2021,Tue,7:25:00 PM,2.82,H,2021-02-16 19:25:00,2021-02-16 19:28:00
2/17/2021,Wed,1:34:00 AM,0.2,L,2021-02-17 01:34:00,2021-02-17 01:35:00
2/17/2021,Wed,7:47:00 AM,2.79,H,2021-02-17 07:47:00,2021-02-17 07:50:00
2/17/2021,Wed,2:00:00 PM,0.26,L,2021-02-17 14:00:00,2021-02-17 14:01:00
2/17/2021,Wed,8:10:00 PM,2.67,H,2021-02-17 20:10:00,2021-02-17 20:13:00
2/18/2021,Thu,2:17:00 AM,0.33,L,2021-02-18 02:17:00,2021-02-18 02:18:00
2/18/2021,Thu,8:31:00 AM,2.73,H,2021-02-18 08:31:00,2021-02-18 08:34:00
2/18/2021,Thu,2:48:00 PM,0.35,L,2021-02-18 14:48:00,2021-02-18 14:49:00
2/18/2021,Thu,8:59:00 PM,2.52,H,2021-02-18 20:59:00,2021-02-18 21:02:00
2/19/2021,Fri,3:04:00 AM,0.46,L,2021-02-19 03:04:00,2021-02-19 03:05:00
2/19/2021,Fri,9:18:00 AM,2.67,H,2021-02-19 09:18:00,2021-02-19 09:21:00
2/19/2021,Fri,3:41:00 PM,0.42,L,2021-02-19 15:41:00,2021-02-19 15:42:00
2/19/2021,Fri,9:52:00 PM,2.4,H,2021-02-19 21:52:00,2021-02-19 21:55:00
2/20/2021,Sat,3:54:00 AM,0.56,L,2021-02-20 03:54:00,2021-02-20 03:55:00
2/20/2021,Sat,10:09:00 AM,2.63,H,2021-02-20 10:09:00,2021-02-20 10:12:00
2/20/2021,Sat,4:36:00 PM,0.46,L,2021-02-20 16:36:00,2021-02-20 16:37:00
2/20/2021,Sat,10:48:00 PM,2.33,H,2021-02-20 22:48:00,2021-02-20 22:51:00
2/21/2021,Sun,4:46:00 AM,0.62,L,2021-02-21 04:46:00,2021-02-21 04:47:00
2/21/2021,Sun,11:03:00 AM,2.63,H,2021-02-21 11:03:00,2021-02-21 11:06:00
2/21/2021,Sun,5:32:00 PM,0.46,L,2021-02-21 17:32:00,2021-02-21 17:33:00
2/21/2021,Sun,11:47:00 PM,2.3,H,2021-02-21 23:47:00,2021-02-21 23:50:00
2/22/2021,Mon,5:41:00 AM,0.62,L,2021-02-22 05:41:00,2021-02-22 05:42:00
2/22/2021,Mon,12:00:00 PM,2.67,H,2021-02-22 12:00:00,2021-02-22 12:03:00
2/22/2021,Mon,6:30:00 PM,0.4,L,2021-02-22 18:30:00,2021-02-22 18:31:00
2/23/2021,Tue,12:45:00 AM,2.35,H,2021-02-23 00:45:00,2021-02-23 00:48:00
2/23/2021,Tue,6:37:00 AM,0.57,L,2021-02-23 06:37:00,2021-02-23 06:38:00
2/23/2021,Tue,12:55:00 PM,2.77,H,2021-02-23 12:55:00,2021-02-23 12:58:00
2/23/2021,Tue,7:24:00 PM,0.28,L,2021-02-23 19:24:00,2021-02-23 19:25:00
2/24/2021,Wed,1:38:00 AM,2.45,H,2021-02-24 01:38:00,2021-02-24 01:41:00
2/24/2021,Wed,7:30:00 AM,0.45,L,2021-02-24 07:30:00,2021-02-24 07:31:00
2/24/2021,Wed,1:47:00 PM,2.91,H,2021-02-24 13:47:00,2021-02-24 13:50:00
2/24/2021,Wed,8:13:00 PM,0.13,L,2021-02-24 20:13:00,2021-02-24 20:14:00
2/25/2021,Thu,2:26:00 AM,2.59,H,2021-02-25 02:26:00,2021-02-25 02:29:00
2/25/2021,Thu,8:19:00 AM,0.29,L,2021-02-25 08:19:00,2021-02-25 08:20:00
2/25/2021,Thu,2:34:00 PM,3.06,H,2021-02-25 14:34:00,2021-02-25 14:37:00
2/25/2021,Thu,8:58:00 PM,-0.04,L,2021-02-25 20:58:00,2021-02-25 20:59:00
2/26/2021,Fri,3:09:00 AM,2.75,H,2021-02-26 03:09:00,2021-02-26 03:12:00
2/26/2021,Fri,9:06:00 AM,0.12,L,2021-02-26 09:06:00,2021-02-26 09:07:00
2/26/2021,Fri,3:19:00 PM,3.2,H,2021-02-26 15:19:00,2021-02-26 15:22:00
2/26/2021,Fri,9:41:00 PM,-0.18,L,2021-02-26 21:41:00,2021-02-26 21:42:00
2/27/2021,Sat,3:51:00 AM,2.91,H,2021-02-27 03:51:00,2021-02-27 03:54:00
2/27/2021,Sat,9:52:00 AM,-0.06,L,2021-02-27 09:52:00,2021-02-27 09:53:00
2/27/2021,Sat,4:03:00 PM,3.31,H,2021-02-27 16:03:00,2021-02-27 16:06:00
2/27/2021,Sat,10:24:00 PM,-0.3,L,2021-02-27 22:24:00,2021-02-27 22:25:00
2/28/2021,Sun,4:34:00 AM,3.06,H,2021-02-28 04:34:00,2021-02-28 04:37:00
2/28/2021,Sun,10:38:00 AM,-0.2,L,2021-02-28 10:38:00,2021-02-28 10:39:00
2/28/2021,Sun,4:49:00 PM,3.37,H,2021-02-28 16:49:00,2021-02-28 16:52:00
2/28/2021,Sun,11:07:00 PM,-0.37,L,2021-02-28 23:07:00,2021-02-28 23:08:00
3/1/2021,Mon,5:17:00 AM,3.2,H,2021-03-01 05:17:00,2021-03-01 05:20:00
3/1/2021,Mon,11:25:00 AM,-0.3,L,2021-03-01 11:25:00,2021-03-01 11:26:00
3/1/2021,Mon,5:36:00 PM,3.36,H,2021-03-01 17:36:00,2021-03-01 17:39:00
3/1/2021,Mon,11:51:00 PM,-0.37,L,2021-03-01 23:51:00,2021-03-01 23:52:00
3/2/2021,Tue,6:01:00 AM,3.29,H,2021-03-02 06:01:00,2021-03-02 06:04:00
3/2/2021,Tue,12:13:00 PM,-0.34,L,2021-03-02 12:13:00,2021-03-02 12:14:00
3/2/2021,Tue,6:24:00 PM,3.3,H,2021-03-02 18:24:00,2021-03-02 18:27:00
3/3/2021,Wed,12:36:00 AM,-0.32,L,2021-03-03 00:36:00,2021-03-03 00:37:00
3/3/2021,Wed,6:47:00 AM,3.32,H,2021-03-03 06:47:00,2021-03-03 06:50:00
3/3/2021,Wed,1:03:00 PM,-0.32,L,2021-03-03 13:03:00,2021-03-03 13:04:00
3/3/2021,Wed,7:14:00 PM,3.17,H,2021-03-03 19:14:00,2021-03-03 19:17:00
3/4/2021,Thu,1:25:00 AM,-0.2,L,2021-03-04 01:25:00,2021-03-04 01:26:00
3/4/2021,Thu,7:36:00 AM,3.3,H,2021-03-04 07:36:00,2021-03-04 07:39:00
3/4/2021,Thu,1:57:00 PM,-0.24,L,2021-03-04 13:57:00,2021-03-04 13:58:00
3/4/2021,Thu,8:08:00 PM,3.0,H,2021-03-04 20:08:00,2021-03-04 20:11:00
3/5/2021,Fri,2:17:00 AM,-0.04,L,2021-03-05 02:17:00,2021-03-05 02:18:00
3/5/2021,Fri,8:30:00 AM,3.22,H,2021-03-05 08:30:00,2021-03-05 08:33:00
3/5/2021,Fri,2:55:00 PM,-0.13,L,2021-03-05 14:55:00,2021-03-05 14:56:00
3/5/2021,Fri,9:08:00 PM,2.83,H,2021-03-05 21:08:00,2021-03-05 21:11:00
3/6/2021,Sat,3:14:00 AM,0.12,L,2021-03-06 03:14:00,2021-03-06 03:15:00
3/6/2021,Sat,9:29:00 AM,3.12,H,2021-03-06 09:29:00,2021-03-06 09:32:00
3/6/2021,Sat,3:58:00 PM,-0.01,L,2021-03-06 15:58:00,2021-03-06 15:59:00
3/6/2021,Sat,10:13:00 PM,2.68,H,2021-03-06 22:13:00,2021-03-06 22:16:00
3/7/2021,Sun,4:15:00 AM,0.26,L,2021-03-07 04:15:00,2021-03-07 04:16:00
3/7/2021,Sun,10:33:00 AM,3.03,H,2021-03-07 10:33:00,2021-03-07 10:36:00
3/7/2021,Sun,5:04:00 PM,0.07,L,2021-03-07 17:04:00,2021-03-07 17:05:00
3/7/2021,Sun,11:22:00 PM,2.59,H,2021-03-07 23:22:00,2021-03-07 23:25:00
3/8/2021,Mon,5:20:00 AM,0.34,L,2021-03-08 05:20:00,2021-03-08 05:21:00
3/8/2021,Mon,11:41:00 AM,2.97,H,2021-03-08 11:41:00,2021-03-08 11:44:00
3/8/2021,Mon,6:12:00 PM,0.1,L,2021-03-08 18:12:00,2021-03-08 18:13:00
3/9/2021,Tue,12:33:00 AM,2.59,H,2021-03-09 00:33:00,2021-03-09 00:36:00
3/9/2021,Tue,6:26:00 AM,0.35,L,2021-03-09 06:26:00,2021-03-09 06:27:00
3/9/2021,Tue,12:49:00 PM,2.98,H,2021-03-09 12:49:00,2021-03-09 12:52:00
3/9/2021,Tue,7:18:00 PM,0.07,L,2021-03-09 19:18:00,2021-03-09 19:19:00
3/10/2021,Wed,1:39:00 AM,2.66,H,2021-03-10 01:39:00,2021-03-10 01:42:00
3/10/2021,Wed,7:30:00 AM,0.29,L,2021-03-10 07:30:00,2021-03-10 07:31:00
3/10/2021,Wed,1:52:00 PM,3.03,H,2021-03-10 13:52:00,2021-03-10 13:55:00
3/10/2021,Wed,8:16:00 PM,0.01,L,2021-03-10 20:16:00,2021-03-10 20:17:00
