Date,Day,Time,Pred,High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
1/7/2018,Sun,8:24:00 PM,3.12,H,2018-01-07 20:24:00,2018-01-07 20:25:00
1/8/2018,Mon,2:42:00 AM,-0.13,L,2018-01-08 02:42:00,2018-01-08 02:42:00
1/8/2018,Mon,9:04:00 AM,2.99,H,2018-01-08 09:04:00,2018-01-08 09:05:00
1/8/2018,Mon,3:09:00 PM,0.12,L,2018-01-08 15:09:00,2018-01-08 15:09:00
1/8/2018,Mon,9:25:00 PM,2.92,H,2018-01-08 21:25:00,2018-01-08 21:26:00
1/9/2018,Tue,3:38:00 AM,0.04,L,2018-01-09 03:38:00,2018-01-09 03:38:00
1/9/2018,Tue,10:01:00 AM,2.93,H,2018-01-09 10:01:00,2018-01-09 10:02:00
1/9/2018,Tue,4:11:00 PM,0.2,L,2018-01-09 16:11:00,2018-01-09 16:11:00
1/9/2018,Tue,10:26:00 PM,2.76,H,2018-01-09 22:26:00,2018-01-09 22:27:00
1/10/2018,Wed,4:34:00 AM,0.19,L,2018-01-10 04:34:00,2018-01-10 04:34:00
1/10/2018,Wed,10:58:00 AM,2.89,H,2018-01-10 10:58:00,2018-01-10 10:59:00
1/10/2018,Wed,5:12:00 PM,0.25,L,2018-01-10 17:12:00,2018-01-10 17:12:00
1/10/2018,Wed,11:28:00 PM,2.65,H,2018-01-10 23:28:00,2018-01-10 23:29:00
1/11/2018,Thu,5:30:00 AM,0.29,L,2018-01-11 05:30:00,2018-01-11 05:30:00
1/11/2018,Thu,11:55:00 AM,2.87,H,2018-01-11 11:55:00,2018-01-11 11:56:00
1/11/2018,Thu,6:14:00 PM,0.25,L,2018-01-11 18:14:00,2018-01-11 18:14:00
1/12/2018,Fri,12:29:00 AM,2.58,H,2018-01-12 00:29:00,2018-01-12 00:30:00
1/12/2018,Fri,6:25:00 AM,0.36,L,2018-01-12 06:25:00,2018-01-12 06:25:00
1/12/2018,Fri,12:49:00 PM,2.88,H,2018-01-12 12:49:00,2018-01-12 12:50:00
1/12/2018,Fri,7:11:00 PM,0.22,L,2018-01-12 19:11:00,2018-01-12 19:11:00
1/13/2018,Sat,1:26:00 AM,2.57,H,2018-01-13 01:26:00,2018-01-13 01:27:00
1/13/2018,Sat,7:18:00 AM,0.38,L,2018-01-13 07:18:00,2018-01-13 07:18:00
1/13/2018,Sat,1:39:00 PM,2.92,H,2018-01-13 13:39:00,2018-01-13 13:40:00
1/13/2018,Sat,8:02:00 PM,0.16,L,2018-01-13 20:02:00,2018-01-13 20:02:00
1/14/2018,Sun,2:15:00 AM,2.59,H,2018-01-14 02:15:00,2018-01-14 02:16:00
1/14/2018,Sun,8:05:00 AM,0.36,L,2018-01-14 08:05:00,2018-01-14 08:05:00
1/14/2018,Sun,2:23:00 PM,2.96,H,2018-01-14 14:23:00,2018-01-14 14:24:00
1/14/2018,Sun,8:46:00 PM,0.1,L,2018-01-14 20:46:00,2018-01-14 20:46:00
1/15/2018,Mon,2:59:00 AM,2.62,H,2018-01-15 02:59:00,2018-01-15 03:00:00
1/15/2018,Mon,8:48:00 AM,0.32,L,2018-01-15 08:48:00,2018-01-15 08:48:00
1/15/2018,Mon,3:04:00 PM,3.0,H,2018-01-15 15:04:00,2018-01-15 15:05:00
1/15/2018,Mon,9:26:00 PM,0.05,L,2018-01-15 21:26:00,2018-01-15 21:26:00
1/16/2018,Tue,3:39:00 AM,2.66,H,2018-01-16 03:39:00,2018-01-16 03:40:00
1/16/2018,Tue,9:29:00 AM,0.28,L,2018-01-16 09:29:00,2018-01-16 09:29:00
1/16/2018,Tue,3:43:00 PM,3.04,H,2018-01-16 15:43:00,2018-01-16 15:44:00
1/16/2018,Tue,10:05:00 PM,0.0,L,2018-01-16 22:05:00,2018-01-16 22:05:00
1/17/2018,Wed,4:18:00 AM,2.69,H,2018-01-17 04:18:00,2018-01-17 04:19:00
1/17/2018,Wed,10:09:00 AM,0.25,L,2018-01-17 10:09:00,2018-01-17 10:09:00
1/17/2018,Wed,4:21:00 PM,3.06,H,2018-01-17 16:21:00,2018-01-17 16:22:00
1/17/2018,Wed,10:42:00 PM,-0.03,L,2018-01-17 22:42:00,2018-01-17 22:42:00
1/18/2018,Thu,4:56:00 AM,2.71,H,2018-01-18 04:56:00,2018-01-18 04:57:00
1/18/2018,Thu,10:48:00 AM,0.23,L,2018-01-18 10:48:00,2018-01-18 10:48:00
1/18/2018,Thu,4:59:00 PM,3.06,H,2018-01-18 16:59:00,2018-01-18 17:00:00
1/18/2018,Thu,11:19:00 PM,-0.04,L,2018-01-18 23:19:00,2018-01-18 23:19:00
1/19/2018,Fri,5:33:00 AM,2.73,H,2018-01-19 05:33:00,2018-01-19 05:34:00
1/19/2018,Fri,11:28:00 AM,0.22,L,2018-01-19 11:28:00,2018-01-19 11:28:00
1/19/2018,Fri,5:38:00 PM,3.04,H,2018-01-19 17:38:00,2018-01-19 17:39:00
1/19/2018,Fri,11:57:00 PM,-0.04,L,2018-01-19 23:57:00,2018-01-19 23:57:00
1/20/2018,Sat,6:10:00 AM,2.75,H,2018-01-20 06:10:00,2018-01-20 06:11:00
1/20/2018,Sat,12:08:00 PM,0.22,L,2018-01-20 12:08:00,2018-01-20 12:08:00
1/20/2018,Sat,6:16:00 PM,3.01,H,2018-01-20 18:16:00,2018-01-20 18:17:00
1/21/2018,Sun,12:35:00 AM,-0.02,L,2018-01-21 00:35:00,2018-01-21 00:35:00
1/21/2018,Sun,6:48:00 AM,2.76,H,2018-01-21 06:48:00,2018-01-21 06:49:00
1/21/2018,Sun,12:49:00 PM,0.23,L,2018-01-21 12:49:00,2018-01-21 12:49:00
1/21/2018,Sun,6:56:00 PM,2.96,H,2018-01-21 18:56:00,2018-01-21 18:57:00
1/22/2018,Mon,1:15:00 AM,0.01,L,2018-01-22 01:15:00,2018-01-22 01:15:00
1/22/2018,Mon,7:27:00 AM,2.79,H,2018-01-22 07:27:00,2018-01-22 07:28:00
1/22/2018,Mon,1:33:00 PM,0.23,L,2018-01-22 13:33:00,2018-01-22 13:33:00
1/22/2018,Mon,7:39:00 PM,2.9,H,2018-01-22 19:39:00,2018-01-22 19:40:00
1/23/2018,Tue,1:58:00 AM,0.05,L,2018-01-23 01:58:00,2018-01-23 01:58:00
1/23/2018,Tue,8:10:00 AM,2.81,H,2018-01-23 08:10:00,2018-01-23 08:11:00
1/23/2018,Tue,2:21:00 PM,0.23,L,2018-01-23 14:21:00,2018-01-23 14:21:00
1/23/2018,Tue,8:27:00 PM,2.83,H,2018-01-23 20:27:00,2018-01-23 20:28:00
1/24/2018,Wed,2:44:00 AM,0.1,L,2018-01-24 02:44:00,2018-01-24 02:44:00
1/24/2018,Wed,8:56:00 AM,2.86,H,2018-01-24 08:56:00,2018-01-24 08:57:00
1/24/2018,Wed,3:14:00 PM,0.21,L,2018-01-24 15:14:00,2018-01-24 15:14:00
1/24/2018,Wed,9:19:00 PM,2.76,H,2018-01-24 21:19:00,2018-01-24 21:20:00
1/25/2018,Thu,3:35:00 AM,0.14,L,2018-01-25 03:35:00,2018-01-25 03:35:00
1/25/2018,Thu,9:48:00 AM,2.92,H,2018-01-25 09:48:00,2018-01-25 09:49:00
1/25/2018,Thu,4:11:00 PM,0.16,L,2018-01-25 16:11:00,2018-01-25 16:11:00
1/25/2018,Thu,10:17:00 PM,2.71,H,2018-01-25 22:17:00,2018-01-25 22:18:00
1/26/2018,Fri,4:30:00 AM,0.15,L,2018-01-26 04:30:00,2018-01-26 04:30:00
1/26/2018,Fri,10:43:00 AM,3.0,H,2018-01-26 10:43:00,2018-01-26 10:44:00
1/26/2018,Fri,5:10:00 PM,0.09,L,2018-01-26 17:10:00,2018-01-26 17:10:00
1/26/2018,Fri,11:17:00 PM,2.7,H,2018-01-26 23:17:00,2018-01-26 23:18:00
1/27/2018,Sat,5:27:00 AM,0.14,L,2018-01-27 05:27:00,2018-01-27 05:27:00
1/27/2018,Sat,11:41:00 AM,3.1,H,2018-01-27 11:41:00,2018-01-27 11:42:00
1/27/2018,Sat,6:12:00 PM,-0.03,L,2018-01-27 18:12:00,2018-01-27 18:12:00
1/28/2018,Sun,12:20:00 AM,2.74,H,2018-01-28 00:20:00,2018-01-28 00:21:00
1/28/2018,Sun,6:27:00 AM,0.08,L,2018-01-28 06:27:00,2018-01-28 06:27:00
1/28/2018,Sun,12:42:00 PM,3.23,H,2018-01-28 12:42:00,2018-01-28 12:43:00
1/28/2018,Sun,7:13:00 PM,-0.18,L,2018-01-28 19:13:00,2018-01-28 19:13:00
1/29/2018,Mon,1:23:00 AM,2.83,H,2018-01-29 01:23:00,2018-01-29 01:24:00
1/29/2018,Mon,7:27:00 AM,-0.02,L,2018-01-29 07:27:00,2018-01-29 07:27:00
1/29/2018,Mon,1:41:00 PM,3.37,H,2018-01-29 13:41:00,2018-01-29 13:42:00
1/29/2018,Mon,8:11:00 PM,-0.34,L,2018-01-29 20:11:00,2018-01-29 20:11:00
1/30/2018,Tue,2:22:00 AM,2.95,H,2018-01-30 02:22:00,2018-01-30 02:23:00
1/30/2018,Tue,8:24:00 AM,-0.14,L,2018-01-30 08:24:00,2018-01-30 08:24:00
1/30/2018,Tue,2:38:00 PM,3.49,H,2018-01-30 14:38:00,2018-01-30 14:39:00
1/30/2018,Tue,9:07:00 PM,-0.48,L,2018-01-30 21:07:00,2018-01-30 21:07:00
1/31/2018,Wed,3:18:00 AM,3.07,H,2018-01-31 03:18:00,2018-01-31 03:19:00
1/31/2018,Wed,9:20:00 AM,-0.25,L,2018-01-31 09:20:00,2018-01-31 09:20:00
1/31/2018,Wed,3:33:00 PM,3.57,H,2018-01-31 15:33:00,2018-01-31 15:34:00
1/31/2018,Wed,9:59:00 PM,-0.57,L,2018-01-31 21:59:00,2018-01-31 21:59:00
2/1/2018,Thu,4:12:00 AM,3.16,H,2018-02-01 04:12:00,2018-02-01 04:13:00
2/1/2018,Thu,10:13:00 AM,-0.32,L,2018-02-01 10:13:00,2018-02-01 10:13:00
2/1/2018,Thu,4:28:00 PM,3.59,H,2018-02-01 16:28:00,2018-02-01 16:29:00
2/1/2018,Thu,10:51:00 PM,-0.59,L,2018-02-01 22:51:00,2018-02-01 22:51:00
2/2/2018,Fri,5:05:00 AM,3.21,H,2018-02-02 05:05:00,2018-02-02 05:06:00
2/2/2018,Fri,11:06:00 AM,-0.34,L,2018-02-02 11:06:00,2018-02-02 11:06:00
2/2/2018,Fri,5:21:00 PM,3.54,H,2018-02-02 17:21:00,2018-02-02 17:22:00
2/2/2018,Fri,11:41:00 PM,-0.55,L,2018-02-02 23:41:00,2018-02-02 23:41:00
2/3/2018,Sat,5:57:00 AM,3.22,H,2018-02-03 05:57:00,2018-02-03 05:58:00
2/3/2018,Sat,11:58:00 AM,-0.3,L,2018-02-03 11:58:00,2018-02-03 11:58:00
2/3/2018,Sat,6:13:00 PM,3.42,H,2018-02-03 18:13:00,2018-02-03 18:14:00
2/4/2018,Sun,12:30:00 AM,-0.43,L,2018-02-04 00:30:00,2018-02-04 00:30:00
2/4/2018,Sun,6:47:00 AM,3.19,H,2018-02-04 06:47:00,2018-02-04 06:48:00
2/4/2018,Sun,12:50:00 PM,-0.21,L,2018-02-04 12:50:00,2018-02-04 12:50:00
2/4/2018,Sun,7:05:00 PM,3.25,H,2018-02-04 19:05:00,2018-02-04 19:06:00
2/5/2018,Mon,1:19:00 AM,-0.27,L,2018-02-05 01:19:00,2018-02-05 01:19:00
2/5/2018,Mon,7:37:00 AM,3.11,H,2018-02-05 07:37:00,2018-02-05 07:38:00
2/5/2018,Mon,1:43:00 PM,-0.08,L,2018-02-05 13:43:00,2018-02-05 13:43:00
2/5/2018,Mon,7:58:00 PM,3.05,H,2018-02-05 19:58:00,2018-02-05 19:59:00
2/6/2018,Tue,2:10:00 AM,-0.07,L,2018-02-06 02:10:00,2018-02-06 02:10:00
2/6/2018,Tue,8:28:00 AM,3.0,H,2018-02-06 08:28:00,2018-02-06 08:29:00
2/6/2018,Tue,2:39:00 PM,0.06,L,2018-02-06 14:39:00,2018-02-06 14:39:00
2/6/2018,Tue,8:53:00 PM,2.84,H,2018-02-06 20:53:00,2018-02-06 20:54:00
2/7/2018,Wed,3:02:00 AM,0.12,L,2018-02-07 03:02:00,2018-02-07 03:02:00
2/7/2018,Wed,9:21:00 AM,2.9,H,2018-02-07 09:21:00,2018-02-07 09:22:00
2/7/2018,Wed,3:36:00 PM,0.19,L,2018-02-07 15:36:00,2018-02-07 15:36:00
2/7/2018,Wed,9:51:00 PM,2.66,H,2018-02-07 21:51:00,2018-02-07 21:52:00
2/8/2018,Thu,3:56:00 AM,0.29,L,2018-02-08 03:56:00,2018-02-08 03:56:00
2/8/2018,Thu,10:16:00 AM,2.81,H,2018-02-08 10:16:00,2018-02-08 10:17:00
2/8/2018,Thu,4:35:00 PM,0.28,L,2018-02-08 16:35:00,2018-02-08 16:35:00
2/8/2018,Thu,10:51:00 PM,2.53,H,2018-02-08 22:51:00,2018-02-08 22:52:00
2/9/2018,Fri,4:51:00 AM,0.41,L,2018-02-09 04:51:00,2018-02-09 04:51:00
2/9/2018,Fri,11:12:00 AM,2.76,H,2018-02-09 11:12:00,2018-02-09 11:13:00
2/9/2018,Fri,5:35:00 PM,0.33,L,2018-02-09 17:35:00,2018-02-09 17:35:00
2/9/2018,Fri,11:51:00 PM,2.46,H,2018-02-09 23:51:00,2018-02-09 23:52:00
2/10/2018,Sat,5:47:00 AM,0.48,L,2018-02-10 05:47:00,2018-02-10 05:47:00
2/10/2018,Sat,12:09:00 PM,2.75,H,2018-02-10 12:09:00,2018-02-10 12:10:00
2/10/2018,Sat,6:35:00 PM,0.33,L,2018-02-10 18:35:00,2018-02-10 18:35:00
2/11/2018,Sun,12:51:00 AM,2.45,H,2018-02-11 00:51:00,2018-02-11 00:52:00
2/11/2018,Sun,6:42:00 AM,0.48,L,2018-02-11 06:42:00,2018-02-11 06:42:00
2/11/2018,Sun,1:04:00 PM,2.78,H,2018-02-11 13:04:00,2018-02-11 13:05:00
2/11/2018,Sun,7:30:00 PM,0.27,L,2018-02-11 19:30:00,2018-02-11 19:30:00
2/12/2018,Mon,1:44:00 AM,2.49,H,2018-02-12 01:44:00,2018-02-12 01:45:00
2/12/2018,Mon,7:34:00 AM,0.44,L,2018-02-12 07:34:00,2018-02-12 07:34:00
2/12/2018,Mon,1:54:00 PM,2.85,H,2018-02-12 13:54:00,2018-02-12 13:55:00
2/12/2018,Mon,8:17:00 PM,0.2,L,2018-02-12 20:17:00,2018-02-12 20:17:00
2/13/2018,Tue,2:31:00 AM,2.56,H,2018-02-13 02:31:00,2018-02-13 02:32:00
2/13/2018,Tue,8:21:00 AM,0.36,L,2018-02-13 08:21:00,2018-02-13 08:21:00
2/13/2018,Tue,2:38:00 PM,2.92,H,2018-02-13 14:38:00,2018-02-13 14:39:00
2/13/2018,Tue,8:58:00 PM,0.11,L,2018-02-13 20:58:00,2018-02-13 20:58:00
2/14/2018,Wed,3:12:00 AM,2.64,H,2018-02-14 03:12:00,2018-02-14 03:13:00
2/14/2018,Wed,9:03:00 AM,0.28,L,2018-02-14 09:03:00,2018-02-14 09:03:00
2/14/2018,Wed,3:18:00 PM,2.99,H,2018-02-14 15:18:00,2018-02-14 15:19:00
2/14/2018,Wed,9:37:00 PM,0.03,L,2018-02-14 21:37:00,2018-02-14 21:37:00
2/15/2018,Thu,3:50:00 AM,2.71,H,2018-02-15 03:50:00,2018-02-15 03:51:00
2/15/2018,Thu,9:44:00 AM,0.2,L,2018-02-15 09:44:00,2018-02-15 09:44:00
2/15/2018,Thu,3:57:00 PM,3.04,H,2018-02-15 15:57:00,2018-02-15 15:58:00
2/15/2018,Thu,10:14:00 PM,-0.03,L,2018-02-15 22:14:00,2018-02-15 22:14:00
2/16/2018,Fri,4:27:00 AM,2.78,H,2018-02-16 04:27:00,2018-02-16 04:28:00
2/16/2018,Fri,10:23:00 AM,0.13,L,2018-02-16 10:23:00,2018-02-16 10:23:00
2/16/2018,Fri,4:35:00 PM,3.08,H,2018-02-16 16:35:00,2018-02-16 16:36:00
2/16/2018,Fri,10:51:00 PM,-0.07,L,2018-02-16 22:51:00,2018-02-16 22:51:00
2/17/2018,Sat,5:04:00 AM,2.84,H,2018-02-17 05:04:00,2018-02-17 05:05:00
2/17/2018,Sat,11:03:00 AM,0.08,L,2018-02-17 11:03:00,2018-02-17 11:03:00
2/17/2018,Sat,5:13:00 PM,3.08,H,2018-02-17 17:13:00,2018-02-17 17:14:00
2/17/2018,Sat,11:28:00 PM,-0.1,L,2018-02-17 23:28:00,2018-02-17 23:28:00
2/18/2018,Sun,5:40:00 AM,2.89,H,2018-02-18 05:40:00,2018-02-18 05:41:00
2/18/2018,Sun,11:43:00 AM,0.04,L,2018-02-18 11:43:00,2018-02-18 11:43:00
2/18/2018,Sun,5:52:00 PM,3.07,H,2018-02-18 17:52:00,2018-02-18 17:53:00
2/19/2018,Mon,12:06:00 AM,-0.1,L,2018-02-19 00:06:00,2018-02-19 00:06:00
2/19/2018,Mon,6:17:00 AM,2.94,H,2018-02-19 06:17:00,2018-02-19 06:18:00
2/19/2018,Mon,12:24:00 PM,0.02,L,2018-02-19 12:24:00,2018-02-19 12:24:00
2/19/2018,Mon,6:32:00 PM,3.03,H,2018-02-19 18:32:00,2018-02-19 18:33:00
2/20/2018,Tue,12:46:00 AM,-0.07,L,2018-02-20 00:46:00,2018-02-20 00:46:00
2/20/2018,Tue,6:55:00 AM,2.97,H,2018-02-20 06:55:00,2018-02-20 06:56:00
2/20/2018,Tue,1:08:00 PM,0.01,L,2018-02-20 13:08:00,2018-02-20 13:08:00
2/20/2018,Tue,7:15:00 PM,2.97,H,2018-02-20 19:15:00,2018-02-20 19:16:00
2/21/2018,Wed,1:28:00 AM,-0.01,L,2018-02-21 01:28:00,2018-02-21 01:28:00
2/21/2018,Wed,7:37:00 AM,3.0,H,2018-02-21 07:37:00,2018-02-21 07:38:00
2/21/2018,Wed,1:55:00 PM,0.03,L,2018-02-21 13:55:00,2018-02-21 13:55:00
2/21/2018,Wed,8:02:00 PM,2.88,H,2018-02-21 20:02:00,2018-02-21 20:03:00
2/22/2018,Thu,2:15:00 AM,0.05,L,2018-02-22 02:15:00,2018-02-22 02:15:00
2/22/2018,Thu,8:25:00 AM,3.01,H,2018-02-22 08:25:00,2018-02-22 08:26:00
2/22/2018,Thu,2:48:00 PM,0.05,L,2018-02-22 14:48:00,2018-02-22 14:48:00
2/22/2018,Thu,8:55:00 PM,2.79,H,2018-02-22 20:55:00,2018-02-22 20:56:00
2/23/2018,Fri,3:07:00 AM,0.12,L,2018-02-23 03:07:00,2018-02-23 03:07:00
2/23/2018,Fri,9:18:00 AM,3.02,H,2018-02-23 09:18:00,2018-02-23 09:19:00
2/23/2018,Fri,3:46:00 PM,0.06,L,2018-02-23 15:46:00,2018-02-23 15:46:00
2/23/2018,Fri,9:54:00 PM,2.71,H,2018-02-23 21:54:00,2018-02-23 21:55:00
2/24/2018,Sat,4:04:00 AM,0.18,L,2018-02-24 04:04:00,2018-02-24 04:04:00
2/24/2018,Sat,10:16:00 AM,3.04,H,2018-02-24 10:16:00,2018-02-24 10:17:00
2/24/2018,Sat,4:47:00 PM,0.04,L,2018-02-24 16:47:00,2018-02-24 16:47:00
2/24/2018,Sat,10:57:00 PM,2.68,H,2018-02-24 22:57:00,2018-02-24 22:58:00
2/25/2018,Sun,5:05:00 AM,0.19,L,2018-02-25 05:05:00,2018-02-25 05:05:00
2/25/2018,Sun,11:18:00 AM,3.08,H,2018-02-25 11:18:00,2018-02-25 11:19:00
2/25/2018,Sun,5:51:00 PM,-0.01,L,2018-02-25 17:51:00,2018-02-25 17:51:00
2/26/2018,Mon,12:03:00 AM,2.71,H,2018-02-26 00:03:00,2018-02-26 00:04:00
2/26/2018,Mon,6:08:00 AM,0.15,L,2018-02-26 06:08:00,2018-02-26 06:08:00
2/26/2018,Mon,12:23:00 PM,3.15,H,2018-02-26 12:23:00,2018-02-26 12:24:00
2/26/2018,Mon,6:55:00 PM,-0.11,L,2018-02-26 18:55:00,2018-02-26 18:55:00
2/27/2018,Tue,1:08:00 AM,2.8,H,2018-02-27 01:08:00,2018-02-27 01:09:00
2/27/2018,Tue,7:11:00 AM,0.05,L,2018-02-27 07:11:00,2018-02-27 07:11:00
2/27/2018,Tue,1:27:00 PM,3.26,H,2018-02-27 13:27:00,2018-02-27 13:28:00
2/27/2018,Tue,7:55:00 PM,-0.25,L,2018-02-27 19:55:00,2018-02-27 19:55:00
2/28/2018,Wed,2:09:00 AM,2.94,H,2018-02-28 02:09:00,2018-02-28 02:10:00
2/28/2018,Wed,8:11:00 AM,-0.09,L,2018-02-28 08:11:00,2018-02-28 08:11:00
2/28/2018,Wed,2:27:00 PM,3.37,H,2018-02-28 14:27:00,2018-02-28 14:28:00
2/28/2018,Wed,8:50:00 PM,-0.37,L,2018-02-28 20:50:00,2018-02-28 20:50:00
3/1/2018,Thu,3:04:00 AM,3.08,H,2018-03-01 03:04:00,2018-03-01 03:05:00
3/1/2018,Thu,9:06:00 AM,-0.22,L,2018-03-01 09:06:00,2018-03-01 09:06:00
3/1/2018,Thu,3:22:00 PM,3.45,H,2018-03-01 15:22:00,2018-03-01 15:23:00
3/1/2018,Thu,9:42:00 PM,-0.45,L,2018-03-01 21:42:00,2018-03-01 21:42:00
3/2/2018,Fri,3:56:00 AM,3.2,H,2018-03-02 03:56:00,2018-03-02 03:57:00
3/2/2018,Fri,9:59:00 AM,-0.32,L,2018-03-02 09:59:00,2018-03-02 09:59:00
3/2/2018,Fri,4:14:00 PM,3.47,H,2018-03-02 16:14:00,2018-03-02 16:15:00
3/2/2018,Fri,10:31:00 PM,-0.46,L,2018-03-02 22:31:00,2018-03-02 22:31:00
3/3/2018,Sat,4:45:00 AM,3.26,H,2018-03-03 04:45:00,2018-03-03 04:46:00
3/3/2018,Sat,10:50:00 AM,-0.35,L,2018-03-03 10:50:00,2018-03-03 10:50:00
3/3/2018,Sat,5:05:00 PM,3.42,H,2018-03-03 17:05:00,2018-03-03 17:06:00
3/3/2018,Sat,11:18:00 PM,-0.41,L,2018-03-03 23:18:00,2018-03-03 23:18:00
3/4/2018,Sun,5:33:00 AM,3.27,H,2018-03-04 05:33:00,2018-03-04 05:34:00
3/4/2018,Sun,11:39:00 AM,-0.32,L,2018-03-04 11:39:00,2018-03-04 11:39:00
3/4/2018,Sun,5:54:00 PM,3.32,H,2018-03-04 17:54:00,2018-03-04 17:55:00
3/5/2018,Mon,12:05:00 AM,-0.3,L,2018-03-05 00:05:00,2018-03-05 00:05:00
3/5/2018,Mon,6:19:00 AM,3.23,H,2018-03-05 06:19:00,2018-03-05 06:20:00
3/5/2018,Mon,12:27:00 PM,-0.24,L,2018-03-05 12:27:00,2018-03-05 12:27:00
3/5/2018,Mon,6:42:00 PM,3.17,H,2018-03-05 18:42:00,2018-03-05 18:43:00
3/6/2018,Tue,12:50:00 AM,-0.14,L,2018-03-06 00:50:00,2018-03-06 00:50:00
3/6/2018,Tue,7:04:00 AM,3.14,H,2018-03-06 07:04:00,2018-03-06 07:05:00
3/6/2018,Tue,1:16:00 PM,-0.11,L,2018-03-06 13:16:00,2018-03-06 13:16:00
3/6/2018,Tue,7:30:00 PM,2.98,H,2018-03-06 19:30:00,2018-03-06 19:31:00
3/7/2018,Wed,1:36:00 AM,0.05,L,2018-03-07 01:36:00,2018-03-07 01:36:00
3/7/2018,Wed,7:50:00 AM,3.02,H,2018-03-07 07:50:00,2018-03-07 07:51:00
3/7/2018,Wed,2:06:00 PM,0.05,L,2018-03-07 14:06:00,2018-03-07 14:06:00
3/7/2018,Wed,8:21:00 PM,2.79,H,2018-03-07 20:21:00,2018-03-07 20:22:00
3/8/2018,Thu,2:25:00 AM,0.24,L,2018-03-08 02:25:00,2018-03-08 02:25:00
3/8/2018,Thu,8:39:00 AM,2.89,H,2018-03-08 08:39:00,2018-03-08 08:40:00
3/8/2018,Thu,2:59:00 PM,0.2,L,2018-03-08 14:59:00,2018-03-08 14:59:00
3/8/2018,Thu,9:14:00 PM,2.62,H,2018-03-08 21:14:00,2018-03-08 21:15:00
3/9/2018,Fri,3:17:00 AM,0.4,L,2018-03-09 03:17:00,2018-03-09 03:17:00
3/9/2018,Fri,9:32:00 AM,2.78,H,2018-03-09 09:32:00,2018-03-09 09:33:00
3/9/2018,Fri,3:55:00 PM,0.32,L,2018-03-09 15:55:00,2018-03-09 15:55:00
3/9/2018,Fri,10:11:00 PM,2.5,H,2018-03-09 22:11:00,2018-03-09 22:12:00
3/10/2018,Sat,4:11:00 AM,0.52,L,2018-03-10 04:11:00,2018-03-10 04:11:00
3/10/2018,Sat,10:28:00 AM,2.7,H,2018-03-10 10:28:00,2018-03-10 10:29:00
3/10/2018,Sat,4:53:00 PM,0.4,L,2018-03-10 16:53:00,2018-03-10 16:53:00
