Date,Day,Time,Pred(Ft),Pred(cm),High/Low
1/22/2023,Sun,5:55:00 AM,-0.79,-24,L
1/22/2023,Sun,12:52:00 PM,4.58,140,H
1/22/2023,Sun,7:03:00 PM,-0.65,-20,L
1/23/2023,Mon,1:16:00 AM,4,122,H
1/23/2023,Mon,6:53:00 AM,-0.8,-24,L
1/23/2023,Mon,1:43:00 PM,4.54,138,H
1/23/2023,Mon,7:47:00 PM,-0.67,-20,L
1/24/2023,Tue,2:08:00 AM,4.09,125,H
1/24/2023,Tue,7:47:00 AM,-0.7,-21,L
1/24/2023,Tue,2:34:00 PM,4.34,132,H
1/24/2023,Tue,8:28:00 PM,-0.61,-19,L
1/25/2023,Wed,3:01:00 AM,4.07,124,H
1/25/2023,Wed,8:39:00 AM,-0.49,-15,L
1/25/2023,Wed,3:25:00 PM,4.04,123,H
1/25/2023,Wed,9:06:00 PM,-0.47,-14,L
1/26/2023,Thu,3:55:00 AM,3.97,121,H
1/26/2023,Thu,9:32:00 AM,-0.19,-6,L
1/26/2023,Thu,4:18:00 PM,3.67,112,H
1/26/2023,Thu,9:45:00 PM,-0.27,-8,L
1/27/2023,Fri,4:50:00 AM,3.81,116,H
1/27/2023,Fri,10:34:00 AM,0.14,4,L
1/27/2023,Fri,5:12:00 PM,3.3,101,H
1/27/2023,Fri,10:28:00 PM,-0.03,-1,L
1/28/2023,Sat,5:45:00 AM,3.61,110,H
1/28/2023,Sat,12:12:00 PM,0.4,12,L
1/28/2023,Sat,6:06:00 PM,2.96,90,H
1/28/2023,Sat,11:19:00 PM,0.19,6,L
1/29/2023,Sun,6:41:00 AM,3.39,103,H
1/29/2023,Sun,1:44:00 PM,0.51,16,L
1/29/2023,Sun,7:02:00 PM,2.69,82,H
1/30/2023,Mon,12:18:00 AM,0.36,11,L
1/30/2023,Mon,7:41:00 AM,3.19,97,H
1/30/2023,Mon,2:49:00 PM,0.52,16,L
1/30/2023,Mon,8:04:00 PM,2.53,77,H
1/31/2023,Tue,1:22:00 AM,0.44,13,L
1/31/2023,Tue,8:47:00 AM,3.08,94,H
1/31/2023,Tue,3:39:00 PM,0.49,15,L
1/31/2023,Tue,9:09:00 PM,2.52,77,H
2/1/2023,Wed,2:24:00 AM,0.42,13,L
2/1/2023,Wed,9:50:00 AM,3.08,94,H
2/1/2023,Wed,4:19:00 PM,0.42,13,L
2/1/2023,Wed,10:07:00 PM,2.62,80,H
2/2/2023,Thu,3:17:00 AM,0.32,10,L
2/2/2023,Thu,10:42:00 AM,3.15,96,H
2/2/2023,Thu,4:53:00 PM,0.33,10,L
2/2/2023,Thu,10:55:00 PM,2.77,84,H
2/3/2023,Fri,4:03:00 AM,0.17,5,L
2/3/2023,Fri,11:25:00 AM,3.24,99,H
2/3/2023,Fri,5:27:00 PM,0.21,6,L
2/3/2023,Fri,11:37:00 PM,2.93,89,H
2/4/2023,Sat,4:48:00 AM,0.02,1,L
2/4/2023,Sat,12:03:00 PM,3.32,101,H
2/4/2023,Sat,6:01:00 PM,0.08,2,L
2/5/2023,Sun,12:16:00 AM,3.05,93,H
2/5/2023,Sun,5:32:00 AM,-0.11,-3,L
2/5/2023,Sun,12:37:00 PM,3.37,103,H
2/5/2023,Sun,6:35:00 PM,-0.04,-1,L
2/6/2023,Mon,12:52:00 AM,3.12,95,H
2/6/2023,Mon,6:15:00 AM,-0.19,-6,L
2/6/2023,Mon,1:09:00 PM,3.37,103,H
2/6/2023,Mon,7:06:00 PM,-0.12,-4,L
2/7/2023,Tue,1:27:00 AM,3.16,96,H
2/7/2023,Tue,6:56:00 AM,-0.22,-7,L
2/7/2023,Tue,1:40:00 PM,3.33,101,H
2/7/2023,Tue,7:35:00 PM,-0.16,-5,L
2/8/2023,Wed,2:02:00 AM,3.16,96,H
2/8/2023,Wed,7:34:00 AM,-0.2,-6,L
2/8/2023,Wed,2:13:00 PM,3.23,98,H
2/8/2023,Wed,8:01:00 PM,-0.17,-5,L
2/9/2023,Thu,2:37:00 AM,3.15,96,H
2/9/2023,Thu,8:10:00 AM,-0.13,-4,L
2/9/2023,Thu,2:48:00 PM,3.1,94,H
2/9/2023,Thu,8:27:00 PM,-0.15,-5,L
2/10/2023,Fri,3:15:00 AM,3.14,96,H
2/10/2023,Fri,8:46:00 AM,-0.03,-1,L
2/10/2023,Fri,3:28:00 PM,2.94,90,H
2/10/2023,Fri,8:55:00 PM,-0.11,-3,L
2/11/2023,Sat,3:56:00 AM,3.13,95,H
2/11/2023,Sat,9:25:00 AM,0.1,3,L
2/11/2023,Sat,4:13:00 PM,2.79,85,H
2/11/2023,Sat,9:29:00 PM,-0.06,-2,L
2/12/2023,Sun,4:42:00 AM,3.14,96,H
2/12/2023,Sun,10:10:00 AM,0.24,7,L
2/12/2023,Sun,5:03:00 PM,2.66,81,H
2/12/2023,Sun,10:12:00 PM,0.02,1,L
2/13/2023,Mon,5:33:00 AM,3.17,97,H
2/13/2023,Mon,11:10:00 AM,0.37,11,L
2/13/2023,Mon,5:58:00 PM,2.57,78,H
2/13/2023,Mon,11:08:00 PM,0.1,3,L
2/14/2023,Tue,6:29:00 AM,3.21,98,H
2/14/2023,Tue,12:32:00 PM,0.42,13,L
2/14/2023,Tue,6:58:00 PM,2.55,78,H
2/15/2023,Wed,12:18:00 AM,0.13,4,L
2/15/2023,Wed,7:34:00 AM,3.3,101,H
2/15/2023,Wed,2:09:00 PM,0.32,10,L
2/15/2023,Wed,8:07:00 PM,2.65,81,H
2/16/2023,Thu,1:35:00 AM,0.03,1,L
2/16/2023,Thu,8:46:00 AM,3.49,106,H
2/16/2023,Thu,3:21:00 PM,0.11,3,L
2/16/2023,Thu,9:18:00 PM,2.9,88,H
2/17/2023,Fri,2:50:00 AM,-0.18,-5,L
2/17/2023,Fri,9:55:00 AM,3.8,116,H
2/17/2023,Fri,4:17:00 PM,-0.13,-4,L
2/17/2023,Fri,10:21:00 PM,3.29,100,H
2/18/2023,Sat,3:55:00 AM,-0.43,-13,L
2/18/2023,Sat,10:54:00 AM,4.13,126,H
2/18/2023,Sat,5:07:00 PM,-0.36,-11,L
2/18/2023,Sat,11:17:00 PM,3.7,113,H
2/19/2023,Sun,4:54:00 AM,-0.66,-20,L
2/19/2023,Sun,11:46:00 AM,4.38,134,H
2/19/2023,Sun,5:54:00 PM,-0.55,-17,L
2/20/2023,Mon,12:09:00 AM,4.05,123,H
2/20/2023,Mon,5:52:00 AM,-0.79,-24,L
2/20/2023,Mon,12:36:00 PM,4.49,137,H
2/20/2023,Mon,6:38:00 PM,-0.68,-21,L
2/21/2023,Tue,12:59:00 AM,4.29,131,H
2/21/2023,Tue,6:47:00 AM,-0.82,-25,L
2/21/2023,Tue,1:24:00 PM,4.44,135,H
2/21/2023,Tue,7:18:00 PM,-0.73,-22,L
2/22/2023,Wed,1:48:00 AM,4.38,134,H
2/22/2023,Wed,7:38:00 AM,-0.73,-22,L
2/22/2023,Wed,2:12:00 PM,4.23,129,H
2/22/2023,Wed,7:54:00 PM,-0.67,-20,L
2/23/2023,Thu,2:37:00 AM,4.32,132,H
2/23/2023,Thu,8:25:00 AM,-0.52,-16,L
2/23/2023,Thu,3:01:00 PM,3.9,119,H
2/23/2023,Thu,8:28:00 PM,-0.53,-16,L
2/24/2023,Fri,3:27:00 AM,4.12,126,H
2/24/2023,Fri,9:10:00 AM,-0.22,-7,L
2/24/2023,Fri,3:51:00 PM,3.52,107,H
2/24/2023,Fri,9:04:00 PM,-0.3,-9,L
2/25/2023,Sat,4:19:00 AM,3.84,117,H
2/25/2023,Sat,9:57:00 AM,0.12,4,L
2/25/2023,Sat,4:43:00 PM,3.15,96,H
2/25/2023,Sat,9:43:00 PM,-0.02,-1,L
2/26/2023,Sun,5:12:00 AM,3.51,107,H
2/26/2023,Sun,10:57:00 AM,0.44,13,L
2/26/2023,Sun,5:36:00 PM,2.83,86,H
2/26/2023,Sun,10:28:00 PM,0.26,8,L
2/27/2023,Mon,6:07:00 AM,3.19,97,H
2/27/2023,Mon,12:51:00 PM,0.66,20,L
2/27/2023,Mon,6:31:00 PM,2.59,79,H
2/27/2023,Mon,11:25:00 PM,0.5,15,L
2/28/2023,Tue,7:06:00 AM,2.92,89,H
2/28/2023,Tue,2:15:00 PM,0.71,22,L
2/28/2023,Tue,7:31:00 PM,2.44,74,H
3/1/2023,Wed,12:38:00 AM,0.64,20,L
3/1/2023,Wed,8:15:00 AM,2.76,84,H
3/1/2023,Wed,3:10:00 PM,0.67,20,L
3/1/2023,Wed,8:38:00 PM,2.44,74,H
3/2/2023,Thu,1:58:00 AM,0.61,19,L
3/2/2023,Thu,9:25:00 AM,2.77,84,H
3/2/2023,Thu,3:51:00 PM,0.57,17,L
3/2/2023,Thu,9:40:00 PM,2.56,78,H
3/3/2023,Fri,3:03:00 AM,0.46,14,L
3/3/2023,Fri,10:19:00 AM,2.9,88,H
3/3/2023,Fri,4:25:00 PM,0.43,13,L
3/3/2023,Fri,10:30:00 PM,2.77,84,H
3/4/2023,Sat,3:52:00 AM,0.26,8,L
3/4/2023,Sat,11:01:00 AM,3.05,93,H
3/4/2023,Sat,4:57:00 PM,0.26,8,L
3/4/2023,Sat,11:12:00 PM,2.98,91,H
3/5/2023,Sun,4:36:00 AM,0.07,2,L
3/5/2023,Sun,11:36:00 AM,3.2,98,H
3/5/2023,Sun,5:28:00 PM,0.08,2,L
3/5/2023,Sun,11:48:00 PM,3.17,97,H
3/6/2023,Mon,5:18:00 AM,-0.1,-3,L
3/6/2023,Mon,12:08:00 PM,3.31,101,H
3/6/2023,Mon,6:00:00 PM,-0.07,-2,L
3/7/2023,Tue,12:23:00 AM,3.33,101,H
3/7/2023,Tue,5:59:00 AM,-0.21,-6,L
3/7/2023,Tue,12:38:00 PM,3.37,103,H
3/7/2023,Tue,6:29:00 PM,-0.18,-5,L
3/8/2023,Wed,12:57:00 AM,3.45,105,H
3/8/2023,Wed,6:38:00 AM,-0.28,-9,L
3/8/2023,Wed,1:10:00 PM,3.38,103,H
3/8/2023,Wed,6:57:00 PM,-0.25,-8,L
3/9/2023,Thu,1:30:00 AM,3.52,107,H
3/9/2023,Thu,7:15:00 AM,-0.29,-9,L
3/9/2023,Thu,1:44:00 PM,3.32,101,H
3/9/2023,Thu,7:24:00 PM,-0.26,-8,L
3/10/2023,Fri,2:05:00 AM,3.55,108,H
3/10/2023,Fri,7:50:00 AM,-0.24,-7,L
3/10/2023,Fri,2:22:00 PM,3.21,98,H
3/10/2023,Fri,7:52:00 PM,-0.25,-8,L
3/11/2023,Sat,2:43:00 AM,3.53,108,H
3/11/2023,Sat,8:25:00 AM,-0.16,-5,L
3/11/2023,Sat,3:04:00 PM,3.06,93,H
3/11/2023,Sat,8:24:00 PM,-0.19,-6,L
3/12/2023,Sun,3:26:00 AM,3.48,106,H
3/12/2023,Sun,9:02:00 AM,-0.02,-1,L
3/12/2023,Sun,3:51:00 PM,2.91,89,H
3/12/2023,Sun,9:00:00 PM,-0.1,-3,L
3/13/2023,Mon,4:15:00 AM,3.42,104,H
3/13/2023,Mon,9:46:00 AM,0.16,5,L
3/13/2023,Mon,4:44:00 PM,2.78,85,H
3/13/2023,Mon,9:44:00 PM,0.03,1,L
3/14/2023,Tue,5:10:00 AM,3.36,102,H
3/14/2023,Tue,10:44:00 AM,0.35,11,L
3/14/2023,Tue,5:42:00 PM,2.71,83,H
3/14/2023,Tue,10:41:00 PM,0.18,5,L
3/15/2023,Wed,6:10:00 AM,3.33,101,H
3/15/2023,Wed,12:08:00 PM,0.48,15,L
3/15/2023,Wed,6:43:00 PM,2.72,83,H
3/15/2023,Wed,11:55:00 PM,0.28,9,L
3/16/2023,Thu,7:17:00 AM,3.36,102,H
3/16/2023,Thu,2:05:00 PM,0.41,12,L
3/16/2023,Thu,7:51:00 PM,2.85,87,H
3/17/2023,Fri,1:25:00 AM,0.21,6,L
3/17/2023,Fri,8:30:00 AM,3.5,107,H
3/17/2023,Fri,3:13:00 PM,0.2,6,L
3/17/2023,Fri,9:02:00 PM,3.13,95,H
3/18/2023,Sat,2:50:00 AM,-0.01,0,L
3/18/2023,Sat,9:38:00 AM,3.75,114,H
3/18/2023,Sat,4:02:00 PM,-0.04,-1,L
3/18/2023,Sat,10:05:00 PM,3.55,108,H
3/19/2023,Sun,3:56:00 AM,-0.28,-9,L
3/19/2023,Sun,10:37:00 AM,4.04,123,H
3/19/2023,Sun,4:45:00 PM,-0.27,-8,L
3/19/2023,Sun,11:00:00 PM,3.98,121,H
3/20/2023,Mon,4:52:00 AM,-0.5,-15,L
3/20/2023,Mon,11:29:00 AM,4.24,129,H
3/20/2023,Mon,5:25:00 PM,-0.45,-14,L
3/20/2023,Mon,11:51:00 PM,4.34,132,H
3/21/2023,Tue,5:46:00 AM,-0.62,-19,L
3/21/2023,Tue,12:17:00 PM,4.31,131,H
3/21/2023,Tue,6:03:00 PM,-0.56,-17,L
3/22/2023,Wed,12:39:00 AM,4.55,139,H
3/22/2023,Wed,6:37:00 AM,-0.65,-20,L
3/22/2023,Wed,1:03:00 PM,4.24,129,H
3/22/2023,Wed,6:40:00 PM,-0.59,-18,L
3/23/2023,Thu,1:26:00 AM,4.59,140,H
3/23/2023,Thu,7:24:00 AM,-0.57,-17,L
3/23/2023,Thu,1:49:00 PM,4.04,123,H
3/23/2023,Thu,7:16:00 PM,-0.53,-16,L
3/24/2023,Fri,2:12:00 AM,4.46,136,H
3/24/2023,Fri,8:05:00 AM,-0.38,-12,L
3/24/2023,Fri,2:36:00 PM,3.75,114,H
3/24/2023,Fri,7:52:00 PM,-0.37,-11,L
3/25/2023,Sat,2:59:00 AM,4.18,127,H
3/25/2023,Sat,8:44:00 AM,-0.12,-4,L
3/25/2023,Sat,3:24:00 PM,3.42,104,H
3/25/2023,Sat,8:28:00 PM,-0.15,-5,L
3/26/2023,Sun,3:48:00 AM,3.81,116,H
3/26/2023,Sun,9:24:00 AM,0.19,6,L
3/26/2023,Sun,4:14:00 PM,3.1,94,H
3/26/2023,Sun,9:07:00 PM,0.13,4,L
3/27/2023,Mon,4:39:00 AM,3.42,104,H
3/27/2023,Mon,10:09:00 AM,0.5,15,L
3/27/2023,Mon,5:07:00 PM,2.83,86,H
3/27/2023,Mon,9:52:00 PM,0.41,12,L
3/28/2023,Tue,5:33:00 AM,3.07,94,H
3/28/2023,Tue,11:14:00 AM,0.76,23,L
3/28/2023,Tue,6:01:00 PM,2.64,80,H
3/28/2023,Tue,10:47:00 PM,0.66,20,L
3/29/2023,Wed,6:30:00 AM,2.8,85,H
3/29/2023,Wed,1:21:00 PM,0.87,27,L
3/29/2023,Wed,6:57:00 PM,2.53,77,H
3/30/2023,Thu,12:01:00 AM,0.8,24,L
3/30/2023,Thu,7:33:00 AM,2.65,81,H
3/30/2023,Thu,2:26:00 PM,0.82,25,L
3/30/2023,Thu,8:00:00 PM,2.52,77,H
3/31/2023,Fri,1:31:00 AM,0.77,23,L
3/31/2023,Fri,8:43:00 AM,2.64,80,H
3/31/2023,Fri,3:09:00 PM,0.69,21,L
3/31/2023,Fri,9:03:00 PM,2.65,81,H
4/1/2023,Sat,2:42:00 AM,0.6,18,L
4/1/2023,Sat,9:41:00 AM,2.75,84,H
4/1/2023,Sat,3:44:00 PM,0.52,16,L
4/1/2023,Sat,9:55:00 PM,2.86,87,H
4/2/2023,Sun,3:32:00 AM,0.39,12,L
4/2/2023,Sun,10:24:00 AM,2.92,89,H
4/2/2023,Sun,4:15:00 PM,0.33,10,L
4/2/2023,Sun,10:38:00 PM,3.12,95,H
4/3/2023,Mon,4:15:00 AM,0.18,5,L
4/3/2023,Mon,10:59:00 AM,3.09,94,H
4/3/2023,Mon,4:45:00 PM,0.13,4,L
4/3/2023,Mon,11:15:00 PM,3.38,103,H
4/4/2023,Tue,4:56:00 AM,0,0,L
4/4/2023,Tue,11:31:00 AM,3.24,99,H
4/4/2023,Tue,5:14:00 PM,-0.03,-1,L
4/4/2023,Tue,11:49:00 PM,3.61,110,H
4/5/2023,Wed,5:37:00 AM,-0.14,-4,L
4/5/2023,Wed,12:04:00 PM,3.35,102,H
4/5/2023,Wed,5:45:00 PM,-0.15,-5,L
4/6/2023,Thu,12:23:00 AM,3.79,116,H
4/6/2023,Thu,6:16:00 AM,-0.24,-7,L
4/6/2023,Thu,12:40:00 PM,3.41,104,H
4/6/2023,Thu,6:15:00 PM,-0.22,-7,L
4/7/2023,Fri,12:59:00 AM,3.91,119,H
4/7/2023,Fri,6:54:00 AM,-0.28,-9,L
4/7/2023,Fri,1:18:00 PM,3.4,104,H
4/7/2023,Fri,6:48:00 PM,-0.24,-7,L
4/8/2023,Sat,1:37:00 AM,3.95,120,H
4/8/2023,Sat,7:31:00 AM,-0.26,-8,L
4/8/2023,Sat,2:00:00 PM,3.33,101,H
4/8/2023,Sat,7:22:00 PM,-0.22,-7,L
4/9/2023,Sun,2:18:00 AM,3.92,119,H
4/9/2023,Sun,8:08:00 AM,-0.18,-5,L
4/9/2023,Sun,2:45:00 PM,3.22,98,H
4/9/2023,Sun,7:59:00 PM,-0.15,-5,L
4/10/2023,Mon,3:05:00 AM,3.83,117,H
4/10/2023,Mon,8:48:00 AM,-0.03,-1,L
4/10/2023,Mon,3:36:00 PM,3.1,94,H
4/10/2023,Mon,8:40:00 PM,-0.03,-1,L
4/11/2023,Tue,3:57:00 AM,3.71,113,H
4/11/2023,Tue,9:34:00 AM,0.18,5,L
4/11/2023,Tue,4:32:00 PM,3.01,92,H
4/11/2023,Tue,9:28:00 PM,0.14,4,L
4/12/2023,Wed,4:56:00 AM,3.6,110,H
4/12/2023,Wed,10:33:00 AM,0.4,12,L
4/12/2023,Wed,5:31:00 PM,2.98,91,H
4/12/2023,Wed,10:28:00 PM,0.33,10,L
4/13/2023,Thu,5:58:00 AM,3.53,108,H
4/13/2023,Thu,12:09:00 PM,0.52,16,L
4/13/2023,Thu,6:33:00 PM,3.04,93,H
4/13/2023,Thu,11:49:00 PM,0.45,14,L
4/14/2023,Fri,7:03:00 AM,3.51,107,H
4/14/2023,Fri,1:57:00 PM,0.43,13,L
4/14/2023,Fri,7:38:00 PM,3.21,98,H
4/15/2023,Sat,1:34:00 AM,0.38,12,L
4/15/2023,Sat,8:12:00 AM,3.57,109,H
4/15/2023,Sat,2:54:00 PM,0.24,7,L
4/15/2023,Sat,8:45:00 PM,3.49,106,H
4/16/2023,Sun,2:59:00 AM,0.16,5,L
4/16/2023,Sun,9:18:00 AM,3.71,113,H
4/16/2023,Sun,3:37:00 PM,0.05,2,L
4/16/2023,Sun,9:47:00 PM,3.87,118,H
4/17/2023,Mon,3:58:00 AM,-0.07,-2,L
4/17/2023,Mon,10:16:00 AM,3.88,118,H
4/17/2023,Mon,4:13:00 PM,-0.13,-4,L
4/17/2023,Mon,10:42:00 PM,4.24,129,H
4/18/2023,Tue,4:49:00 AM,-0.24,-7,L
4/18/2023,Tue,11:08:00 AM,3.99,122,H
4/18/2023,Tue,4:48:00 PM,-0.26,-8,L
4/18/2023,Tue,11:31:00 PM,4.52,138,H
4/19/2023,Wed,5:37:00 AM,-0.33,-10,L
4/19/2023,Wed,11:55:00 AM,4.02,123,H
4/19/2023,Wed,5:23:00 PM,-0.33,-10,L
4/20/2023,Thu,12:18:00 AM,4.66,142,H
4/20/2023,Thu,6:23:00 AM,-0.34,-10,L
4/20/2023,Thu,12:41:00 PM,3.96,121,H
4/20/2023,Thu,6:00:00 PM,-0.32,-10,L
4/21/2023,Fri,1:03:00 AM,4.62,141,H
4/21/2023,Fri,7:06:00 AM,-0.27,-8,L
4/21/2023,Fri,1:27:00 PM,3.81,116,H
4/21/2023,Fri,6:39:00 PM,-0.24,-7,L
4/22/2023,Sat,1:47:00 AM,4.42,135,H
4/22/2023,Sat,7:44:00 AM,-0.14,-4,L
4/22/2023,Sat,2:12:00 PM,3.59,109,H
4/22/2023,Sat,7:18:00 PM,-0.1,-3,L
4/23/2023,Sun,2:32:00 AM,4.11,125,H
4/23/2023,Sun,8:20:00 AM,0.07,2,L
4/23/2023,Sun,2:59:00 PM,3.35,102,H
4/23/2023,Sun,7:58:00 PM,0.09,3,L
4/24/2023,Mon,3:18:00 AM,3.74,114,H
4/24/2023,Mon,8:56:00 AM,0.3,9,L
4/24/2023,Mon,3:48:00 PM,3.1,94,H
4/24/2023,Mon,8:40:00 PM,0.31,9,L
4/25/2023,Tue,4:08:00 AM,3.37,103,H
4/25/2023,Tue,9:37:00 AM,0.56,17,L
4/25/2023,Tue,4:39:00 PM,2.9,88,H
4/25/2023,Tue,9:25:00 PM,0.54,16,L
4/26/2023,Wed,4:59:00 AM,3.06,93,H
4/26/2023,Wed,10:30:00 AM,0.78,24,L
4/26/2023,Wed,5:31:00 PM,2.76,84,H
4/26/2023,Wed,10:18:00 PM,0.76,23,L
4/27/2023,Thu,5:52:00 AM,2.84,87,H
4/27/2023,Thu,11:55:00 AM,0.91,28,L
4/27/2023,Thu,6:23:00 PM,2.69,82,H
4/27/2023,Thu,11:28:00 PM,0.89,27,L
4/28/2023,Fri,6:44:00 AM,2.7,82,H
4/28/2023,Fri,1:22:00 PM,0.88,27,L
4/28/2023,Fri,7:16:00 PM,2.7,82,H
4/29/2023,Sat,12:54:00 AM,0.89,27,L
4/29/2023,Sat,7:39:00 AM,2.65,81,H
4/29/2023,Sat,2:12:00 PM,0.76,23,L
4/29/2023,Sat,8:13:00 PM,2.8,85,H
4/30/2023,Sun,2:09:00 AM,0.75,23,L
4/30/2023,Sun,8:36:00 AM,2.69,82,H
4/30/2023,Sun,2:49:00 PM,0.58,18,L
4/30/2023,Sun,9:07:00 PM,3,91,H
5/1/2023,Mon,3:02:00 AM,0.55,17,L
5/1/2023,Mon,9:27:00 AM,2.8,85,H
5/1/2023,Mon,3:22:00 PM,0.39,12,L
5/1/2023,Mon,9:53:00 PM,3.27,100,H
5/2/2023,Tue,3:47:00 AM,0.34,10,L
5/2/2023,Tue,10:10:00 AM,2.96,90,H
5/2/2023,Tue,3:54:00 PM,0.21,6,L
5/2/2023,Tue,10:34:00 PM,3.56,109,H
5/3/2023,Wed,4:29:00 AM,0.14,4,L
5/3/2023,Wed,10:50:00 AM,3.14,96,H
5/3/2023,Wed,4:26:00 PM,0.04,1,L
5/3/2023,Wed,11:12:00 PM,3.84,117,H
5/4/2023,Thu,5:10:00 AM,-0.03,-1,L
5/4/2023,Thu,11:30:00 AM,3.3,101,H
5/4/2023,Thu,5:00:00 PM,-0.08,-2,L
5/4/2023,Thu,11:50:00 PM,4.07,124,H
5/5/2023,Fri,5:51:00 AM,-0.15,-5,L
5/5/2023,Fri,12:11:00 PM,3.41,104,H
5/5/2023,Fri,5:36:00 PM,-0.16,-5,L
5/6/2023,Sat,12:30:00 AM,4.22,129,H
5/6/2023,Sat,6:33:00 AM,-0.22,-7,L
5/6/2023,Sat,12:55:00 PM,3.47,106,H
5/6/2023,Sat,6:16:00 PM,-0.19,-6,L
5/7/2023,Sun,1:13:00 AM,4.28,130,H
5/7/2023,Sun,7:15:00 AM,-0.22,-7,L
5/7/2023,Sun,1:41:00 PM,3.47,106,H
