,Date,Day,Time,Pred,High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
28,1/8/2020,Wed,7:45:00 AM,0.35,L,2020-01-08 07:45:00,2020-01-08 07:46:00
29,1/8/2020,Wed,2:00:00 PM,3.02,H,2020-01-08 14:00:00,2020-01-08 14:03:00
30,1/8/2020,Wed,8:26:00 PM,0.04,L,2020-01-08 20:26:00,2020-01-08 20:27:00
31,1/9/2020,Thu,2:37:00 AM,2.64,H,2020-01-09 02:37:00,2020-01-09 02:40:00
32,1/9/2020,Thu,8:32:00 AM,0.25,L,2020-01-09 08:32:00,2020-01-09 08:33:00
33,1/9/2020,Thu,2:44:00 PM,3.16,H,2020-01-09 14:44:00,2020-01-09 14:47:00
34,1/9/2020,Thu,9:12:00 PM,-0.11,L,2020-01-09 21:12:00,2020-01-09 21:13:00
35,1/10/2020,Fri,3:23:00 AM,2.73,H,2020-01-10 03:23:00,2020-01-10 03:26:00
36,1/10/2020,Fri,9:18:00 AM,0.15,L,2020-01-10 09:18:00,2020-01-10 09:19:00
37,1/10/2020,Fri,3:29:00 PM,3.28,H,2020-01-10 15:29:00,2020-01-10 15:32:00
38,1/10/2020,Fri,9:58:00 PM,-0.24,L,2020-01-10 21:58:00,2020-01-10 21:59:00
39,1/11/2020,Sat,4:08:00 AM,2.82,H,2020-01-11 04:08:00,2020-01-11 04:11:00
40,1/11/2020,Sat,10:04:00 AM,0.05,L,2020-01-11 10:04:00,2020-01-11 10:05:00
41,1/11/2020,Sat,4:15:00 PM,3.37,H,2020-01-11 16:15:00,2020-01-11 16:18:00
42,1/11/2020,Sat,10:44:00 PM,-0.34,L,2020-01-11 22:44:00,2020-01-11 22:45:00
43,1/12/2020,Sun,4:55:00 AM,2.9,H,2020-01-12 04:55:00,2020-01-12 04:58:00
44,1/12/2020,Sun,10:52:00 AM,-0.03,L,2020-01-12 10:52:00,2020-01-12 10:53:00
45,1/12/2020,Sun,5:03:00 PM,3.42,H,2020-01-12 17:03:00,2020-01-12 17:06:00
46,1/12/2020,Sun,11:30:00 PM,-0.4,L,2020-01-12 23:30:00,2020-01-12 23:31:00
47,1/13/2020,Mon,5:42:00 AM,2.98,H,2020-01-13 05:42:00,2020-01-13 05:45:00
48,1/13/2020,Mon,11:42:00 AM,-0.09,L,2020-01-13 11:42:00,2020-01-13 11:43:00
49,1/13/2020,Mon,5:52:00 PM,3.43,H,2020-01-13 17:52:00,2020-01-13 17:55:00
50,1/14/2020,Tue,12:18:00 AM,-0.41,L,2020-01-14 00:18:00,2020-01-14 00:19:00
51,1/14/2020,Tue,6:31:00 AM,3.04,H,2020-01-14 06:31:00,2020-01-14 06:34:00
52,1/14/2020,Tue,12:33:00 PM,-0.1,L,2020-01-14 12:33:00,2020-01-14 12:34:00
53,1/14/2020,Tue,6:44:00 PM,3.37,H,2020-01-14 18:44:00,2020-01-14 18:47:00
54,1/15/2020,Wed,1:07:00 AM,-0.37,L,2020-01-15 01:07:00,2020-01-15 01:08:00
55,1/15/2020,Wed,7:21:00 AM,3.07,H,2020-01-15 07:21:00,2020-01-15 07:24:00
56,1/15/2020,Wed,1:26:00 PM,-0.09,L,2020-01-15 13:26:00,2020-01-15 13:27:00
57,1/15/2020,Wed,7:37:00 PM,3.26,H,2020-01-15 19:37:00,2020-01-15 19:40:00
58,1/16/2020,Thu,1:59:00 AM,-0.29,L,2020-01-16 01:59:00,2020-01-16 02:00:00
59,1/16/2020,Thu,8:14:00 AM,3.09,H,2020-01-16 08:14:00,2020-01-16 08:17:00
60,1/16/2020,Thu,2:23:00 PM,-0.05,L,2020-01-16 14:23:00,2020-01-16 14:24:00
61,1/16/2020,Thu,8:34:00 PM,3.11,H,2020-01-16 20:34:00,2020-01-16 20:37:00
62,1/17/2020,Fri,2:53:00 AM,-0.17,L,2020-01-17 02:53:00,2020-01-17 02:54:00
63,1/17/2020,Fri,9:10:00 AM,3.09,H,2020-01-17 09:10:00,2020-01-17 09:13:00
64,1/17/2020,Fri,3:24:00 PM,-0.01,L,2020-01-17 15:24:00,2020-01-17 15:25:00
65,1/17/2020,Fri,9:35:00 PM,2.96,H,2020-01-17 21:35:00,2020-01-17 21:38:00
66,1/18/2020,Sat,3:50:00 AM,-0.05,L,2020-01-18 03:50:00,2020-01-18 03:51:00
67,1/18/2020,Sat,10:09:00 AM,3.08,H,2020-01-18 10:09:00,2020-01-18 10:12:00
68,1/18/2020,Sat,4:27:00 PM,0.02,L,2020-01-18 16:27:00,2020-01-18 16:28:00
69,1/18/2020,Sat,10:39:00 PM,2.82,H,2020-01-18 22:39:00,2020-01-18 22:42:00
70,1/19/2020,Sun,4:48:00 AM,0.06,L,2020-01-19 04:48:00,2020-01-19 04:49:00
71,1/19/2020,Sun,11:08:00 AM,3.08,H,2020-01-19 11:08:00,2020-01-19 11:11:00
72,1/19/2020,Sun,5:30:00 PM,0.03,L,2020-01-19 17:30:00,2020-01-19 17:31:00
73,1/19/2020,Sun,11:45:00 PM,2.73,H,2020-01-19 23:45:00,2020-01-19 23:48:00
74,1/20/2020,Mon,5:47:00 AM,0.15,L,2020-01-20 05:47:00,2020-01-20 05:48:00
75,1/20/2020,Mon,12:09:00 PM,3.08,H,2020-01-20 12:09:00,2020-01-20 12:12:00
76,1/20/2020,Mon,6:34:00 PM,0.0,L,2020-01-20 18:34:00,2020-01-20 18:35:00
77,1/21/2020,Tue,12:51:00 AM,2.69,H,2020-01-21 00:51:00,2020-01-21 00:54:00
78,1/21/2020,Tue,6:47:00 AM,0.2,L,2020-01-21 06:47:00,2020-01-21 06:48:00
79,1/21/2020,Tue,1:09:00 PM,3.11,H,2020-01-21 13:09:00,2020-01-21 13:12:00
80,1/21/2020,Tue,7:36:00 PM,-0.04,L,2020-01-21 19:36:00,2020-01-21 19:37:00
81,1/22/2020,Wed,1:53:00 AM,2.7,H,2020-01-22 01:53:00,2020-01-22 01:56:00
82,1/22/2020,Wed,7:45:00 AM,0.2,L,2020-01-22 07:45:00,2020-01-22 07:46:00
83,1/22/2020,Wed,2:05:00 PM,3.14,H,2020-01-22 14:05:00,2020-01-22 14:08:00
84,1/22/2020,Wed,8:31:00 PM,-0.1,L,2020-01-22 20:31:00,2020-01-22 20:32:00
85,1/23/2020,Thu,2:47:00 AM,2.73,H,2020-01-23 02:47:00,2020-01-23 02:50:00
86,1/23/2020,Thu,8:37:00 AM,0.19,L,2020-01-23 08:37:00,2020-01-23 08:38:00
87,1/23/2020,Thu,2:55:00 PM,3.16,H,2020-01-23 14:55:00,2020-01-23 14:58:00
88,1/23/2020,Thu,9:21:00 PM,-0.13,L,2020-01-23 21:21:00,2020-01-23 21:22:00
89,1/24/2020,Fri,3:36:00 AM,2.75,H,2020-01-24 03:36:00,2020-01-24 03:39:00
90,1/24/2020,Fri,9:25:00 AM,0.17,L,2020-01-24 09:25:00,2020-01-24 09:26:00
91,1/24/2020,Fri,3:41:00 PM,3.16,H,2020-01-24 15:41:00,2020-01-24 15:44:00
92,1/24/2020,Fri,10:06:00 PM,-0.14,L,2020-01-24 22:06:00,2020-01-24 22:07:00
93,1/25/2020,Sat,4:21:00 AM,2.76,H,2020-01-25 04:21:00,2020-01-25 04:24:00
94,1/25/2020,Sat,10:11:00 AM,0.16,L,2020-01-25 10:11:00,2020-01-25 10:12:00
95,1/25/2020,Sat,4:25:00 PM,3.14,H,2020-01-25 16:25:00,2020-01-25 16:28:00
96,1/25/2020,Sat,10:48:00 PM,-0.12,L,2020-01-25 22:48:00,2020-01-25 22:49:00
97,1/26/2020,Sun,5:03:00 AM,2.76,H,2020-01-26 05:03:00,2020-01-26 05:06:00
98,1/26/2020,Sun,10:54:00 AM,0.17,L,2020-01-26 10:54:00,2020-01-26 10:55:00
99,1/26/2020,Sun,5:07:00 PM,3.1,H,2020-01-26 17:07:00,2020-01-26 17:10:00
100,1/26/2020,Sun,11:28:00 PM,-0.08,L,2020-01-26 23:28:00,2020-01-26 23:29:00
101,1/27/2020,Mon,5:43:00 AM,2.75,H,2020-01-27 05:43:00,2020-01-27 05:46:00
102,1/27/2020,Mon,11:36:00 AM,0.19,L,2020-01-27 11:36:00,2020-01-27 11:37:00
103,1/27/2020,Mon,5:48:00 PM,3.04,H,2020-01-27 17:48:00,2020-01-27 17:51:00
104,1/28/2020,Tue,12:07:00 AM,-0.02,L,2020-01-28 00:07:00,2020-01-28 00:08:00
105,1/28/2020,Tue,6:21:00 AM,2.74,H,2020-01-28 06:21:00,2020-01-28 06:24:00
106,1/28/2020,Tue,12:18:00 PM,0.23,L,2020-01-28 12:18:00,2020-01-28 12:19:00
107,1/28/2020,Tue,6:29:00 PM,2.96,H,2020-01-28 18:29:00,2020-01-28 18:32:00
108,1/29/2020,Wed,12:46:00 AM,0.06,L,2020-01-29 00:46:00,2020-01-29 00:47:00
109,1/29/2020,Wed,7:00:00 AM,2.73,H,2020-01-29 07:00:00,2020-01-29 07:03:00
110,1/29/2020,Wed,1:00:00 PM,0.28,L,2020-01-29 13:00:00,2020-01-29 13:01:00
111,1/29/2020,Wed,7:10:00 PM,2.85,H,2020-01-29 19:10:00,2020-01-29 19:13:00
112,1/30/2020,Thu,1:26:00 AM,0.15,L,2020-01-30 01:26:00,2020-01-30 01:27:00
113,1/30/2020,Thu,7:39:00 AM,2.7,H,2020-01-30 07:39:00,2020-01-30 07:42:00
114,1/30/2020,Thu,1:45:00 PM,0.34,L,2020-01-30 13:45:00,2020-01-30 13:46:00
115,1/30/2020,Thu,7:54:00 PM,2.73,H,2020-01-30 19:54:00,2020-01-30 19:57:00
116,1/31/2020,Fri,2:07:00 AM,0.25,L,2020-01-31 02:07:00,2020-01-31 02:08:00
117,1/31/2020,Fri,8:22:00 AM,2.68,H,2020-01-31 08:22:00,2020-01-31 08:25:00
118,1/31/2020,Fri,2:32:00 PM,0.39,L,2020-01-31 14:32:00,2020-01-31 14:33:00
119,1/31/2020,Fri,8:40:00 PM,2.61,H,2020-01-31 20:40:00,2020-01-31 20:43:00
120,2/1/2020,Sat,2:52:00 AM,0.35,L,2020-02-01 02:52:00,2020-02-01 02:53:00
121,2/1/2020,Sat,9:07:00 AM,2.66,H,2020-02-01 09:07:00,2020-02-01 09:10:00
122,2/1/2020,Sat,3:22:00 PM,0.43,L,2020-02-01 15:22:00,2020-02-01 15:23:00
123,2/1/2020,Sat,9:31:00 PM,2.5,H,2020-02-01 21:31:00,2020-02-01 21:34:00
124,2/2/2020,Sun,3:39:00 AM,0.43,L,2020-02-02 03:39:00,2020-02-02 03:40:00
125,2/2/2020,Sun,9:55:00 AM,2.65,H,2020-02-02 09:55:00,2020-02-02 09:58:00
126,2/2/2020,Sun,4:15:00 PM,0.44,L,2020-02-02 16:15:00,2020-02-02 16:16:00
127,2/2/2020,Sun,10:24:00 PM,2.42,H,2020-02-02 22:24:00,2020-02-02 22:27:00
128,2/3/2020,Mon,4:29:00 AM,0.49,L,2020-02-03 04:29:00,2020-02-03 04:30:00
129,2/3/2020,Mon,10:45:00 AM,2.67,H,2020-02-03 10:45:00,2020-02-03 10:48:00
130,2/3/2020,Mon,5:10:00 PM,0.41,L,2020-02-03 17:10:00,2020-02-03 17:11:00
131,2/3/2020,Mon,11:20:00 PM,2.38,H,2020-02-03 23:20:00,2020-02-03 23:23:00
132,2/4/2020,Tue,5:21:00 AM,0.5,L,2020-02-04 05:21:00,2020-02-04 05:22:00
133,2/4/2020,Tue,11:38:00 AM,2.74,H,2020-02-04 11:38:00,2020-02-04 11:41:00
134,2/4/2020,Tue,6:06:00 PM,0.34,L,2020-02-04 18:06:00,2020-02-04 18:07:00
135,2/5/2020,Wed,12:17:00 AM,2.41,H,2020-02-05 00:17:00,2020-02-05 00:20:00
136,2/5/2020,Wed,6:16:00 AM,0.47,L,2020-02-05 06:16:00,2020-02-05 06:17:00
137,2/5/2020,Wed,12:32:00 PM,2.84,H,2020-02-05 12:32:00,2020-02-05 12:35:00
138,2/5/2020,Wed,7:02:00 PM,0.21,L,2020-02-05 19:02:00,2020-02-05 19:03:00
139,2/6/2020,Thu,1:14:00 AM,2.48,H,2020-02-06 01:14:00,2020-02-06 01:17:00
140,2/6/2020,Thu,7:10:00 AM,0.37,L,2020-02-06 07:10:00,2020-02-06 07:11:00
141,2/6/2020,Thu,1:25:00 PM,3.0,H,2020-02-06 13:25:00,2020-02-06 13:28:00
142,2/6/2020,Thu,7:55:00 PM,0.04,L,2020-02-06 19:55:00,2020-02-06 19:56:00
143,2/7/2020,Fri,2:07:00 AM,2.61,H,2020-02-07 02:07:00,2020-02-07 02:10:00
144,2/7/2020,Fri,8:03:00 AM,0.22,L,2020-02-07 08:03:00,2020-02-07 08:04:00
145,2/7/2020,Fri,2:16:00 PM,3.17,H,2020-02-07 14:16:00,2020-02-07 14:19:00
146,2/7/2020,Fri,8:45:00 PM,-0.15,L,2020-02-07 20:45:00,2020-02-07 20:46:00
147,2/8/2020,Sat,2:56:00 AM,2.76,H,2020-02-08 02:56:00,2020-02-08 02:59:00
148,2/8/2020,Sat,8:54:00 AM,0.05,L,2020-02-08 08:54:00,2020-02-08 08:55:00
149,2/8/2020,Sat,3:06:00 PM,3.33,H,2020-02-08 15:06:00,2020-02-08 15:09:00
150,2/8/2020,Sat,9:33:00 PM,-0.32,L,2020-02-08 21:33:00,2020-02-08 21:34:00
151,2/9/2020,Sun,3:44:00 AM,2.92,H,2020-02-09 03:44:00,2020-02-09 03:47:00
152,2/9/2020,Sun,9:43:00 AM,-0.11,L,2020-02-09 09:43:00,2020-02-09 09:44:00
153,2/9/2020,Sun,3:55:00 PM,3.45,H,2020-02-09 15:55:00,2020-02-09 15:58:00
154,2/9/2020,Sun,10:21:00 PM,-0.45,L,2020-02-09 22:21:00,2020-02-09 22:22:00
155,2/10/2020,Mon,4:32:00 AM,3.07,H,2020-02-10 04:32:00,2020-02-10 04:35:00
156,2/10/2020,Mon,10:33:00 AM,-0.25,L,2020-02-10 10:33:00,2020-02-10 10:34:00
157,2/10/2020,Mon,4:45:00 PM,3.52,H,2020-02-10 16:45:00,2020-02-10 16:48:00
158,2/10/2020,Mon,11:08:00 PM,-0.52,L,2020-02-10 23:08:00,2020-02-10 23:09:00
159,2/11/2020,Tue,5:20:00 AM,3.19,H,2020-02-11 05:20:00,2020-02-11 05:23:00
160,2/11/2020,Tue,11:24:00 AM,-0.33,L,2020-02-11 11:24:00,2020-02-11 11:25:00
161,2/11/2020,Tue,5:36:00 PM,3.51,H,2020-02-11 17:36:00,2020-02-11 17:39:00
162,2/11/2020,Tue,11:56:00 PM,-0.53,L,2020-02-11 23:56:00,2020-02-11 23:57:00
163,2/12/2020,Wed,6:09:00 AM,3.27,H,2020-02-12 06:09:00,2020-02-12 06:12:00
164,2/12/2020,Wed,12:15:00 PM,-0.36,L,2020-02-12 12:15:00,2020-02-12 12:16:00
165,2/12/2020,Wed,6:28:00 PM,3.44,H,2020-02-12 18:28:00,2020-02-12 18:31:00
166,2/13/2020,Thu,12:45:00 AM,-0.46,L,2020-02-13 00:45:00,2020-02-13 00:46:00
167,2/13/2020,Thu,6:58:00 AM,3.29,H,2020-02-13 06:58:00,2020-02-13 07:01:00
168,2/13/2020,Thu,1:08:00 PM,-0.33,L,2020-02-13 13:08:00,2020-02-13 13:09:00
169,2/13/2020,Thu,7:21:00 PM,3.29,H,2020-02-13 19:21:00,2020-02-13 19:24:00
170,2/14/2020,Fri,1:35:00 AM,-0.33,L,2020-02-14 01:35:00,2020-02-14 01:36:00
171,2/14/2020,Fri,7:50:00 AM,3.26,H,2020-02-14 07:50:00,2020-02-14 07:53:00
172,2/14/2020,Fri,2:04:00 PM,-0.24,L,2020-02-14 14:04:00,2020-02-14 14:05:00
173,2/14/2020,Fri,8:17:00 PM,3.1,H,2020-02-14 20:17:00,2020-02-14 20:20:00
174,2/15/2020,Sat,2:28:00 AM,-0.16,L,2020-02-15 02:28:00,2020-02-15 02:29:00
175,2/15/2020,Sat,8:45:00 AM,3.19,H,2020-02-15 08:45:00,2020-02-15 08:48:00
176,2/15/2020,Sat,3:04:00 PM,-0.12,L,2020-02-15 15:04:00,2020-02-15 15:05:00
177,2/15/2020,Sat,9:17:00 PM,2.91,H,2020-02-15 21:17:00,2020-02-15 21:20:00
178,2/16/2020,Sun,3:25:00 AM,0.02,L,2020-02-16 03:25:00,2020-02-16 03:26:00
179,2/16/2020,Sun,9:43:00 AM,3.1,H,2020-02-16 09:43:00,2020-02-16 09:46:00
180,2/16/2020,Sun,4:06:00 PM,-0.01,L,2020-02-16 16:06:00,2020-02-16 16:07:00
181,2/16/2020,Sun,10:22:00 PM,2.74,H,2020-02-16 22:22:00,2020-02-16 22:25:00
182,2/17/2020,Mon,4:25:00 AM,0.18,L,2020-02-17 04:25:00,2020-02-17 04:26:00
183,2/17/2020,Mon,10:45:00 AM,3.02,H,2020-02-17 10:45:00,2020-02-17 10:48:00
184,2/17/2020,Mon,5:11:00 PM,0.07,L,2020-02-17 17:11:00,2020-02-17 17:12:00
185,2/17/2020,Mon,11:29:00 PM,2.62,H,2020-02-17 23:29:00,2020-02-17 23:32:00
186,2/18/2020,Tue,5:26:00 AM,0.29,L,2020-02-18 05:26:00,2020-02-18 05:27:00
187,2/18/2020,Tue,11:49:00 AM,2.96,H,2020-02-18 11:49:00,2020-02-18 11:52:00
188,2/18/2020,Tue,6:17:00 PM,0.11,L,2020-02-18 18:17:00,2020-02-18 18:18:00
189,2/19/2020,Wed,12:38:00 AM,2.58,H,2020-02-19 00:38:00,2020-02-19 00:41:00
190,2/19/2020,Wed,6:29:00 AM,0.35,L,2020-02-19 06:29:00,2020-02-19 06:30:00
191,2/19/2020,Wed,12:54:00 PM,2.95,H,2020-02-19 12:54:00,2020-02-19 12:57:00
192,2/19/2020,Wed,7:22:00 PM,0.09,L,2020-02-19 19:22:00,2020-02-19 19:23:00
193,2/20/2020,Thu,1:41:00 AM,2.6,H,2020-02-20 01:41:00,2020-02-20 01:44:00
194,2/20/2020,Thu,7:30:00 AM,0.33,L,2020-02-20 07:30:00,2020-02-20 07:31:00
195,2/20/2020,Thu,1:52:00 PM,2.98,H,2020-02-20 13:52:00,2020-02-20 13:55:00
196,2/20/2020,Thu,8:18:00 PM,0.05,L,2020-02-20 20:18:00,2020-02-20 20:19:00
197,2/21/2020,Fri,2:35:00 AM,2.65,H,2020-02-21 02:35:00,2020-02-21 02:38:00
198,2/21/2020,Fri,8:24:00 AM,0.28,L,2020-02-21 08:24:00,2020-02-21 08:25:00
199,2/21/2020,Fri,2:43:00 PM,3.01,H,2020-02-21 14:43:00,2020-02-21 14:46:00
200,2/21/2020,Fri,9:06:00 PM,0.01,L,2020-02-21 21:06:00,2020-02-21 21:07:00
201,2/22/2020,Sat,3:21:00 AM,2.71,H,2020-02-22 03:21:00,2020-02-22 03:24:00
202,2/22/2020,Sat,9:11:00 AM,0.23,L,2020-02-22 09:11:00,2020-02-22 09:12:00
203,2/22/2020,Sat,3:28:00 PM,3.04,H,2020-02-22 15:28:00,2020-02-22 15:31:00
204,2/22/2020,Sat,9:47:00 PM,-0.01,L,2020-02-22 21:47:00,2020-02-22 21:48:00
205,2/23/2020,Sun,4:02:00 AM,2.75,H,2020-02-23 04:02:00,2020-02-23 04:05:00
206,2/23/2020,Sun,9:53:00 AM,0.17,L,2020-02-23 09:53:00,2020-02-23 09:54:00
207,2/23/2020,Sun,4:09:00 PM,3.05,H,2020-02-23 16:09:00,2020-02-23 16:12:00
208,2/23/2020,Sun,10:25:00 PM,-0.02,L,2020-02-23 22:25:00,2020-02-23 22:26:00
209,2/24/2020,Mon,4:39:00 AM,2.79,H,2020-02-24 04:39:00,2020-02-24 04:42:00
210,2/24/2020,Mon,10:34:00 AM,0.14,L,2020-02-24 10:34:00,2020-02-24 10:35:00
211,2/24/2020,Mon,4:48:00 PM,3.03,H,2020-02-24 16:48:00,2020-02-24 16:51:00
212,2/24/2020,Mon,11:02:00 PM,0.0,L,2020-02-24 23:02:00,2020-02-24 23:03:00
213,2/25/2020,Tue,5:15:00 AM,2.82,H,2020-02-25 05:15:00,2020-02-25 05:18:00
214,2/25/2020,Tue,11:13:00 AM,0.13,L,2020-02-25 11:13:00,2020-02-25 11:14:00
215,2/25/2020,Tue,5:25:00 PM,3.0,H,2020-02-25 17:25:00,2020-02-25 17:28:00
216,2/25/2020,Tue,11:38:00 PM,0.03,L,2020-02-25 23:38:00,2020-02-25 23:39:00
217,2/26/2020,Wed,5:50:00 AM,2.83,H,2020-02-26 05:50:00,2020-02-26 05:53:00
218,2/26/2020,Wed,11:52:00 AM,0.13,L,2020-02-26 11:52:00,2020-02-26 11:53:00
219,2/26/2020,Wed,6:03:00 PM,2.94,H,2020-02-26 18:03:00,2020-02-26 18:06:00
220,2/27/2020,Thu,12:13:00 AM,0.09,L,2020-02-27 00:13:00,2020-02-27 00:14:00
221,2/27/2020,Thu,6:25:00 AM,2.83,H,2020-02-27 06:25:00,2020-02-27 06:28:00
222,2/27/2020,Thu,12:31:00 PM,0.16,L,2020-02-27 12:31:00,2020-02-27 12:32:00
223,2/27/2020,Thu,6:41:00 PM,2.85,H,2020-02-27 18:41:00,2020-02-27 18:44:00
224,2/28/2020,Fri,12:50:00 AM,0.17,L,2020-02-28 00:50:00,2020-02-28 00:51:00
225,2/28/2020,Fri,7:01:00 AM,2.81,H,2020-02-28 07:01:00,2020-02-28 07:04:00
226,2/28/2020,Fri,1:12:00 PM,0.21,L,2020-02-28 13:12:00,2020-02-28 13:13:00
227,2/28/2020,Fri,7:21:00 PM,2.75,H,2020-02-28 19:21:00,2020-02-28 19:24:00
228,2/29/2020,Sat,1:29:00 AM,0.26,L,2020-02-29 01:29:00,2020-02-29 01:30:00
229,2/29/2020,Sat,7:40:00 AM,2.78,H,2020-02-29 07:40:00,2020-02-29 07:43:00
230,2/29/2020,Sat,1:55:00 PM,0.28,L,2020-02-29 13:55:00,2020-02-29 13:56:00
231,2/29/2020,Sat,8:04:00 PM,2.63,H,2020-02-29 20:04:00,2020-02-29 20:07:00
232,3/1/2020,Sun,2:11:00 AM,0.36,L,2020-03-01 02:11:00,2020-03-01 02:12:00
233,3/1/2020,Sun,8:22:00 AM,2.75,H,2020-03-01 08:22:00,2020-03-01 08:25:00
234,3/1/2020,Sun,2:42:00 PM,0.33,L,2020-03-01 14:42:00,2020-03-01 14:43:00
235,3/1/2020,Sun,8:52:00 PM,2.52,H,2020-03-01 20:52:00,2020-03-01 20:55:00
236,3/2/2020,Mon,2:57:00 AM,0.46,L,2020-03-02 02:57:00,2020-03-02 02:58:00
237,3/2/2020,Mon,9:08:00 AM,2.72,H,2020-03-02 09:08:00,2020-03-02 09:11:00
238,3/2/2020,Mon,3:34:00 PM,0.37,L,2020-03-02 15:34:00,2020-03-02 15:35:00
239,3/2/2020,Mon,9:44:00 PM,2.43,H,2020-03-02 21:44:00,2020-03-02 21:47:00
240,3/3/2020,Tue,3:48:00 AM,0.52,L,2020-03-03 03:48:00,2020-03-03 03:49:00
241,3/3/2020,Tue,10:00:00 AM,2.72,H,2020-03-03 10:00:00,2020-03-03 10:03:00
242,3/3/2020,Tue,4:30:00 PM,0.37,L,2020-03-03 16:30:00,2020-03-03 16:31:00
243,3/3/2020,Tue,10:40:00 PM,2.39,H,2020-03-03 22:40:00,2020-03-03 22:43:00
244,3/4/2020,Wed,4:42:00 AM,0.53,L,2020-03-04 04:42:00,2020-03-04 04:43:00
245,3/4/2020,Wed,10:55:00 AM,2.76,H,2020-03-04 10:55:00,2020-03-04 10:58:00
246,3/4/2020,Wed,5:28:00 PM,0.32,L,2020-03-04 17:28:00,2020-03-04 17:29:00
247,3/4/2020,Wed,11:40:00 PM,2.42,H,2020-03-04 23:40:00,2020-03-04 23:43:00
248,3/5/2020,Thu,5:40:00 AM,0.48,L,2020-03-05 05:40:00,2020-03-05 05:41:00
249,3/5/2020,Thu,11:54:00 AM,2.86,H,2020-03-05 11:54:00,2020-03-05 11:57:00
250,3/5/2020,Thu,6:27:00 PM,0.2,L,2020-03-05 18:27:00,2020-03-05 18:28:00
251,3/6/2020,Fri,12:40:00 AM,2.52,H,2020-03-06 00:40:00,2020-03-06 00:43:00
252,3/6/2020,Fri,6:39:00 AM,0.36,L,2020-03-06 06:39:00,2020-03-06 06:40:00
253,3/6/2020,Fri,12:54:00 PM,3.01,H,2020-03-06 12:54:00,2020-03-06 12:57:00
254,3/6/2020,Fri,7:24:00 PM,0.04,L,2020-03-06 19:24:00,2020-03-06 19:25:00
255,3/7/2020,Sat,1:36:00 AM,2.69,H,2020-03-07 01:36:00,2020-03-07 01:39:00
