,Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
46,1/13/2023,Fri,1:59:00 AM,0.69,21,L,2023-01-13 01:59:00,2023-01-13 02:00:00
47,1/13/2023,Fri,8:12:00 AM,8.72,266,H,2023-01-13 08:12:00,2023-01-13 08:15:00
48,1/13/2023,Fri,2:18:00 PM,1.37,42,L,2023-01-13 14:18:00,2023-01-13 14:19:00
49,1/13/2023,Fri,8:25:00 PM,8.83,269,H,2023-01-13 20:25:00,2023-01-13 20:28:00
50,1/14/2023,Sat,2:42:00 AM,0.88,27,L,2023-01-14 02:42:00,2023-01-14 02:43:00
51,1/14/2023,Sat,8:56:00 AM,8.83,269,H,2023-01-14 08:56:00,2023-01-14 08:59:00
52,1/14/2023,Sat,3:08:00 PM,1.33,41,L,2023-01-14 15:08:00,2023-01-14 15:09:00
53,1/14/2023,Sat,9:14:00 PM,8.55,261,H,2023-01-14 21:14:00,2023-01-14 21:17:00
54,1/15/2023,Sun,3:29:00 AM,1.06,32,L,2023-01-15 03:29:00,2023-01-15 03:30:00
55,1/15/2023,Sun,9:42:00 AM,9.0,274,H,2023-01-15 09:42:00,2023-01-15 09:45:00
56,1/15/2023,Sun,4:02:00 PM,1.2,37,L,2023-01-15 16:02:00,2023-01-15 16:03:00
57,1/15/2023,Sun,10:08:00 PM,8.34,254,H,2023-01-15 22:08:00,2023-01-15 22:11:00
58,1/16/2023,Mon,4:18:00 AM,1.17,36,L,2023-01-16 04:18:00,2023-01-16 04:19:00
59,1/16/2023,Mon,10:32:00 AM,9.25,282,H,2023-01-16 10:32:00,2023-01-16 10:35:00
60,1/16/2023,Mon,4:58:00 PM,0.96,29,L,2023-01-16 16:58:00,2023-01-16 16:59:00
61,1/16/2023,Mon,11:05:00 PM,8.23,251,H,2023-01-16 23:05:00,2023-01-16 23:08:00
62,1/17/2023,Tue,5:12:00 AM,1.19,36,L,2023-01-17 05:12:00,2023-01-17 05:13:00
63,1/17/2023,Tue,11:26:00 AM,9.59,292,H,2023-01-17 11:26:00,2023-01-17 11:29:00
64,1/17/2023,Tue,5:57:00 PM,0.6,18,L,2023-01-17 17:57:00,2023-01-17 17:58:00
65,1/18/2023,Wed,12:05:00 AM,8.27,252,H,2023-01-18 00:05:00,2023-01-18 00:08:00
66,1/18/2023,Wed,6:08:00 AM,1.07,33,L,2023-01-18 06:08:00,2023-01-18 06:09:00
67,1/18/2023,Wed,12:23:00 PM,10.02,305,H,2023-01-18 12:23:00,2023-01-18 12:26:00
68,1/18/2023,Wed,6:57:00 PM,0.12,4,L,2023-01-18 18:57:00,2023-01-18 18:58:00
69,1/19/2023,Thu,1:06:00 AM,8.49,259,H,2023-01-19 01:06:00,2023-01-19 01:09:00
70,1/19/2023,Thu,7:07:00 AM,0.78,24,L,2023-01-19 07:07:00,2023-01-19 07:08:00
71,1/19/2023,Thu,1:20:00 PM,10.53,321,H,2023-01-19 13:20:00,2023-01-19 13:23:00
72,1/19/2023,Thu,7:55:00 PM,-0.45,-14,L,2023-01-19 19:55:00,2023-01-19 19:56:00
73,1/20/2023,Fri,2:05:00 AM,8.85,270,H,2023-01-20 02:05:00,2023-01-20 02:08:00
74,1/20/2023,Fri,8:04:00 AM,0.37,11,L,2023-01-20 08:04:00,2023-01-20 08:05:00
75,1/20/2023,Fri,2:17:00 PM,11.04,336,H,2023-01-20 14:17:00,2023-01-20 14:20:00
76,1/20/2023,Fri,8:51:00 PM,-1.0,-30,L,2023-01-20 20:51:00,2023-01-20 20:52:00
77,1/21/2023,Sat,3:01:00 AM,9.27,283,H,2023-01-21 03:01:00,2023-01-21 03:04:00
78,1/21/2023,Sat,8:59:00 AM,-0.08,-2,L,2023-01-21 08:59:00,2023-01-21 09:00:00
79,1/21/2023,Sat,3:12:00 PM,11.46,349,H,2023-01-21 15:12:00,2023-01-21 15:15:00
80,1/21/2023,Sat,9:44:00 PM,-1.45,-44,L,2023-01-21 21:44:00,2023-01-21 21:45:00
81,1/22/2023,Sun,3:55:00 AM,9.67,295,H,2023-01-22 03:55:00,2023-01-22 03:58:00
82,1/22/2023,Sun,9:54:00 AM,-0.47,-14,L,2023-01-22 09:54:00,2023-01-22 09:55:00
83,1/22/2023,Sun,4:07:00 PM,11.7,357,H,2023-01-22 16:07:00,2023-01-22 16:10:00
84,1/22/2023,Sun,10:36:00 PM,-1.72,-52,L,2023-01-22 22:36:00,2023-01-22 22:37:00
85,1/23/2023,Mon,4:49:00 AM,10.02,305,H,2023-01-23 04:49:00,2023-01-23 04:52:00
86,1/23/2023,Mon,10:48:00 AM,-0.73,-22,L,2023-01-23 10:48:00,2023-01-23 10:49:00
87,1/23/2023,Mon,5:02:00 PM,11.72,357,H,2023-01-23 17:02:00,2023-01-23 17:05:00
88,1/23/2023,Mon,11:27:00 PM,-1.78,-54,L,2023-01-23 23:27:00,2023-01-23 23:28:00
89,1/24/2023,Tue,5:42:00 AM,10.26,313,H,2023-01-24 05:42:00,2023-01-24 05:45:00
90,1/24/2023,Tue,11:41:00 AM,-0.83,-25,L,2023-01-24 11:41:00,2023-01-24 11:42:00
91,1/24/2023,Tue,5:56:00 PM,11.51,351,H,2023-01-24 17:56:00,2023-01-24 17:59:00
92,1/25/2023,Wed,12:17:00 AM,-1.6,-49,L,2023-01-25 00:17:00,2023-01-25 00:18:00
93,1/25/2023,Wed,6:33:00 AM,10.37,316,H,2023-01-25 06:33:00,2023-01-25 06:36:00
94,1/25/2023,Wed,12:35:00 PM,-0.74,-23,L,2023-01-25 12:35:00,2023-01-25 12:36:00
95,1/25/2023,Wed,6:50:00 PM,11.06,337,H,2023-01-25 18:50:00,2023-01-25 18:53:00
96,1/26/2023,Thu,1:07:00 AM,-1.21,-37,L,2023-01-26 01:07:00,2023-01-26 01:08:00
97,1/26/2023,Thu,7:25:00 AM,10.33,315,H,2023-01-26 07:25:00,2023-01-26 07:28:00
98,1/26/2023,Thu,1:30:00 PM,-0.48,-15,L,2023-01-26 13:30:00,2023-01-26 13:31:00
99,1/26/2023,Thu,7:45:00 PM,10.44,318,H,2023-01-26 19:45:00,2023-01-26 19:48:00
100,1/27/2023,Fri,1:59:00 AM,-0.65,-20,L,2023-01-27 01:59:00,2023-01-27 02:00:00
101,1/27/2023,Fri,8:18:00 AM,10.16,310,H,2023-01-27 08:18:00,2023-01-27 08:21:00
102,1/27/2023,Fri,2:28:00 PM,-0.13,-4,L,2023-01-27 14:28:00,2023-01-27 14:29:00
103,1/27/2023,Fri,8:42:00 PM,9.73,297,H,2023-01-27 20:42:00,2023-01-27 20:45:00
104,1/28/2023,Sat,2:52:00 AM,0.0,0,L,2023-01-28 02:52:00,2023-01-28 02:53:00
105,1/28/2023,Sat,9:12:00 AM,9.9,302,H,2023-01-28 09:12:00,2023-01-28 09:15:00
106,1/28/2023,Sat,3:28:00 PM,0.24,7,L,2023-01-28 15:28:00,2023-01-28 15:29:00
107,1/28/2023,Sat,9:42:00 PM,9.05,276,H,2023-01-28 21:42:00,2023-01-28 21:45:00
108,1/29/2023,Sun,3:47:00 AM,0.62,19,L,2023-01-29 03:47:00,2023-01-29 03:48:00
109,1/29/2023,Sun,10:09:00 AM,9.62,293,H,2023-01-29 10:09:00,2023-01-29 10:12:00
110,1/29/2023,Sun,4:30:00 PM,0.56,17,L,2023-01-29 16:30:00,2023-01-29 16:31:00
111,1/29/2023,Sun,10:44:00 PM,8.49,259,H,2023-01-29 22:44:00,2023-01-29 22:47:00
112,1/30/2023,Mon,4:43:00 AM,1.15,35,L,2023-01-30 04:43:00,2023-01-30 04:44:00
113,1/30/2023,Mon,11:06:00 AM,9.38,286,H,2023-01-30 11:06:00,2023-01-30 11:09:00
114,1/30/2023,Mon,5:32:00 PM,0.77,23,L,2023-01-30 17:32:00,2023-01-30 17:33:00
115,1/30/2023,Mon,11:48:00 PM,8.12,247,H,2023-01-30 23:48:00,2023-01-30 23:51:00
116,1/31/2023,Tue,5:41:00 AM,1.51,46,L,2023-01-31 05:41:00,2023-01-31 05:42:00
117,1/31/2023,Tue,12:05:00 PM,9.24,282,H,2023-01-31 12:05:00,2023-01-31 12:08:00
118,1/31/2023,Tue,6:36:00 PM,0.84,26,L,2023-01-31 18:36:00,2023-01-31 18:37:00
119,2/1/2023,Wed,12:52:00 AM,7.97,243,H,2023-02-01 00:52:00,2023-02-01 00:55:00
120,2/1/2023,Wed,6:39:00 AM,1.68,51,L,2023-02-01 06:39:00,2023-02-01 06:40:00
121,2/1/2023,Wed,1:03:00 PM,9.24,282,H,2023-02-01 13:03:00,2023-02-01 13:06:00
122,2/1/2023,Wed,7:35:00 PM,0.76,23,L,2023-02-01 19:35:00,2023-02-01 19:36:00
123,2/2/2023,Thu,1:49:00 AM,8.01,244,H,2023-02-02 01:49:00,2023-02-02 01:52:00
124,2/2/2023,Thu,7:34:00 AM,1.64,50,L,2023-02-02 07:34:00,2023-02-02 07:35:00
125,2/2/2023,Thu,1:56:00 PM,9.35,285,H,2023-02-02 13:56:00,2023-02-02 13:59:00
126,2/2/2023,Thu,8:26:00 PM,0.61,19,L,2023-02-02 20:26:00,2023-02-02 20:27:00
127,2/3/2023,Fri,2:38:00 AM,8.15,248,H,2023-02-03 02:38:00,2023-02-03 02:41:00
128,2/3/2023,Fri,8:23:00 AM,1.48,45,L,2023-02-03 08:23:00,2023-02-03 08:24:00
129,2/3/2023,Fri,2:42:00 PM,9.51,290,H,2023-02-03 14:42:00,2023-02-03 14:45:00
130,2/3/2023,Fri,9:09:00 PM,0.44,13,L,2023-02-03 21:09:00,2023-02-03 21:10:00
131,2/4/2023,Sat,3:20:00 AM,8.32,254,H,2023-02-04 03:20:00,2023-02-04 03:23:00
132,2/4/2023,Sat,9:06:00 AM,1.27,39,L,2023-02-04 09:06:00,2023-02-04 09:07:00
133,2/4/2023,Sat,3:23:00 PM,9.67,295,H,2023-02-04 15:23:00,2023-02-04 15:26:00
134,2/4/2023,Sat,9:47:00 PM,0.28,9,L,2023-02-04 21:47:00,2023-02-04 21:48:00
135,2/5/2023,Sun,3:59:00 AM,8.51,259,H,2023-02-05 03:59:00,2023-02-05 04:02:00
136,2/5/2023,Sun,9:47:00 AM,1.06,32,L,2023-02-05 09:47:00,2023-02-05 09:48:00
137,2/5/2023,Sun,4:02:00 PM,9.78,298,H,2023-02-05 16:02:00,2023-02-05 16:05:00
138,2/5/2023,Sun,10:23:00 PM,0.15,5,L,2023-02-05 22:23:00,2023-02-05 22:24:00
139,2/6/2023,Mon,4:36:00 AM,8.69,265,H,2023-02-06 04:36:00,2023-02-06 04:39:00
140,2/6/2023,Mon,10:26:00 AM,0.89,27,L,2023-02-06 10:26:00,2023-02-06 10:27:00
141,2/6/2023,Mon,4:40:00 PM,9.83,300,H,2023-02-06 16:40:00,2023-02-06 16:43:00
142,2/6/2023,Mon,10:59:00 PM,0.08,2,L,2023-02-06 22:59:00,2023-02-06 23:00:00
143,2/7/2023,Tue,5:11:00 AM,8.84,269,H,2023-02-07 05:11:00,2023-02-07 05:14:00
144,2/7/2023,Tue,11:04:00 AM,0.77,23,L,2023-02-07 11:04:00,2023-02-07 11:05:00
145,2/7/2023,Tue,5:17:00 PM,9.8,299,H,2023-02-07 17:17:00,2023-02-07 17:20:00
146,2/7/2023,Tue,11:34:00 PM,0.07,2,L,2023-02-07 23:34:00,2023-02-07 23:35:00
147,2/8/2023,Wed,5:46:00 AM,8.98,274,H,2023-02-08 05:46:00,2023-02-08 05:49:00
148,2/8/2023,Wed,11:43:00 AM,0.7,21,L,2023-02-08 11:43:00,2023-02-08 11:44:00
149,2/8/2023,Wed,5:53:00 PM,9.69,295,H,2023-02-08 17:53:00,2023-02-08 17:56:00
150,2/9/2023,Thu,12:09:00 AM,0.13,4,L,2023-02-09 00:09:00,2023-02-09 00:10:00
151,2/9/2023,Thu,6:20:00 AM,9.09,277,H,2023-02-09 06:20:00,2023-02-09 06:23:00
152,2/9/2023,Thu,12:22:00 PM,0.67,20,L,2023-02-09 12:22:00,2023-02-09 12:23:00
153,2/9/2023,Thu,6:31:00 PM,9.5,290,H,2023-02-09 18:31:00,2023-02-09 18:34:00
154,2/10/2023,Fri,12:45:00 AM,0.27,8,L,2023-02-10 00:45:00,2023-02-10 00:46:00
155,2/10/2023,Fri,6:55:00 AM,9.17,280,H,2023-02-10 06:55:00,2023-02-10 06:58:00
156,2/10/2023,Fri,1:02:00 PM,0.67,20,L,2023-02-10 13:02:00,2023-02-10 13:03:00
157,2/10/2023,Fri,7:10:00 PM,9.24,282,H,2023-02-10 19:10:00,2023-02-10 19:13:00
158,2/11/2023,Sat,1:23:00 AM,0.48,15,L,2023-02-11 01:23:00,2023-02-11 01:24:00
159,2/11/2023,Sat,7:33:00 AM,9.24,282,H,2023-02-11 07:33:00,2023-02-11 07:36:00
160,2/11/2023,Sat,1:46:00 PM,0.71,22,L,2023-02-11 13:46:00,2023-02-11 13:47:00
161,2/11/2023,Sat,7:53:00 PM,8.92,272,H,2023-02-11 19:53:00,2023-02-11 19:56:00
162,2/12/2023,Sun,2:04:00 AM,0.73,22,L,2023-02-12 02:04:00,2023-02-12 02:05:00
163,2/12/2023,Sun,8:14:00 AM,9.3,283,H,2023-02-12 08:14:00,2023-02-12 08:17:00
164,2/12/2023,Sun,2:34:00 PM,0.76,23,L,2023-02-12 14:34:00,2023-02-12 14:35:00
165,2/12/2023,Sun,8:40:00 PM,8.58,262,H,2023-02-12 20:40:00,2023-02-12 20:43:00
166,2/13/2023,Mon,2:50:00 AM,0.98,30,L,2023-02-13 02:50:00,2023-02-13 02:51:00
167,2/13/2023,Mon,9:01:00 AM,9.37,286,H,2023-02-13 09:01:00,2023-02-13 09:04:00
168,2/13/2023,Mon,3:28:00 PM,0.78,24,L,2023-02-13 15:28:00,2023-02-13 15:29:00
169,2/13/2023,Mon,9:34:00 PM,8.28,252,H,2023-02-13 21:34:00,2023-02-13 21:37:00
170,2/14/2023,Tue,3:42:00 AM,1.19,36,L,2023-02-14 03:42:00,2023-02-14 03:43:00
171,2/14/2023,Tue,9:54:00 AM,9.46,288,H,2023-02-14 09:54:00,2023-02-14 09:57:00
172,2/14/2023,Tue,4:27:00 PM,0.72,22,L,2023-02-14 16:27:00,2023-02-14 16:28:00
173,2/14/2023,Tue,10:34:00 PM,8.09,247,H,2023-02-14 22:34:00,2023-02-14 22:37:00
174,2/15/2023,Wed,4:40:00 AM,1.27,39,L,2023-02-15 04:40:00,2023-02-15 04:41:00
175,2/15/2023,Wed,10:53:00 AM,9.63,294,H,2023-02-15 10:53:00,2023-02-15 10:56:00
176,2/15/2023,Wed,5:29:00 PM,0.55,17,L,2023-02-15 17:29:00,2023-02-15 17:30:00
177,2/15/2023,Wed,11:38:00 PM,8.09,247,H,2023-02-15 23:38:00,2023-02-15 23:41:00
178,2/16/2023,Thu,5:41:00 AM,1.19,36,L,2023-02-16 05:41:00,2023-02-16 05:42:00
179,2/16/2023,Thu,11:56:00 AM,9.92,302,H,2023-02-16 11:56:00,2023-02-16 11:59:00
180,2/16/2023,Thu,6:33:00 PM,0.19,6,L,2023-02-16 18:33:00,2023-02-16 18:34:00
181,2/17/2023,Fri,12:45:00 AM,8.34,254,H,2023-02-17 00:45:00,2023-02-17 00:48:00
182,2/17/2023,Fri,6:45:00 AM,0.87,27,L,2023-02-17 06:45:00,2023-02-17 06:46:00
183,2/17/2023,Fri,1:01:00 PM,10.35,315,H,2023-02-17 13:01:00,2023-02-17 13:04:00
184,2/17/2023,Fri,7:36:00 PM,-0.32,-10,L,2023-02-17 19:36:00,2023-02-17 19:37:00
185,2/18/2023,Sat,1:48:00 AM,8.82,269,H,2023-02-18 01:48:00,2023-02-18 01:51:00
186,2/18/2023,Sat,7:47:00 AM,0.36,11,L,2023-02-18 07:47:00,2023-02-18 07:48:00
187,2/18/2023,Sat,2:02:00 PM,10.85,331,H,2023-02-18 14:02:00,2023-02-18 14:05:00
188,2/18/2023,Sat,8:33:00 PM,-0.88,-27,L,2023-02-18 20:33:00,2023-02-18 20:34:00
189,2/19/2023,Sun,2:45:00 AM,9.41,287,H,2023-02-19 02:45:00,2023-02-19 02:48:00
190,2/19/2023,Sun,8:45:00 AM,-0.23,-7,L,2023-02-19 08:45:00,2023-02-19 08:46:00
191,2/19/2023,Sun,2:59:00 PM,11.29,344,H,2023-02-19 14:59:00,2023-02-19 15:02:00
192,2/19/2023,Sun,9:26:00 PM,-1.35,-41,L,2023-02-19 21:26:00,2023-02-19 21:27:00
193,2/20/2023,Mon,3:39:00 AM,9.98,304,H,2023-02-20 03:39:00,2023-02-20 03:42:00
194,2/20/2023,Mon,9:40:00 AM,-0.75,-23,L,2023-02-20 09:40:00,2023-02-20 09:41:00
195,2/20/2023,Mon,3:54:00 PM,11.54,352,H,2023-02-20 15:54:00,2023-02-20 15:57:00
196,2/20/2023,Mon,10:17:00 PM,-1.62,-49,L,2023-02-20 22:17:00,2023-02-20 22:18:00
197,2/21/2023,Tue,4:30:00 AM,10.44,318,H,2023-02-21 04:30:00,2023-02-21 04:33:00
198,2/21/2023,Tue,10:33:00 AM,-1.11,-34,L,2023-02-21 10:33:00,2023-02-21 10:34:00
199,2/21/2023,Tue,4:48:00 PM,11.55,352,H,2023-02-21 16:48:00,2023-02-21 16:51:00
200,2/21/2023,Tue,11:06:00 PM,-1.65,-50,L,2023-02-21 23:06:00,2023-02-21 23:07:00
201,2/22/2023,Wed,5:20:00 AM,10.73,327,H,2023-02-22 05:20:00,2023-02-22 05:23:00
202,2/22/2023,Wed,11:25:00 AM,-1.25,-38,L,2023-02-22 11:25:00,2023-02-22 11:26:00
203,2/22/2023,Wed,5:40:00 PM,11.31,345,H,2023-02-22 17:40:00,2023-02-22 17:43:00
204,2/22/2023,Wed,11:53:00 PM,-1.42,-43,L,2023-02-22 23:53:00,2023-02-22 23:54:00
205,2/23/2023,Thu,6:08:00 AM,10.81,329,H,2023-02-23 06:08:00,2023-02-23 06:11:00
206,2/23/2023,Thu,12:16:00 PM,-1.15,-35,L,2023-02-23 12:16:00,2023-02-23 12:17:00
207,2/23/2023,Thu,6:31:00 PM,10.85,331,H,2023-02-23 18:31:00,2023-02-23 18:34:00
208,2/24/2023,Fri,12:40:00 AM,-0.96,-29,L,2023-02-24 00:40:00,2023-02-24 00:41:00
209,2/24/2023,Fri,6:56:00 AM,10.68,326,H,2023-02-24 06:56:00,2023-02-24 06:59:00
210,2/24/2023,Fri,1:07:00 PM,-0.82,-25,L,2023-02-24 13:07:00,2023-02-24 13:08:00
211,2/24/2023,Fri,7:22:00 PM,10.21,311,H,2023-02-24 19:22:00,2023-02-24 19:25:00
212,2/25/2023,Sat,1:28:00 AM,-0.32,-10,L,2023-02-25 01:28:00,2023-02-25 01:29:00
213,2/25/2023,Sat,7:44:00 AM,10.35,315,H,2023-02-25 07:44:00,2023-02-25 07:47:00
214,2/25/2023,Sat,2:00:00 PM,-0.34,-10,L,2023-02-25 14:00:00,2023-02-25 14:01:00
215,2/25/2023,Sat,8:15:00 PM,9.47,289,H,2023-02-25 20:15:00,2023-02-25 20:18:00
216,2/26/2023,Sun,2:18:00 AM,0.4,12,L,2023-02-26 02:18:00,2023-02-26 02:19:00
217,2/26/2023,Sun,8:35:00 AM,9.9,302,H,2023-02-26 08:35:00,2023-02-26 08:38:00
218,2/26/2023,Sun,2:57:00 PM,0.21,6,L,2023-02-26 14:57:00,2023-02-26 14:58:00
219,2/26/2023,Sun,9:11:00 PM,8.77,267,H,2023-02-26 21:11:00,2023-02-26 21:14:00
220,2/27/2023,Mon,3:12:00 AM,1.08,33,L,2023-02-27 03:12:00,2023-02-27 03:13:00
221,2/27/2023,Mon,9:29:00 AM,9.44,288,H,2023-02-27 09:29:00,2023-02-27 09:32:00
222,2/27/2023,Mon,3:56:00 PM,0.72,22,L,2023-02-27 15:56:00,2023-02-27 15:57:00
223,2/27/2023,Mon,10:12:00 PM,8.19,250,H,2023-02-27 22:12:00,2023-02-27 22:15:00
224,2/28/2023,Tue,4:08:00 AM,1.62,49,L,2023-02-28 04:08:00,2023-02-28 04:09:00
225,2/28/2023,Tue,10:27:00 AM,9.05,276,H,2023-02-28 10:27:00,2023-02-28 10:30:00
226,2/28/2023,Tue,4:58:00 PM,1.09,33,L,2023-02-28 16:58:00,2023-02-28 16:59:00
227,2/28/2023,Tue,11:15:00 PM,7.82,238,H,2023-02-28 23:15:00,2023-02-28 23:18:00
228,3/1/2023,Wed,5:06:00 AM,1.96,60,L,2023-03-01 05:06:00,2023-03-01 05:07:00
229,3/1/2023,Wed,11:29:00 AM,8.84,269,H,2023-03-01 11:29:00,2023-03-01 11:32:00
230,3/1/2023,Wed,6:02:00 PM,1.26,38,L,2023-03-01 18:02:00,2023-03-01 18:03:00
231,3/2/2023,Thu,12:19:00 AM,7.7,235,H,2023-03-02 00:19:00,2023-03-02 00:22:00
232,3/2/2023,Thu,6:07:00 AM,2.06,63,L,2023-03-02 06:07:00,2023-03-02 06:08:00
233,3/2/2023,Thu,12:31:00 PM,8.83,269,H,2023-03-02 12:31:00,2023-03-02 12:34:00
234,3/2/2023,Thu,7:04:00 PM,1.21,37,L,2023-03-02 19:04:00,2023-03-02 19:05:00
235,3/3/2023,Fri,1:19:00 AM,7.83,239,H,2023-03-03 01:19:00,2023-03-03 01:22:00
236,3/3/2023,Fri,7:05:00 AM,1.92,59,L,2023-03-03 07:05:00,2023-03-03 07:06:00
237,3/3/2023,Fri,1:28:00 PM,9.0,274,H,2023-03-03 13:28:00,2023-03-03 13:31:00
238,3/3/2023,Fri,7:57:00 PM,1.01,31,L,2023-03-03 19:57:00,2023-03-03 19:58:00
239,3/4/2023,Sat,2:09:00 AM,8.1,247,H,2023-03-04 02:09:00,2023-03-04 02:12:00
240,3/4/2023,Sat,7:57:00 AM,1.63,50,L,2023-03-04 07:57:00,2023-03-04 07:58:00
241,3/4/2023,Sat,2:17:00 PM,9.26,282,H,2023-03-04 14:17:00,2023-03-04 14:20:00
242,3/4/2023,Sat,8:40:00 PM,0.76,23,L,2023-03-04 20:40:00,2023-03-04 20:41:00
243,3/5/2023,Sun,2:51:00 AM,8.42,257,H,2023-03-05 02:51:00,2023-03-05 02:54:00
244,3/5/2023,Sun,8:42:00 AM,1.27,39,L,2023-03-05 08:42:00,2023-03-05 08:43:00
245,3/5/2023,Sun,2:59:00 PM,9.51,290,H,2023-03-05 14:59:00,2023-03-05 15:02:00
