Date/Time,Conductivity ,Specific Cond ,Salinity,ChlorophyllU,Chlorophyll ,Optical DO,Optical DO Sat,pH,pH Diagnostic,Temp,Pressure-Abs,Depth 
1/1/2022 05:45,29057.41,46706.281,29.25,0.96,9.596,10.898,103.927,7.933,-78.094,5.216,1.953,1.533
1/1/2022 06:00,29068.32,46740.93,29.272,0.88,8.797,10.77,102.689,7.929,-77.884,5.204,2.051,1.601
1/1/2022 06:15,29091.65,46791.828,29.305,0.886,8.858,10.74,102.403,7.922,-77.529,5.195,2.116,1.645
1/1/2022 06:30,29098.01,46796.031,29.309,0.85,8.495,11,104.895,7.925,-77.701,5.199,2.184,1.692
1/1/2022 06:45,29107.84,46808.488,29.318,0.989,9.888,10.83,103.287,7.923,-77.591,5.202,2.264,1.747
1/1/2022 07:00,29109.199,46806.352,29.317,1.049,10.49,10.827,103.269,7.922,-77.548,5.205,2.326,1.79
1/1/2022 07:15,29096.811,46773.559,29.296,1.23,12.299,10.83,103.305,7.909,-76.904,5.214,2.393,1.836
1/1/2022 07:30,29103.881,46787.922,29.306,1.208,12.084,10.816,103.166,7.907,-76.776,5.211,2.487,1.9
1/1/2022 07:45,29115.301,46805.039,29.317,1.215,12.154,10.78,102.838,7.908,-76.869,5.212,2.557,1.948
1/1/2022 08:00,29160.66,46845.18,29.349,1.274,12.738,10.773,102.848,7.911,-77.014,5.235,2.628,1.998
1/1/2022 08:15,29209.17,46881.859,29.379,1.104,11.044,10.799,103.188,7.907,-76.814,5.264,2.672,2.028
1/1/2022 08:30,29254.43,46925.711,29.413,1.037,10.373,10.802,103.291,7.904,-76.656,5.284,2.751,2.082
1/1/2022 08:45,29277.34,46947.891,29.43,1.111,11.109,10.817,103.473,7.901,-76.53,5.294,2.809,2.121
1/1/2022 09:00,29326.27,47000.57,29.47,1.022,10.216,10.78,103.185,7.901,-76.523,5.312,2.891,2.178
1/1/2022 09:15,29491.439,47202.301,29.617,1.001,10.009,10.743,103.042,7.898,-76.356,5.355,2.991,2.246
1/1/2022 09:30,29568.461,47292.711,29.683,1.019,10.188,10.762,103.325,7.893,-76.137,5.378,2.987,2.243
1/1/2022 09:45,29677.311,47430.102,29.782,0.927,9.267,10.707,102.923,7.889,-75.932,5.403,3.064,2.296
1/1/2022 10:00,29742.32,47516.93,29.845,1.092,10.916,10.696,102.896,7.886,-75.772,5.415,3.07,2.3
1/1/2022 10:15,29701.9,47460.77,29.805,0.985,9.853,10.788,103.74,7.897,-76.339,5.409,3.017,2.264
1/1/2022 10:30,29675.131,47434.551,29.785,1.074,10.736,10.988,105.618,7.902,-76.585,5.398,3.036,2.277
1/1/2022 10:45,29782.939,47564.922,29.88,0.902,9.017,10.75,103.467,7.888,-75.891,5.427,3.028,2.271
1/1/2022 11:00,29568.75,47286.77,29.68,1.007,10.068,10.949,105.133,7.911,-77.04,5.383,2.946,2.215
1/1/2022 11:15,29695.609,47448.012,29.796,0.977,9.765,10.936,105.159,7.899,-76.466,5.411,2.942,2.212
1/1/2022 11:30,29722.811,47478.262,29.819,0.983,9.831,10.849,104.356,7.9,-76.478,5.42,2.837,2.14
1/1/2022 11:45,29724.029,47472.988,29.816,0.977,9.775,10.836,104.248,7.905,-76.768,5.425,2.757,2.085
1/1/2022 12:00,29768.391,47524.559,29.854,1.06,10.602,10.901,104.928,7.904,-76.687,5.439,2.689,2.039
1/1/2022 12:15,29770,47525.949,29.855,1.105,11.052,10.946,105.365,7.905,-76.766,5.44,2.604,1.98
1/1/2022 12:30,29801.75,47559.488,29.88,1.064,10.64,10.78,103.81,7.895,-76.272,5.451,2.537,1.934
1/1/2022 12:45,29874.631,47633,29.936,0.994,9.944,10.663,102.803,7.89,-76.008,5.481,2.442,1.869
1/1/2022 13:00,29869.91,47624.398,29.93,0.929,9.291,10.746,103.599,7.9,-76.532,5.482,2.349,1.805
1/1/2022 13:15,29732.039,47447,29.802,0.997,9.973,10.595,101.982,7.904,-76.728,5.452,2.233,1.725
1/1/2022 13:30,29529.881,47178.629,29.61,1.285,12.848,11.084,106.461,7.922,-77.612,5.414,2.098,1.633
1/1/2022 13:45,29766.211,47490.539,29.834,0.984,9.838,11.022,106.136,7.911,-77.071,5.46,1.968,1.543
1/1/2022 14:00,29902.83,47660.391,29.957,0.892,8.925,10.924,105.358,7.897,-76.361,5.493,1.838,1.454
1/1/2022 14:15,29924.961,47674.602,29.97,1.05,10.5,10.682,103.074,7.885,-75.781,5.507,1.699,1.359
1/1/2022 14:30,29908.961,47649.449,29.952,1.096,10.962,10.807,104.259,7.888,-75.893,5.507,1.564,1.266
1/1/2022 14:45,29999.34,47743.262,30.023,1.046,10.456,10.593,102.327,7.881,-75.586,5.542,1.442,1.182
1/1/2022 15:00,29366.26,46892.68,29.415,1.293,12.926,11.36,109.011,7.943,-78.664,5.432,1.306,1.089
1/1/2022 15:15,29617.16,47229.73,29.656,1.14,11.403,11.408,109.758,7.929,-77.968,5.476,1.189,1.008
1/1/2022 15:30,29843.461,47540.031,29.877,1.136,11.356,11.13,107.33,7.9,-76.544,5.511,1.078,0.932
1/1/2022 15:45,29517.199,47067.762,29.544,1.125,11.247,11.363,109.248,7.938,-78.435,5.478,0.976,0.862
1/1/2022 16:00,29528.33,47101,29.565,1.407,14.072,11.118,106.885,7.923,-77.658,5.467,0.939,0.837
1/1/2022 16:15,29320.859,46793.539,29.35,1.554,15.545,11.276,108.209,7.936,-78.321,5.45,0.945,0.841
1/1/2022 16:30,29396.539,46924.969,29.439,1.368,13.68,11.165,107.181,7.934,-78.22,5.443,0.978,0.863
1/1/2022 16:45,29241.311,46616.34,29.233,1.543,15.428,11.456,109.941,7.95,-79.029,5.486,1.043,0.908
1/1/2022 17:00,29350.141,46751.328,29.331,1.382,13.817,11.329,108.86,7.945,-78.824,5.513,1.101,0.948
1/1/2022 17:15,29393.939,46784.211,29.358,1.416,14.157,11.207,107.773,7.939,-78.495,5.539,1.175,0.999
1/1/2022 17:30,29379.289,46721.02,29.319,1.195,11.948,10.879,104.661,7.933,-78.23,5.567,1.263,1.059
1/1/2022 17:45,29359.23,46666.16,29.283,1.246,12.461,11.076,106.58,7.935,-78.299,5.583,1.326,1.103
1/1/2022 18:00,29384.961,46685.02,29.299,1.246,12.461,10.946,105.37,7.933,-78.201,5.598,1.406,1.158
1/1/2022 18:15,29388.131,46657.41,29.284,1.072,10.721,10.751,103.546,7.925,-77.801,5.621,1.473,1.204
1/1/2022 18:30,29403.59,46624.262,29.267,1.078,10.777,10.638,102.545,7.923,-77.708,5.662,1.536,1.247
1/1/2022 18:45,29419.391,46621.23,29.269,1.088,10.881,10.677,102.967,7.922,-77.691,5.682,1.601,1.292
1/1/2022 19:00,29449.08,46614.391,29.27,1.123,11.229,10.603,102.35,7.917,-77.462,5.72,1.647,1.323
1/1/2022 19:15,29438.561,46628.66,29.276,1.079,10.786,10.579,102.068,7.912,-77.174,5.698,1.686,1.35
1/1/2022 19:30,29411.82,46639,29.277,1.297,12.969,10.563,101.82,7.917,-77.403,5.661,1.713,1.369
1/1/2022 19:45,29400.811,46664.77,29.29,1.179,11.787,10.671,102.796,7.921,-77.612,5.631,1.758,1.4
1/1/2022 20:00,29399.369,46668.121,29.292,1.161,11.606,10.699,103.063,7.92,-77.565,5.627,1.821,1.443
1/1/2022 20:15,29376.289,46684.641,29.297,1.152,11.521,10.694,102.922,7.917,-77.388,5.589,1.844,1.459
1/1/2022 20:30,29386.15,46737.18,29.329,1.092,10.918,10.694,102.878,7.914,-77.257,5.563,1.89,1.49
1/1/2022 20:45,29405.539,46787.48,29.362,1.197,11.969,10.718,103.103,7.909,-77,5.549,1.905,1.5
1/1/2022 21:00,29422.34,46819.078,29.383,1.161,11.606,10.69,102.84,7.907,-76.876,5.546,1.967,1.543
1/1/2022 21:15,29428.619,46815.961,29.383,1.146,11.462,10.63,102.288,7.908,-76.931,5.555,2.025,1.583
1/1/2022 21:30,29434.07,46816.191,29.384,1.068,10.678,10.55,101.525,7.91,-77.045,5.561,2.071,1.614
1/1/2022 21:45,29448.279,46840,29.4,1.098,10.983,10.512,101.17,7.908,-76.947,5.56,2.173,1.685
1/1/2022 22:00,29462.15,46859.309,29.414,1.114,11.144,10.492,100.991,7.906,-76.833,5.562,2.226,1.721
1/1/2022 22:15,29488.08,46904.172,29.444,1.109,11.089,10.524,101.315,7.902,-76.613,5.56,2.272,1.753
1/1/2022 22:30,29503.869,46933.449,29.464,1.238,12.375,10.573,101.797,7.899,-76.463,5.557,2.312,1.78
1/1/2022 22:45,29521.891,46959.52,29.483,1.066,10.657,10.567,101.753,7.898,-76.456,5.558,2.366,1.817
1/1/2022 23:00,29529.689,46969.051,29.489,1.182,11.824,10.515,101.258,7.907,-76.885,5.56,2.364,1.816
1/1/2022 23:15,29559.221,47008.891,29.518,1.077,10.772,10.651,102.601,7.901,-76.582,5.565,2.395,1.837
1/1/2022 23:30,29535.5,46964.621,29.488,1.163,11.626,10.679,102.862,7.91,-77.047,5.57,2.323,1.788
1/1/2022 23:45,29454.77,46831.57,29.396,1.454,14.545,11.018,106.077,7.919,-77.484,5.573,2.314,1.782
1/2/2022 00:00,29524.23,46944.82,29.474,1.213,12.13,10.966,105.619,7.909,-76.995,5.571,2.268,1.75
1/2/2022 00:15,29601.41,47060.52,29.555,1.254,12.538,10.826,104.342,7.905,-76.79,5.576,2.237,1.729
1/2/2022 00:30,29635.029,47108.609,29.589,1.112,11.124,10.725,103.401,7.9,-76.549,5.58,2.199,1.702
1/2/2022 00:45,29660.561,47140.77,29.613,1.111,11.111,10.6,102.23,7.893,-76.206,5.586,2.209,1.709
1/2/2022 01:00,29679.131,47165.328,29.63,0.938,9.377,10.512,101.396,7.889,-76.003,5.589,2.137,1.66
1/2/2022 01:15,29664.461,47145.91,29.616,1.044,10.439,10.439,100.674,7.897,-76.365,5.587,2.065,1.61
1/2/2022 01:30,29543.779,46978.73,29.498,1.245,12.455,10.632,102.419,7.907,-76.869,5.569,1.966,1.542
1/2/2022 01:45,29583.33,47043.379,29.542,1.184,11.843,10.811,104.165,7.901,-76.613,5.568,1.923,1.512
1/2/2022 02:00,29642.1,47118.031,29.596,1.216,12.165,10.638,102.572,7.895,-76.284,5.581,1.824,1.445
1/2/2022 02:15,29689.65,47173.18,29.637,1.055,10.547,10.505,101.347,7.888,-75.929,5.596,1.774,1.41
1/2/2022 02:30,29719.66,47211.02,29.664,0.945,9.446,10.417,100.534,7.883,-75.684,5.602,1.658,1.331
1/2/2022 02:45,29725.18,47218.91,29.67,0.993,9.933,10.309,99.5,7.883,-75.662,5.603,1.56,1.263
1/2/2022 03:00,29731.5,47227.281,29.676,0.8,8.002,10.325,99.657,7.883,-75.686,5.604,1.522,1.237
1/2/2022 03:15,29692.92,47175.602,29.639,1.017,10.169,10.306,99.436,7.892,-76.122,5.598,1.374,1.135
1/2/2022 03:30,29703.891,47188.531,29.648,0.985,9.845,10.397,100.326,7.889,-75.994,5.601,1.341,1.113
1/2/2022 03:45,29729.619,47218.781,29.67,0.898,8.978,10.264,99.073,7.881,-75.569,5.608,1.255,1.053
1/2/2022 04:00,29715.5,47201.84,29.658,1.029,10.293,10.338,99.769,7.888,-75.915,5.604,1.299,1.084
1/2/2022 04:15,29632.74,47081.148,29.573,1.014,10.14,10.226,98.621,7.889,-75.972,5.597,1.294,1.08
1/2/2022 04:30,29590.93,46988.68,29.512,1.085,10.854,10.438,100.662,7.89,-76.048,5.615,1.322,1.099
1/2/2022 04:45,29635.971,47016.27,29.536,1.125,11.253,10.472,101.083,7.886,-75.827,5.646,1.259,1.056
1/2/2022 05:00,29638.619,46968.461,29.509,1.028,10.28,10.238,98.897,7.886,-75.836,5.682,1.43,1.174
1/2/2022 05:15,29647.381,46962.07,29.507,1.036,10.363,10.389,100.387,7.879,-75.526,5.697,1.437,1.179
1/2/2022 05:30,29650.99,46960.781,29.507,0.841,8.409,10.269,99.24,7.875,-75.316,5.702,1.513,1.231
1/2/2022 05:45,29650.58,46946.41,29.499,0.933,9.328,10.083,97.46,7.877,-75.421,5.711,1.598,1.29
1/2/2022 06:00,29651.061,46913.891,29.48,0.94,9.404,9.938,96.094,7.874,-75.274,5.735,1.687,1.35
1/2/2022 06:15,29636.25,46829.41,29.428,0.947,9.466,9.899,95.78,7.868,-74.978,5.778,1.808,1.434
1/2/2022 06:30,29588.391,46730.898,29.363,1.062,10.619,10.167,98.369,7.852,-74.177,5.794,1.874,1.479
1/2/2022 06:45,29259.98,46100.41,28.939,1.231,12.31,10.3,99.567,7.865,-74.823,5.874,1.98,1.553
1/2/2022 07:00,29258.35,45989.449,28.874,1.388,13.881,10.617,102.78,7.877,-75.459,5.953,2.045,1.597
1/2/2022 07:15,29506.199,46576.262,29.258,1.148,11.485,10.54,101.955,7.872,-75.166,5.812,2.145,1.666
1/2/2022 07:30,29527.779,46603.57,29.278,1.088,10.884,10.457,101.179,7.865,-74.825,5.816,2.219,1.716
1/2/2022 07:45,29546.35,46605.531,29.283,1.032,10.32,10.34,100.095,7.867,-74.949,5.836,2.289,1.765
1/2/2022 08:00,29570.9,46632.648,29.303,1.083,10.826,10.252,99.275,7.862,-74.668,5.844,2.351,1.807
1/2/2022 08:15,29580.65,46633.398,29.305,1.035,10.346,10.26,99.379,7.859,-74.539,5.855,2.397,1.839
1/2/2022 08:30,29601.289,46653.922,29.32,0.97,9.701,10.22,99.024,7.858,-74.461,5.863,2.493,1.905
1/2/2022 08:45,29647.471,46720.719,29.367,1.333,13.33,10.267,99.515,7.857,-74.439,5.867,2.495,1.906
1/2/2022 09:00,29652.631,46731.328,29.375,1.18,11.796,10.282,99.66,7.854,-74.272,5.866,2.558,1.949
1/2/2022 09:15,29682.26,46786.039,29.412,1.326,13.255,10.158,98.466,7.848,-73.962,5.86,2.615,1.988
1/2/2022 09:30,29742.24,46880.059,29.477,1.045,10.454,10.109,98.038,7.852,-74.162,5.86,2.691,2.041
1/2/2022 09:45,29758.789,46901.199,29.492,1.001,10.01,10.151,98.465,7.854,-74.279,5.864,2.725,2.063
1/2/2022 10:00,29800.641,46958.52,29.533,1.017,10.171,10.146,98.457,7.858,-74.472,5.87,2.821,2.13
1/2/2022 10:15,29848.289,47021.34,29.578,1.145,11.449,10.158,98.625,7.859,-74.527,5.879,2.898,2.183
1/2/2022 10:30,29888.461,47075.25,29.616,1.349,13.49,10.202,99.087,7.856,-74.379,5.885,2.977,2.236
1/2/2022 10:45,29945.35,47141.07,29.665,1.054,10.536,10.25,99.634,7.857,-74.427,5.902,3.037,2.278
1/2/2022 11:00,29984.949,47182.109,29.696,1.004,10.037,10.291,100.084,7.858,-74.508,5.917,3.038,2.279
1/2/2022 11:15,29978.75,47155.781,29.679,0.959,9.595,10.459,101.739,7.87,-75.088,5.929,3.017,2.264
1/2/2022 11:30,29991.369,47188.629,29.701,1.071,10.71,10.538,102.492,7.874,-75.331,5.92,3.03,2.273
1/2/2022 11:45,29993.57,47195.559,29.705,1.151,11.509,10.607,103.163,7.877,-75.49,5.917,3.004,2.255
1/2/2022 12:00,29931.699,47089.879,29.633,1.072,10.725,10.636,103.406,7.881,-75.669,5.923,2.945,2.215
1/2/2022 12:15,29936.07,47129.352,29.656,1.112,11.123,10.573,102.758,7.88,-75.612,5.9,2.883,2.172
1/2/2022 12:30,29963.75,47173.512,29.687,1.057,10.573,10.522,102.284,7.881,-75.672,5.9,2.89,2.177
1/2/2022 12:45,30006.43,47219.578,29.721,1.176,11.764,10.536,102.475,7.883,-75.777,5.914,2.772,2.096
1/2/2022 13:00,29990.01,47198.75,29.706,1.089,10.892,10.377,100.915,7.891,-76.168,5.911,2.7,2.046
1/2/2022 13:15,29976.641,47184.398,29.696,1.227,12.273,10.377,100.89,7.891,-76.165,5.906,2.602,1.979
1/2/2022 13:30,29978.131,47171,29.688,1.241,12.408,10.725,104.302,7.895,-76.389,5.917,2.502,1.91
1/2/2022 13:45,29961.6,47132.891,29.663,1.171,11.714,10.764,104.685,7.896,-76.411,5.926,2.415,1.851
1/2/2022 14:00,29804.32,46896.391,29.498,1.212,12.12,10.898,105.845,7.904,-76.847,5.918,2.28,1.758
1/2/2022 14:15,29666.279,46653.199,29.332,1.248,12.48,11.005,106.822,7.912,-77.274,5.937,2.126,1.653
1/2/2022 14:30,29658.141,46651.789,29.329,1.315,13.146,11.047,107.207,7.915,-77.412,5.928,1.986,1.556
1/2/2022 14:45,29712.109,46784.91,29.416,1.267,12.672,10.969,106.427,7.911,-77.205,5.894,1.848,1.461
1/2/2022 15:00,29799.439,46930.328,29.516,1.181,11.809,10.871,105.528,7.903,-76.778,5.889,1.74,1.387
1/2/2022 15:15,29650.43,46714.98,29.365,1.373,13.735,10.992,106.556,7.913,-77.269,5.875,1.575,1.273
1/2/2022 15:30,29408.93,46283.16,29.071,1.436,14.364,11.221,108.659,7.933,-78.304,5.912,1.451,1.188
1/2/2022 15:45,29271.381,46130.141,28.958,1.614,16.142,11.265,108.891,7.935,-78.421,5.866,1.306,1.089
1/2/2022 16:00,29104.119,45856.578,28.77,2.011,20.106,11.372,109.804,7.943,-78.781,5.873,1.213,1.026
1/2/2022 16:15,29085.699,45812.48,28.741,1.996,19.958,11.391,110,7.945,-78.928,5.884,1.092,0.942
1/2/2022 16:30,29263.27,46073.32,28.924,1.93,19.299,11.344,109.71,7.939,-78.597,5.898,0.98,0.865
1/2/2022 16:45,29072.52,45739.121,28.696,1.939,19.392,11.366,109.82,7.942,-78.771,5.922,0.888,0.802
1/2/2022 17:00,29150.33,45850.051,28.774,1.934,19.336,11.184,108.142,7.934,-78.382,5.931,0.891,0.804
1/2/2022 17:15,29077.34,45656.711,28.649,1.95,19.496,10.897,105.423,7.929,-78.135,5.988,0.849,0.775
1/2/2022 17:30,29075.32,45625.09,28.631,1.641,16.41,10.996,106.416,7.923,-77.817,6.009,0.893,0.805
1/2/2022 17:45,29181.721,45899.32,28.808,1.775,17.747,11.003,106.414,7.926,-77.949,5.931,0.929,0.83
1/2/2022 18:00,29149.52,45855.852,28.778,1.9,18.999,11.174,108.03,7.931,-78.228,5.926,0.987,0.87
1/2/2022 18:15,29132.75,45797.551,28.741,1.644,16.439,11.106,107.407,7.931,-78.239,5.949,1.094,0.944
1/2/2022 18:30,29070.061,45696.66,28.671,1.681,16.813,10.963,105.978,7.928,-78.075,5.95,1.167,0.994
1/2/2022 18:45,29034.961,45639.27,28.632,1.749,17.492,10.939,105.729,7.921,-77.708,5.952,1.233,1.039
1/2/2022 19:00,29005,45579.98,28.592,1.641,16.41,10.77,104.09,7.927,-78.011,5.961,1.316,1.096
1/2/2022 19:15,28985,45528.25,28.559,1.618,16.179,11.132,107.599,7.931,-78.242,5.976,1.383,1.142
1/2/2022 19:30,28998.689,45534.68,28.565,1.632,16.317,11.074,107.075,7.928,-78.058,5.987,1.459,1.194
1/2/2022 19:45,29164.689,45754.531,28.722,1.503,15.028,10.89,105.471,7.913,-77.331,6.017,1.544,1.253
1/2/2022 20:00,29273.91,45894.91,28.822,1.452,14.523,10.817,104.896,7.908,-77.071,6.039,1.588,1.283
1/2/2022 20:15,29053.58,45593.129,28.608,1.833,18.335,10.92,105.665,7.911,-77.221,6.007,1.62,1.306
1/2/2022 20:30,29108.34,45681.16,28.669,1.718,17.182,10.954,106.03,7.907,-77.021,6.006,1.712,1.369
1/2/2022 20:45,29092.221,45654.539,28.651,1.452,14.524,10.802,104.548,7.907,-77.026,6.007,1.722,1.375
1/2/2022 21:00,29014.061,45552.039,28.578,1.623,16.231,10.962,106.012,7.908,-77.059,5.992,1.761,1.402
1/2/2022 21:15,28937.949,45496.02,28.532,1.938,19.379,11.032,106.533,7.912,-77.264,5.945,1.748,1.394
1/2/2022 21:30,28963.43,45553.359,28.569,2.01,20.099,11.03,106.515,7.911,-77.214,5.933,1.759,1.401
1/2/2022 21:45,28982.74,45599.262,28.599,1.751,17.511,10.988,106.095,7.913,-77.286,5.921,1.799,1.428
1/2/2022 22:00,29024.08,45649.672,28.636,1.652,16.516,10.935,105.637,7.911,-77.188,5.932,1.838,1.455
1/2/2022 22:15,29022.91,45656.75,28.64,1.888,18.885,10.835,104.654,7.909,-77.114,5.925,1.878,1.482
1/2/2022 22:30,29030.07,45680.551,28.655,1.589,15.89,10.764,103.957,7.906,-76.921,5.916,1.921,1.512
1/2/2022 22:45,29019.68,45677.25,28.651,1.492,14.924,10.619,102.537,7.907,-76.983,5.907,2.031,1.588
1/2/2022 23:00,28976.91,45628.871,28.615,1.605,16.049,10.41,100.457,7.9,-76.64,5.893,2.104,1.638
1/2/2022 23:15,28897.189,45606.16,28.588,1.741,17.414,10.869,104.687,7.908,-77.038,5.818,2.146,1.667
1/2/2022 23:30,28901.23,45636.988,28.607,1.845,18.448,10.919,105.131,7.911,-77.167,5.8,2.2,1.704
1/2/2022 23:45,28911.17,45666.98,28.626,1.783,17.828,10.898,104.92,7.911,-77.136,5.79,2.264,1.748
1/3/2022 00:00,29182.221,45963.57,28.846,1.709,17.092,10.794,104.308,7.895,-76.385,5.885,2.312,1.781
1/3/2022 00:15,29263.721,46076.328,28.926,1.574,15.737,10.675,103.235,7.889,-76.063,5.896,2.326,1.79
1/3/2022 00:30,28996.971,45766.238,28.698,1.69,16.903,10.841,104.483,7.903,-76.764,5.816,2.329,1.792
1/3/2022 00:45,28960.83,45768.141,28.693,1.829,18.288,10.858,104.538,7.907,-76.928,5.773,2.31,1.78
1/3/2022 01:00,29014.891,45845.25,28.747,1.642,16.424,10.803,104.063,7.902,-76.675,5.779,2.254,1.741
1/3/2022 01:15,29386.01,46303.621,29.079,1.467,14.666,10.564,102.207,7.873,-75.238,5.871,2.25,1.738
1/3/2022 01:30,29549.98,46479.309,29.21,1.431,14.307,10.276,99.645,7.853,-74.224,5.93,2.192,1.698
1/3/2022 01:45,29671.33,46621.109,29.314,1.153,11.529,10.071,97.803,7.842,-73.714,5.965,2.164,1.678
1/3/2022 02:00,29697.5,46653.602,29.338,1.116,11.16,9.986,97.014,7.847,-73.953,5.971,2.129,1.654
1/3/2022 02:15,29365.189,46286.5,29.065,1.411,14.114,10.25,99.133,7.871,-75.13,5.86,2.047,1.598
1/3/2022 02:30,29301.91,46253.57,29.035,1.499,14.985,10.481,101.236,7.882,-75.712,5.812,1.958,1.537
1/3/2022 02:45,29375.23,46332.32,29.094,1.242,12.417,10.423,100.777,7.88,-75.605,5.838,1.874,1.479
1/3/2022 03:00,29497.539,46481.121,29.202,1.282,12.821,10.401,100.708,7.872,-75.216,5.87,1.789,1.421
1/3/2022 03:15,29709.15,46707.859,29.371,1.193,11.932,10.247,99.51,7.85,-74.079,5.946,1.715,1.37
1/3/2022 03:30,29411.689,46378.961,29.127,1.339,13.387,10.463,101.206,7.875,-75.34,5.846,1.632,1.313
1/3/2022 03:45,29670.09,46692.18,29.355,1.19,11.897,10.291,99.845,7.857,-74.441,5.913,1.569,1.27
1/3/2022 04:00,29193.27,46151.68,28.956,1.361,13.613,10.375,100.039,7.877,-75.443,5.762,1.496,1.22
1/3/2022 04:15,29218.75,46209.352,28.994,1.285,12.85,10.466,100.914,7.873,-75.202,5.749,1.427,1.173
1/3/2022 04:30,29523.801,46549.379,29.246,1.186,11.856,10.115,97.922,7.849,-74.043,5.851,1.405,1.157
1/3/2022 04:45,29137.1,46127.602,28.932,1.252,12.515,10.358,99.746,7.874,-75.247,5.715,1.321,1.099
1/3/2022 05:00,28877.25,45928.41,28.77,1.507,15.071,10.545,101.067,7.884,-75.743,5.563,1.249,1.05
1/3/2022 05:15,28909.801,45964.32,28.797,1.582,15.816,10.604,101.686,7.886,-75.848,5.574,1.226,1.034
1/3/2022 05:30,28918.24,46009.941,28.824,1.591,15.907,10.616,101.761,7.884,-75.712,5.551,1.177,1
1/3/2022 05:45,28968.98,46051.98,28.858,1.459,14.593,10.578,101.483,7.882,-75.624,5.579,1.224,1.033
1/3/2022 06:00,29039.65,46090.531,28.893,1.415,14.148,10.545,101.32,7.879,-75.464,5.631,1.245,1.047
1/3/2022 06:15,28940.881,46042.609,28.847,1.335,13.35,10.53,100.957,7.879,-75.462,5.553,1.305,1.088
1/3/2022 06:30,28908.461,46033,28.836,1.379,13.793,10.41,99.725,7.876,-75.326,5.523,1.429,1.173
1/3/2022 06:45,28879.971,46040.219,28.835,1.251,12.507,10.256,98.164,7.876,-75.278,5.486,1.501,1.223
1/3/2022 07:00,28901.32,46079.59,28.861,1.61,16.098,10.347,99.046,7.868,-74.887,5.482,1.613,1.3
1/3/2022 07:15,28898.381,46071.93,28.856,1.631,16.312,10.433,99.864,7.872,-75.078,5.484,1.688,1.352
1/3/2022 07:30,28793.211,46006.629,28.799,1.632,16.321,10.451,99.823,7.867,-74.83,5.411,1.806,1.433
