"Plot Title: Carolina September 2021"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 20200318, SEN S/N: 20200318)","Temp, °F (LGR S/N: 20200318, SEN S/N: 20200318)","Coupler Detached (LGR S/N: 20200318)","Coupler Attached (LGR S/N: 20200318)","Host Connected (LGR S/N: 20200318)","Stopped (LGR S/N: 20200318)","End Of File (LGR S/N: 20200318)"
36,09/29/21 02:36:39 AM,23533.2,69.60,,,,,
37,09/29/21 03:06:39 AM,23643.3,69.91,,,,,
38,09/29/21 03:36:39 AM,23614.9,69.66,,,,,
39,09/29/21 04:06:39 AM,23611.7,69.55,,,,,
40,09/29/21 04:36:39 AM,23592.9,69.40,,,,,
41,09/29/21 05:06:39 AM,23648.0,69.48,,,,,
42,09/29/21 05:36:39 AM,23605.4,69.15,,,,,
43,09/29/21 06:06:39 AM,23553.6,68.65,,,,,
44,09/29/21 06:36:39 AM,23505.1,68.27,,,,,
45,09/29/21 07:06:39 AM,23366.7,67.68,,,,,
46,09/29/21 07:36:39 AM,23365.2,67.60,,,,,
47,09/29/21 08:06:39 AM,23318.9,67.46,,,,,
48,09/29/21 08:36:39 AM,23248.1,67.19,,,,,
49,09/29/21 09:06:39 AM,23202.2,67.12,,,,,
50,09/29/21 09:36:39 AM,23187.0,67.21,,,,,
51,09/29/21 10:06:39 AM,23112.4,67.05,,,,,
52,09/29/21 10:36:39 AM,23185.4,67.82,,,,,
53,09/29/21 11:06:39 AM,23265.0,68.54,,,,,
54,09/29/21 11:36:39 AM,23400.8,69.13,,,,,
55,09/29/21 12:06:39 PM,23527.0,69.73,,,,,
56,09/29/21 12:36:39 PM,23519.1,69.31,,,,,
57,09/29/21 01:06:39 PM,23523.8,69.51,,,,,
58,09/29/21 01:36:39 PM,23495.7,69.75,,,,,
59,09/29/21 02:06:39 PM,23539.5,69.73,,,,,
60,09/29/21 02:36:39 PM,23461.4,69.89,,,,,
61,09/29/21 03:06:39 PM,23473.9,70.02,,,,,
62,09/29/21 03:36:39 PM,23455.2,70.03,,,,,
63,09/29/21 04:06:39 PM,23459.8,70.16,,,,,
64,09/29/21 04:36:39 PM,23503.5,70.54,,,,,
65,09/29/21 05:06:39 PM,23439.6,70.27,,,,,
66,09/29/21 05:36:39 PM,23388.4,69.82,,,,,
67,09/29/21 06:06:39 PM,23278.8,69.48,,,,,
68,09/29/21 06:36:39 PM,23240.5,69.35,,,,,
69,09/29/21 07:06:39 PM,23371.4,69.73,,,,,
70,09/29/21 07:36:39 PM,23489.5,70.03,,,,,
71,09/29/21 08:06:39 PM,23520.7,70.20,,,,,
72,09/29/21 08:36:39 PM,23621.2,70.30,,,,,
73,09/29/21 09:06:39 PM,23632.2,70.72,,,,,
74,09/29/21 09:36:39 PM,23640.1,70.84,,,,,
75,09/29/21 10:06:39 PM,23693.9,71.08,,,,,
76,09/29/21 10:36:39 PM,23722.5,70.86,,,,,
77,09/29/21 11:06:39 PM,23705.0,70.84,,,,,
78,09/29/21 11:36:39 PM,23698.7,71.10,,,,,
79,09/30/21 12:06:39 AM,23665.4,70.95,,,,,
80,09/30/21 12:36:39 AM,23689.1,70.93,,,,,
81,09/30/21 01:06:39 AM,23724.0,70.99,,,,,
82,09/30/21 01:36:39 AM,23624.3,70.70,,,,,
83,09/30/21 02:06:39 AM,23648.0,70.70,,,,,
84,09/30/21 02:36:39 AM,23622.8,70.50,,,,,
85,09/30/21 03:06:39 AM,23570.9,70.21,,,,,
86,09/30/21 03:36:39 AM,23614.9,70.34,,,,,
87,09/30/21 04:06:39 AM,23528.5,69.82,,,,,
88,09/30/21 04:36:39 AM,23311.1,68.40,,,,,
89,09/30/21 05:06:39 AM,23332.7,67.87,,,,,
90,09/30/21 05:36:39 AM,23349.7,67.95,,,,,
91,09/30/21 06:06:39 AM,23351.3,67.98,,,,,
92,09/30/21 06:36:39 AM,23394.6,68.00,,,,,
93,09/30/21 07:06:39 AM,23268.1,67.06,,,,,
94,09/30/21 07:36:39 AM,23209.9,66.58,,,,,
95,09/30/21 08:06:39 AM,23062.4,65.77,,,,,
96,09/30/21 08:36:39 AM,23029.2,65.66,,,,,
97,09/30/21 09:06:39 AM,23023.1,65.70,,,,,
98,09/30/21 09:36:39 AM,22993.0,65.82,,,,,
99,09/30/21 10:06:39 AM,22946.4,65.93,,,,,
100,09/30/21 10:36:39 AM,23018.6,66.15,,,,,
101,09/30/21 11:06:39 AM,22967.4,66.04,,,,,
102,09/30/21 11:36:39 AM,22987.0,66.54,,,,,
103,09/30/21 12:06:39 PM,22996.0,66.81,,,,,
104,09/30/21 12:36:39 PM,22987.0,66.90,,,,,
105,09/30/21 01:06:39 PM,22993.0,66.99,,,,,
106,09/30/21 01:36:39 PM,23017.1,67.21,,,,,
107,09/30/21 02:06:39 PM,23226.7,68.59,,,,,
108,09/30/21 02:36:39 PM,23209.9,68.67,,,,,
109,09/30/21 03:06:39 PM,23243.5,68.58,,,,,
110,09/30/21 03:36:39 PM,23151.9,68.27,,,,,
111,09/30/21 04:06:39 PM,23164.1,68.14,,,,,
112,09/30/21 04:36:39 PM,23118.5,67.82,,,,,
113,09/30/21 05:06:39 PM,23059.4,67.42,,,,,
114,09/30/21 05:36:39 PM,23069.9,67.57,,,,,
115,09/30/21 06:06:39 PM,23113.9,67.44,,,,,
116,09/30/21 06:36:39 PM,23113.9,67.28,,,,,
117,09/30/21 07:06:39 PM,23124.5,66.58,,,,,
118,09/30/21 07:36:39 PM,23063.9,66.45,,,,,
119,09/30/21 08:06:39 PM,23020.1,66.20,,,,,
120,09/30/21 08:36:39 PM,23014.1,66.22,,,,,
121,09/30/21 09:06:39 PM,22919.5,65.75,,,,,
122,09/30/21 09:36:39 PM,22783.9,65.46,,,,,
123,09/30/21 10:06:39 PM,22825.5,65.25,,,,,
124,09/30/21 10:36:39 PM,22701.2,65.26,,,,,
125,09/30/21 11:06:39 PM,22785.4,65.41,,,,,
126,09/30/21 11:36:39 PM,22879.1,65.79,,,,,
127,10/01/21 12:06:39 AM,22707.1,64.96,,,,,
128,10/01/21 12:36:39 AM,22623.3,64.38,,,,,
129,10/01/21 01:06:39 AM,22655.6,64.65,,,,,
130,10/01/21 01:36:39 AM,22630.6,64.51,,,,,
131,10/01/21 02:06:39 AM,22605.8,64.26,,,,,
132,10/01/21 02:36:39 AM,22613.1,64.31,,,,,
133,10/01/21 03:06:39 AM,22532.8,63.95,,,,,
134,10/01/21 03:36:39 AM,22531.3,64.11,,,,,
135,10/01/21 04:06:39 AM,23391.5,68.31,,,,,
136,10/01/21 04:36:39 AM,23295.8,67.24,,,,,
137,10/01/21 05:06:39 AM,23223.6,67.21,,,,,
138,10/01/21 05:36:39 AM,22870.2,65.01,,,,,
139,10/01/21 06:06:39 AM,22429.8,62.20,,,,,
140,10/01/21 06:36:39 AM,22598.4,63.46,,,,,
141,10/01/21 07:06:39 AM,22450.1,63.16,,,,,
142,10/01/21 07:36:39 AM,22442.8,62.92,,,,,
143,10/01/21 08:06:39 AM,23150.4,66.00,,,,,
144,10/01/21 08:36:39 AM,23012.6,65.26,,,,,
145,10/01/21 09:06:39 AM,22861.2,64.63,,,,,
146,10/01/21 09:36:39 AM,22994.5,65.23,,,,,
147,10/01/21 10:06:39 AM,23057.8,66.31,,,,,
148,10/01/21 10:36:39 AM,23441.2,67.77,,,,,
149,10/01/21 11:06:39 AM,23159.5,67.75,,,,,
150,10/01/21 11:36:39 AM,23326.6,67.89,,,,,
151,10/01/21 12:06:39 PM,23377.5,67.87,,,,,
152,10/01/21 12:36:39 PM,23424.1,68.27,,,,,
153,10/01/21 01:06:39 PM,23466.1,68.67,,,,,
154,10/01/21 01:36:39 PM,23441.2,68.61,,,,,
155,10/01/21 02:06:39 PM,23635.4,69.51,,,,,
156,10/01/21 02:36:39 PM,23659.1,70.16,,,,,
157,10/01/21 03:06:39 PM,23597.6,70.25,,,,,
158,10/01/21 03:36:39 PM,23614.9,70.38,,,,,
159,10/01/21 04:06:39 PM,23655.9,70.25,,,,,
160,10/01/21 04:36:39 PM,23695.5,70.25,,,,,
161,10/01/21 05:06:39 PM,23536.4,70.18,,,,,
162,10/01/21 05:36:39 PM,23514.4,69.37,,,,,
163,10/01/21 06:06:39 PM,23300.4,68.99,,,,,
164,10/01/21 06:36:39 PM,23553.6,69.91,,,,,
165,10/01/21 07:06:39 PM,23495.7,69.35,,,,,
166,10/01/21 07:36:39 PM,23547.3,69.44,,,,,
167,10/01/21 08:06:39 PM,23624.3,69.67,,,,,
168,10/01/21 08:36:39 PM,23578.7,69.48,,,,,
169,10/01/21 09:06:39 PM,23618.0,69.64,,,,,
170,10/01/21 09:36:39 PM,23602.3,69.62,,,,,
171,10/01/21 10:06:39 PM,23611.7,69.55,,,,,
172,10/01/21 10:36:39 PM,23635.4,69.62,,,,,
173,10/01/21 11:06:39 PM,23643.3,69.57,,,,,
174,10/01/21 11:36:39 PM,23646.4,69.53,,,,,
175,10/02/21 12:06:39 AM,23591.3,69.35,,,,,
176,10/02/21 12:36:39 AM,23566.1,69.30,,,,,
177,10/02/21 01:06:39 AM,23552.0,69.17,,,,,
178,10/02/21 01:36:39 AM,23586.6,69.28,,,,,
179,10/02/21 02:06:39 AM,23542.6,69.12,,,,,
180,10/02/21 02:36:39 AM,23495.7,68.90,,,,,
181,10/02/21 03:06:39 AM,23599.1,69.22,,,,,
182,10/02/21 03:36:39 AM,23681.2,69.31,,,,,
183,10/02/21 04:06:39 AM,23660.7,69.30,,,,,
184,10/02/21 04:36:39 AM,23690.7,69.31,,,,,
185,10/02/21 05:06:39 AM,23712.9,69.26,,,,,
186,10/02/21 05:36:39 AM,23744.7,69.24,,,,,
187,10/02/21 06:06:39 AM,23746.3,69.04,,,,,
188,10/02/21 06:36:39 AM,23686.0,68.49,,,,,
189,10/02/21 07:06:39 AM,23733.6,68.76,,,,,
190,10/02/21 07:36:39 AM,23757.4,68.50,,,,,
191,10/02/21 08:06:39 AM,23644.9,68.00,,,,,
192,10/02/21 08:36:39 AM,23703.4,68.25,,,,,
193,10/02/21 09:06:39 AM,23621.2,67.89,,,,,
194,10/02/21 09:36:39 AM,23703.4,68.20,,,,,
195,10/02/21 10:06:39 AM,23643.3,68.00,,,,,
196,10/02/21 10:36:39 AM,23697.1,68.40,,,,,
197,10/02/21 11:06:39 AM,23629.1,68.09,,,,,
198,10/02/21 11:36:39 AM,23616.5,68.14,,,,,
199,10/02/21 12:06:39 PM,23616.5,68.32,,,,,
200,10/02/21 12:36:39 PM,23630.7,68.38,,,,,
201,10/02/21 01:06:39 PM,23671.7,68.67,,,,,
202,10/02/21 01:36:39 PM,23720.9,69.10,,,,,
203,10/02/21 02:06:39 PM,23770.2,69.17,,,,,
204,10/02/21 02:36:39 PM,23782.9,69.24,,,,,
205,10/02/21 03:06:39 PM,23790.9,69.42,,,,,
206,10/02/21 03:36:39 PM,23802.1,69.48,,,,,
207,10/02/21 04:06:39 PM,23786.1,69.67,,,,,
208,10/02/21 04:36:39 PM,23776.6,69.53,,,,,
209,10/02/21 05:06:39 PM,23861.3,69.40,,,,,
210,10/02/21 05:36:39 PM,23829.3,69.48,,,,,
211,10/02/21 06:06:39 PM,23838.9,69.40,,,,,
212,10/02/21 06:36:39 PM,23861.3,69.28,,,,,
213,10/02/21 07:06:39 PM,23859.7,69.22,,,,,
214,10/02/21 07:36:39 PM,23882.2,69.13,,,,,
215,10/02/21 08:06:39 PM,23879.0,69.10,,,,,
216,10/02/21 08:36:39 PM,23877.4,68.92,,,,,
217,10/02/21 09:06:39 PM,23856.5,68.83,,,,,
218,10/02/21 09:36:39 PM,23861.3,68.74,,,,,
219,10/02/21 10:06:39 PM,23835.7,68.63,,,,,
220,10/02/21 10:36:39 PM,23821.3,68.58,,,,,
221,10/02/21 11:06:39 PM,23853.3,68.67,,,,,
222,10/02/21 11:36:39 PM,23800.5,68.32,,,,,
223,10/03/21 12:06:39 AM,23728.8,68.07,,,,,
224,10/03/21 12:36:39 AM,23663.8,67.77,,,,,
225,10/03/21 01:06:39 AM,23649.6,67.82,,,,,
226,10/03/21 01:36:39 AM,23733.6,68.22,,,,,
227,10/03/21 02:06:39 AM,23698.7,68.22,,,,,
228,10/03/21 02:36:39 AM,23655.9,68.00,,,,,
229,10/03/21 03:06:39 AM,23654.3,67.95,,,,,
230,10/03/21 03:36:39 AM,23687.6,68.11,,,,,
231,10/03/21 04:06:39 AM,23701.8,68.14,,,,,
232,10/03/21 04:36:39 AM,23744.7,68.32,,,,,
233,10/03/21 05:06:39 AM,23703.4,68.14,,,,,
234,10/03/21 05:36:39 AM,23786.1,68.45,,,,,
235,10/03/21 06:06:39 AM,23790.9,68.49,,,,,
236,10/03/21 06:36:39 AM,23862.9,68.67,,,,,
237,10/03/21 07:06:39 AM,23883.8,68.74,,,,,
238,10/03/21 07:36:39 AM,23805.3,68.47,,,,,
239,10/03/21 08:06:39 AM,23808.5,68.49,,,,,
240,10/03/21 08:36:39 AM,23739.9,68.25,,,,,
241,10/03/21 09:06:39 AM,23720.9,68.38,,,,,
242,10/03/21 09:36:39 AM,23703.4,68.31,,,,,
243,10/03/21 10:06:39 AM,23782.9,68.54,,,,,
244,10/03/21 10:36:39 AM,23739.9,68.45,,,,,
245,10/03/21 11:06:39 AM,23810.1,68.61,,,,,
246,10/03/21 11:36:39 AM,23821.3,68.70,,,,,
247,10/03/21 12:06:39 PM,23768.6,68.65,,,,,
248,10/03/21 12:36:39 PM,23830.9,69.15,,,,,
249,10/03/21 01:06:39 PM,23832.5,69.39,,,,,
250,10/03/21 01:36:39 PM,23762.2,69.93,,,,,
251,10/03/21 02:06:39 PM,23803.7,69.93,,,,,
252,10/03/21 02:36:39 PM,23797.3,70.02,,,,,
253,10/03/21 03:06:39 PM,23762.2,70.12,,,,,
254,10/03/21 03:36:39 PM,23806.9,70.03,,,,,
255,10/03/21 04:06:39 PM,23663.8,70.39,,,,,
256,10/03/21 04:36:39 PM,23735.2,70.21,,,,,
257,10/03/21 05:06:39 PM,23759.0,70.02,,,,,
258,10/03/21 05:36:39 PM,23712.9,70.02,,,,,
259,10/03/21 06:06:39 PM,23767.0,69.75,,,,,
260,10/03/21 06:36:39 PM,23738.3,69.73,,,,,
261,10/03/21 07:06:39 PM,23712.9,69.64,,,,,
262,10/03/21 07:36:39 PM,23619.6,69.62,,,,,
263,10/03/21 08:06:39 PM,23662.2,69.57,,,,,
264,10/03/21 08:36:39 PM,23692.3,69.57,,,,,
265,10/03/21 09:06:39 PM,23687.6,69.60,,,,,
266,10/03/21 09:36:39 PM,23690.7,69.53,,,,,
267,10/03/21 10:06:39 PM,23739.9,69.53,,,,,
268,10/03/21 10:36:39 PM,23779.7,69.40,,,,,
269,10/03/21 11:06:39 PM,23600.7,69.21,,,,,
270,10/03/21 11:36:39 PM,23638.5,69.28,,,,,
271,10/04/21 12:06:39 AM,23555.2,68.88,,,,,
272,10/04/21 12:36:39 AM,23539.5,68.85,,,,,
273,10/04/21 01:06:39 AM,23516.0,68.76,,,,,
274,10/04/21 01:36:39 AM,23537.9,68.79,,,,,
275,10/04/21 02:06:39 AM,23558.3,68.85,,,,,
276,10/04/21 02:36:39 AM,23592.9,68.83,,,,,
277,10/04/21 03:06:39 AM,23569.3,68.83,,,,,
278,10/04/21 03:36:39 AM,23614.9,68.86,,,,,
279,10/04/21 04:06:39 AM,23572.4,68.77,,,,,
280,10/04/21 04:36:39 AM,23407.0,68.36,,,,,
281,10/04/21 05:06:39 AM,23536.4,68.59,,,,,
282,10/04/21 05:36:39 AM,23561.4,68.72,,,,,
283,10/04/21 06:06:39 AM,23662.2,68.77,,,,,
284,10/04/21 06:36:39 AM,23613.3,68.70,,,,,
285,10/04/21 07:06:39 AM,23630.7,68.63,,,,,
286,10/04/21 07:36:39 AM,23263.5,67.86,,,,,
287,10/04/21 08:06:39 AM,23076.0,67.37,,,,,
288,10/04/21 08:36:39 AM,23162.6,67.57,,,,,
289,10/04/21 09:06:39 AM,23323.5,67.93,,,,,
290,10/04/21 09:36:39 AM,23470.7,68.18,,,,,
291,10/04/21 10:06:39 AM,23403.9,67.98,,,,,
292,10/04/21 10:36:39 AM,23065.4,67.50,,,,,
293,10/04/21 11:06:39 AM,23374.4,67.95,,,,,
294,10/04/21 11:36:39 AM,23337.4,67.93,,,,,
295,10/04/21 12:06:39 PM,23345.1,67.96,,,,,
296,10/04/21 12:36:39 PM,23113.9,67.60,,,,,
297,10/04/21 01:06:39 PM,23103.3,67.75,,,,,
298,10/04/21 01:36:39 PM,23235.9,68.02,,,,,
299,10/04/21 02:06:39 PM,23154.9,67.77,,,,,
300,10/04/21 02:36:39 PM,23223.6,67.84,,,,,
301,10/04/21 03:06:39 PM,23085.1,67.66,,,,,
302,10/04/21 03:36:39 PM,23159.5,67.75,,,,,
303,10/04/21 04:06:39 PM,23351.3,68.02,,,,,
304,10/04/21 04:36:39 PM,23209.9,67.84,,,,,
305,10/04/21 05:06:39 PM,23033.7,67.57,,,,,
306,10/04/21 05:36:39 PM,23050.3,67.57,,,,,
307,10/04/21 06:06:39 PM,23226.7,67.73,,,,,
308,10/04/21 06:36:39 PM,22652.7,66.63,,,,,
309,10/04/21 07:06:39 PM,22938.9,67.35,,,,,
310,10/04/21 07:36:39 PM,23038.2,67.53,,,,,
311,10/04/21 08:06:39 PM,22947.9,67.32,,,,,
312,10/04/21 08:36:39 PM,22830.0,66.67,,,,,
313,10/04/21 09:06:39 PM,23214.5,67.53,,,,,
314,10/04/21 09:36:39 PM,23068.4,67.37,,,,,
315,10/04/21 10:06:39 PM,22871.6,67.10,,,,,
316,10/04/21 10:36:39 PM,23455.2,68.02,,,,,
317,10/04/21 11:06:39 PM,23505.1,68.07,,,,,
318,10/04/21 11:36:39 PM,23445.8,67.95,,,,,
319,10/05/21 12:06:39 AM,23041.2,67.35,,,,,
320,10/05/21 12:36:39 AM,22812.1,66.94,,,,,
321,10/05/21 01:06:39 AM,22665.9,66.65,,,,,
322,10/05/21 01:36:39 AM,22484.8,66.18,,,,,
323,10/05/21 02:06:39 AM,22118.2,65.12,,,,,
324,10/05/21 02:36:39 AM,22386.5,65.89,,,,,
325,10/05/21 03:06:39 AM,22643.8,66.22,,,,,
326,10/05/21 03:36:39 AM,22428.4,65.89,,,,,
327,10/05/21 04:06:39 AM,22535.7,65.16,,,,,
328,10/05/21 04:36:39 AM,22298.9,65.23,,,,,
329,10/05/21 05:06:39 AM,22497.9,65.21,,,,,
330,10/05/21 05:36:39 AM,22744.0,66.22,,,,,
331,10/05/21 06:06:39 AM,22973.4,66.56,,,,,
332,10/05/21 06:36:39 AM,22958.4,66.60,,,,,
333,10/05/21 07:06:39 AM,22934.4,66.58,,,,,
334,10/05/21 07:36:39 AM,23053.3,66.90,,,,,
335,10/05/21 08:06:39 AM,22831.4,66.54,,,,,
336,10/05/21 08:36:39 AM,22738.1,65.16,,,,,
337,10/05/21 09:06:39 AM,22749.9,65.14,,,,,
338,10/05/21 09:36:39 AM,22830.0,65.37,,,,,
339,10/05/21 10:06:39 AM,22891.1,65.48,,,,,
340,10/05/21 10:36:39 AM,22772.1,65.57,,,,,
341,10/05/21 11:06:39 AM,22567.8,64.96,,,,,
342,10/05/21 11:36:39 AM,22723.3,65.34,,,,,
343,10/05/21 12:06:39 PM,22598.4,65.14,,,,,
344,10/05/21 12:36:39 PM,22566.3,65.14,,,,,
345,10/05/21 01:06:39 PM,22518.2,65.21,,,,,
346,10/05/21 01:36:39 PM,22386.5,65.21,,,,,
347,10/05/21 02:06:39 PM,22629.2,65.37,,,,,
348,10/05/21 02:36:39 PM,22545.9,65.37,,,,,
349,10/05/21 03:06:39 PM,22221.8,65.21,,,,,
350,10/05/21 03:36:39 PM,22033.7,64.98,,,,,
351,10/05/21 04:06:39 PM,22393.7,65.57,,,,,
352,10/05/21 04:36:39 PM,22060.4,65.03,,,,,
353,10/05/21 05:06:39 PM,22186.3,65.34,,,,,
354,10/05/21 05:36:39 PM,22714.5,65.88,,,,,
355,10/05/21 06:06:39 PM,22775.0,66.31,,,,,
356,10/05/21 06:36:39 PM,22585.3,65.89,,,,,
357,10/05/21 07:06:39 PM,22576.5,65.98,,,,,
358,10/05/21 07:36:39 PM,23073.0,66.42,,,,,
359,10/05/21 08:06:39 PM,23234.4,66.56,,,,,
360,10/05/21 08:36:39 PM,23092.7,66.52,,,,,
361,10/05/21 09:06:39 PM,22982.5,66.51,,,,,
362,10/05/21 09:36:39 PM,22651.2,65.23,,,,,
363,10/05/21 10:06:39 PM,22767.6,65.08,,,,,
364,10/05/21 10:36:39 PM,22847.8,65.50,,,,,
365,10/05/21 11:06:39 PM,22818.1,65.64,,,,,
366,10/05/21 11:36:39 PM,22973.4,66.02,,,,,
367,10/06/21 12:06:39 AM,22964.4,66.06,,,,,
368,10/06/21 12:36:39 AM,22868.7,65.89,,,,,
369,10/06/21 01:06:39 AM,22858.2,65.86,,,,,
370,10/06/21 01:36:39 AM,22921.0,66.29,,,,,
371,10/06/21 02:06:39 AM,22847.8,66.04,,,,,
372,10/06/21 02:36:39 AM,22396.6,65.50,,,,,
373,10/06/21 03:06:39 AM,22919.5,66.11,,,,,
374,10/06/21 03:36:39 AM,22943.4,66.15,,,,,
375,10/06/21 04:06:39 AM,22431.3,65.48,,,,,
376,10/06/21 04:36:39 AM,22772.1,65.39,,,,,
377,10/06/21 05:06:39 AM,23162.6,66.11,,,,,
378,10/06/21 05:36:39 AM,23110.9,66.02,,,,,
379,10/06/21 06:06:39 AM,23208.3,66.15,,,,,
380,10/06/21 06:36:39 AM,23288.1,66.27,,,,,
381,10/06/21 07:06:39 AM,23371.4,66.02,,,,,
382,10/06/21 07:36:39 AM,23577.1,66.38,,,,,
383,10/06/21 08:06:39 AM,23689.1,66.51,,,,,
384,10/06/21 08:36:39 AM,23627.5,66.43,,,,,
385,10/06/21 09:06:39 AM,23749.5,66.70,,,,,
386,10/06/21 09:36:39 AM,23654.3,66.40,,,,,
387,10/06/21 10:06:39 AM,23456.7,66.33,,,,,
388,10/06/21 10:36:39 AM,23581.9,66.42,,,,,
389,10/06/21 11:06:39 AM,23411.6,66.29,,,,,
390,10/06/21 11:36:39 AM,23531.7,66.60,,,,,
391,10/06/21 12:06:39 PM,23497.3,66.34,,,,,
392,10/06/21 12:36:39 PM,23129.1,66.16,,,,,
393,10/06/21 01:06:39 PM,23219.0,66.40,,,,,
394,10/06/21 01:36:39 PM,23144.3,67.03,,,,,
395,10/06/21 02:06:39 PM,23292.7,67.08,,,,,
396,10/06/21 02:36:39 PM,23323.5,67.28,,,,,
397,10/06/21 03:06:39 PM,23126.0,67.37,,,,,
398,10/06/21 03:36:39 PM,23033.7,67.55,,,,,
399,10/06/21 04:06:39 PM,23144.3,67.57,,,,,
400,10/06/21 04:36:39 PM,23269.6,67.59,,,,,
401,10/06/21 05:06:39 PM,23283.5,67.66,,,,,
402,10/06/21 05:36:39 PM,23461.4,67.69,,,,,
403,10/06/21 06:06:39 PM,23489.5,67.69,,,,,
404,10/06/21 06:36:39 PM,23662.2,67.71,,,,,
405,10/06/21 07:06:39 PM,23719.3,67.69,,,,,
406,10/06/21 07:36:39 PM,23667.0,67.71,,,,,
407,10/06/21 08:06:39 PM,23712.9,67.73,,,,,
408,10/06/21 08:36:39 PM,23827.7,67.77,,,,,
409,10/06/21 09:06:39 PM,23888.7,67.73,,,,,
410,10/06/21 09:36:39 PM,23899.9,67.73,,,,,
411,10/06/21 10:06:39 PM,23906.4,67.73,,,,,
412,10/06/21 10:36:39 PM,23899.9,67.75,,,,,
413,10/06/21 11:06:39 PM,23924.1,67.80,,,,,
414,10/06/21 11:36:39 PM,23927.3,67.82,,,,,
415,10/07/21 12:06:39 AM,23903.1,67.46,,,,,
416,10/07/21 12:36:39 AM,23962.8,67.68,,,,,
417,10/07/21 01:06:39 AM,23996.8,67.62,,,,,
418,10/07/21 01:36:39 AM,24021.2,67.68,,,,,
419,10/07/21 02:06:39 AM,23858.1,67.62,,,,,
420,10/07/21 02:36:39 AM,23848.5,67.46,,,,,
421,10/07/21 03:06:39 AM,23832.5,67.32,,,,,
422,10/07/21 03:36:39 AM,23822.9,67.33,,,,,
423,10/07/21 04:06:39 AM,23832.5,67.35,,,,,
424,10/07/21 04:36:39 AM,23657.5,67.17,,,,,
425,10/07/21 05:06:39 AM,23673.3,67.06,,,,,
426,10/07/21 05:36:39 AM,23665.4,66.99,,,,,
427,10/07/21 06:06:39 AM,23703.4,67.06,,,,,
428,10/07/21 06:36:39 AM,23962.8,67.66,,,,,
429,10/07/21 07:06:39 AM,23778.2,67.19,,,,,
430,10/07/21 07:36:39 AM,23822.9,67.24,,,,,
431,10/07/21 08:06:39 AM,23893.5,67.37,,,,,
432,10/07/21 08:36:39 AM,23980.6,67.59,,,,,
433,10/07/21 09:06:39 AM,23979.0,67.62,,,,,
434,10/07/21 09:36:39 AM,24114.1,67.87,,,,,
435,10/07/21 10:06:39 AM,24155.0,67.96,,,,,
436,10/07/21 10:36:39 AM,24166.5,68.02,,,,,
437,10/07/21 11:06:39 AM,24171.4,67.98,,,,,
438,10/07/21 11:36:39 AM,24074.9,68.11,,,,,
439,10/07/21 12:06:39 PM,24097.7,68.45,,,,,
