,Date,Temperature (C),pH,Battery
3045,2022-10-01 21:05:02,17.28,7.8256,8.58
3046,2022-10-01 22:04:56,17.26,7.8121,8.58
3047,2022-10-01 23:04:59,17.24,7.8303,8.58
3048,2022-10-02 00:05:02,17.17,7.8107,8.58
3049,2022-10-02 01:04:56,17.03,7.7126,8.57
3050,2022-10-02 02:04:59,16.89,7.5538,8.57
3053,2022-10-02 05:04:59,17.03,7.6054,8.56
3054,2022-10-02 06:05:02,17.07,7.7235,8.56
3055,2022-10-02 07:04:56,17.0,7.7447,8.57
3056,2022-10-02 08:04:59,17.05,7.765,8.56
3057,2022-10-02 09:05:02,17.03,7.7499,8.56
3058,2022-10-02 10:04:56,16.98,7.7495,8.56
3059,2022-10-02 11:04:59,16.93,7.7373,8.56
3060,2022-10-02 12:05:02,16.86,7.7247,8.55
3061,2022-10-02 13:04:56,16.79,7.7596,8.55
3062,2022-10-02 14:04:59,16.58,7.625,8.55
3063,2022-10-02 15:05:02,16.35,7.4083,8.54
3064,2022-10-02 16:04:56,16.51,7.6303,8.53
3065,2022-10-02 17:04:59,16.49,7.7489,8.53
3066,2022-10-02 18:05:02,16.42,7.8624,8.53
3067,2022-10-02 19:04:56,16.3,7.8718,8.53
3068,2022-10-02 20:04:59,16.18,7.8572,8.53
3069,2022-10-02 21:05:02,16.11,7.9113,8.52
3070,2022-10-02 22:04:56,15.9,7.9254,8.51
3071,2022-10-02 23:04:59,15.81,7.855,8.51
3072,2022-10-03 00:05:02,15.72,7.8953,8.5
3073,2022-10-03 01:04:56,15.65,7.8318,8.5
3074,2022-10-03 02:04:59,15.26,7.7627,8.49
3075,2022-10-03 03:05:02,14.93,7.6864,8.47
3076,2022-10-03 04:04:56,14.77,7.5435,8.46
3077,2022-10-03 05:04:59,14.7,7.4362,8.46
3078,2022-10-03 06:05:02,14.86,7.6511,8.45
3079,2022-10-03 07:04:56,14.84,7.7623,8.45
3080,2022-10-03 08:04:59,14.84,7.7818,8.45
3081,2022-10-03 09:05:02,14.82,7.8188,8.44
3082,2022-10-03 10:04:56,14.82,7.8167,8.44
3083,2022-10-03 11:04:59,14.86,7.81,8.44
3084,2022-10-03 12:05:02,14.75,7.8064,8.44
3085,2022-10-03 13:04:56,14.66,7.7877,8.44
3086,2022-10-03 14:04:59,14.52,7.8,8.43
3087,2022-10-03 15:05:02,14.34,7.7741,8.43
3088,2022-10-03 16:04:56,14.18,7.6291,8.42
3089,2022-10-03 17:04:59,14.18,7.5059,8.42
3090,2022-10-03 18:05:02,14.47,7.8773,8.42
3091,2022-10-03 19:04:56,14.5,7.8794,8.42
3092,2022-10-03 20:04:59,14.41,7.8897,8.42
3093,2022-10-03 21:05:02,14.43,7.9014,8.42
3094,2022-10-03 22:04:56,14.38,7.8871,8.42
3095,2022-10-03 23:04:59,14.31,7.9343,8.42
3096,2022-10-04 00:05:02,14.24,7.8964,8.41
3097,2022-10-04 01:04:56,14.22,7.9035,8.41
3098,2022-10-04 02:04:59,14.15,7.8461,8.4
3099,2022-10-04 03:05:02,13.86,7.8136,8.4
3100,2022-10-04 04:04:56,13.65,7.7115,8.39
3101,2022-10-04 05:04:59,13.51,7.593,8.38
3103,2022-10-04 07:04:56,13.51,7.534,8.37
3104,2022-10-04 08:04:59,13.67,7.8242,8.37
3105,2022-10-04 09:05:02,13.65,7.8072,8.37
3106,2022-10-04 10:04:56,13.61,7.7993,8.37
3107,2022-10-04 11:04:59,13.65,7.7771,8.37
3108,2022-10-04 12:05:02,13.72,7.7792,8.37
3109,2022-10-04 13:04:56,13.72,7.7318,8.37
3110,2022-10-04 14:04:59,13.7,7.7309,8.37
3111,2022-10-04 15:05:02,13.7,7.6708,8.37
3112,2022-10-04 17:04:59,13.72,7.5495,8.37
3113,2022-10-04 18:05:02,13.81,7.5518,8.37
3114,2022-10-04 19:04:56,14.18,7.7544,8.38
3115,2022-10-04 20:04:59,14.24,7.8261,8.39
3116,2022-10-04 21:05:02,14.29,7.8105,8.39
3117,2022-10-04 22:04:56,14.34,7.8115,8.39
3118,2022-10-04 23:04:59,14.45,7.7991,8.39
3119,2022-10-05 00:05:02,14.5,7.7997,8.4
3120,2022-10-05 01:04:56,14.47,7.7896,8.4
3121,2022-10-05 02:04:59,14.5,7.7751,8.4
3122,2022-10-05 03:05:02,14.52,7.7795,8.4
3123,2022-10-05 04:04:56,14.47,7.7118,8.4
3124,2022-10-05 05:04:59,14.43,7.6238,8.4
3125,2022-10-05 06:05:02,14.38,7.4858,8.4
3126,2022-10-05 07:04:56,14.34,7.411,8.39
3128,2022-10-05 09:05:02,14.63,7.7307,8.39
3129,2022-10-05 10:04:56,14.61,7.7416,8.4
3130,2022-10-05 11:04:59,14.73,7.7509,8.4
3131,2022-10-05 12:05:02,14.86,7.7698,8.4
3132,2022-10-05 13:04:56,14.93,7.7712,8.41
3133,2022-10-05 14:04:59,14.98,7.7687,8.41
3134,2022-10-05 15:05:02,15.12,7.7881,8.42
3135,2022-10-05 16:04:56,15.21,7.7529,8.42
3136,2022-10-05 17:04:59,15.35,7.6941,8.42
3137,2022-10-05 18:05:02,15.46,7.5586,8.43
3138,2022-10-05 19:04:56,15.51,7.49,8.43
3139,2022-10-05 20:04:59,15.6,7.8077,8.43
3140,2022-10-05 21:05:02,15.72,7.829,8.44
3141,2022-10-05 22:04:56,15.7,7.8365,8.44
3142,2022-10-05 23:04:59,15.63,7.8857,8.44
3143,2022-10-06 00:05:02,15.67,7.8603,8.44
3144,2022-10-06 01:04:56,15.67,7.8507,8.44
3145,2022-10-06 02:04:59,15.67,7.847,8.44
3146,2022-10-06 03:05:02,15.67,7.8696,8.44
3147,2022-10-06 04:04:56,15.65,7.8353,8.44
3148,2022-10-06 05:04:59,15.58,7.813,8.44
3149,2022-10-06 06:05:02,15.56,7.7033,8.43
3150,2022-10-06 07:04:56,15.51,7.5532,8.43
3151,2022-10-06 08:04:59,15.49,7.3935,8.43
3153,2022-10-06 10:04:56,15.74,7.7664,8.43
3154,2022-10-06 11:04:59,15.72,7.7829,8.43
3155,2022-10-06 12:05:02,15.74,7.8178,8.43
3156,2022-10-06 13:04:56,15.77,7.8478,8.43
3157,2022-10-06 14:04:59,15.79,7.8366,8.43
3158,2022-10-06 15:05:02,15.86,7.8394,8.43
3159,2022-10-06 16:04:56,15.93,7.7996,8.44
3160,2022-10-06 17:04:59,16.14,7.8364,8.44
3161,2022-10-06 18:05:02,16.37,7.7,8.44
3162,2022-10-06 19:04:56,16.63,7.5485,8.45
3163,2022-10-06 20:04:59,16.77,7.4396,8.46
3164,2022-10-06 21:05:02,16.77,7.7729,8.47
3165,2022-10-06 22:04:56,16.65,7.8893,8.47
3166,2022-10-06 23:04:59,16.58,7.7156,8.47
3167,2022-10-07 00:05:02,16.51,7.8236,8.46
3168,2022-10-07 01:04:56,16.39,7.9701,8.46
3169,2022-10-07 02:04:59,16.35,7.94,8.46
3170,2022-10-07 03:05:02,16.3,7.7698,8.45
3171,2022-10-07 04:04:56,16.28,7.8501,8.45
3172,2022-10-07 05:04:59,16.25,7.9162,8.44
3173,2022-10-07 06:05:02,16.11,7.8253,8.44
3174,2022-10-07 07:04:56,15.97,7.7306,8.43
3175,2022-10-07 08:04:59,15.93,7.576,8.43
3178,2022-10-07 11:04:59,16.04,7.6873,8.42
3179,2022-10-07 12:05:02,16.02,7.7923,8.42
3180,2022-10-07 13:04:56,16.14,7.8691,8.42
3181,2022-10-07 14:04:59,16.16,7.8692,8.43
3182,2022-10-07 15:05:02,16.25,7.8962,8.43
3183,2022-10-07 16:04:56,16.39,7.8786,8.43
3184,2022-10-07 17:04:59,16.67,7.8193,8.43
3185,2022-10-07 18:05:02,17.05,7.813,8.44
3186,2022-10-07 19:04:56,17.85,7.7834,8.46
3187,2022-10-07 20:04:59,18.28,7.6558,8.48
3188,2022-10-07 21:05:02,18.35,7.5133,8.5
3189,2022-10-07 22:04:56,18.3,7.4505,8.51
3190,2022-10-07 23:04:59,17.38,7.8468,8.49
3191,2022-10-08 00:05:02,17.26,7.8582,8.48
3192,2022-10-08 01:04:56,17.17,7.8491,8.47
3193,2022-10-08 02:04:59,17.0,7.892,8.47
3194,2022-10-08 03:05:02,16.93,7.8843,8.46
3195,2022-10-08 04:04:56,16.89,7.9093,8.46
3196,2022-10-08 05:04:59,16.89,7.8588,8.45
3197,2022-10-08 06:05:02,16.84,7.8333,8.45
3198,2022-10-08 07:04:56,16.77,7.7552,8.45
3199,2022-10-08 08:04:59,16.7,7.6586,8.44
3200,2022-10-08 09:05:02,16.72,7.3915,8.44
3202,2022-10-08 11:04:59,16.42,7.7224,8.44
3203,2022-10-08 12:05:02,16.44,7.7926,8.43
3204,2022-10-08 13:04:56,16.35,7.7954,8.42
3205,2022-10-08 14:04:59,16.11,7.7698,8.42
3206,2022-10-08 15:05:02,16.23,7.7989,8.41
3207,2022-10-08 16:04:56,16.3,7.84,8.41
3208,2022-10-08 17:04:59,16.39,7.8554,8.41
3209,2022-10-08 18:05:02,16.6,7.7772,8.41
3210,2022-10-08 19:04:56,16.86,7.7871,8.42
3211,2022-10-08 20:04:59,17.33,7.6877,8.43
3212,2022-10-08 21:05:02,17.54,7.5082,8.44
3214,2022-10-08 23:04:59,16.77,7.7507,8.44
3215,2022-10-09 00:05:02,16.42,7.8373,8.43
3216,2022-10-09 01:04:56,16.35,7.8338,8.42
3217,2022-10-09 02:04:59,16.18,7.8294,8.41
3218,2022-10-09 03:05:02,16.09,7.834,8.4
3219,2022-10-09 04:04:56,16.04,7.8335,8.39
3220,2022-10-09 05:04:59,15.97,7.8207,8.38
3221,2022-10-09 06:05:02,15.86,7.8308,8.38
3222,2022-10-09 07:04:56,15.72,7.8172,8.37
3223,2022-10-09 08:04:59,15.35,7.7758,8.36
3224,2022-10-09 09:05:02,15.14,7.6623,8.35
3225,2022-10-09 10:04:56,15.12,7.4416,8.34
3227,2022-10-09 12:05:02,15.26,7.7077,8.33
3228,2022-10-09 13:04:56,15.28,7.7142,8.33
3229,2022-10-09 14:04:59,15.33,7.7254,8.33
3230,2022-10-09 15:05:02,15.35,7.7652,8.33
3231,2022-10-09 16:04:56,15.4,7.7894,8.33
3232,2022-10-09 17:04:59,15.51,7.7849,8.33
3233,2022-10-09 18:05:02,15.7,7.7664,8.34
3234,2022-10-09 19:04:56,15.79,7.7907,8.34
3235,2022-10-09 20:04:59,16.18,7.7661,8.35
3236,2022-10-09 21:05:02,16.51,7.7033,8.36
3237,2022-10-09 22:04:56,16.42,7.5748,8.38
3238,2022-10-09 23:04:59,16.28,7.4214,8.38
3239,2022-10-10 00:05:02,15.44,7.5531,8.37
3240,2022-10-10 01:04:56,15.05,7.7384,8.35
3241,2022-10-10 02:04:59,15.03,7.7858,8.33
3242,2022-10-10 03:05:02,15.09,7.84,8.32
3243,2022-10-10 04:04:56,15.0,7.8324,8.32
3244,2022-10-10 05:04:59,15.0,7.7989,8.31
3245,2022-10-10 06:05:02,15.0,7.834,8.31
3246,2022-10-10 07:04:56,14.86,7.846,8.31
3247,2022-10-10 08:04:59,14.7,7.8456,8.3
3248,2022-10-10 09:05:02,14.43,7.7219,8.29
3249,2022-10-10 10:04:56,14.29,7.6341,8.28
3250,2022-10-10 11:04:59,14.27,7.5677,8.28
3251,2022-10-10 12:05:02,14.38,7.6254,8.27
3252,2022-10-10 13:04:56,14.82,7.8477,8.28
3253,2022-10-10 14:04:59,14.98,7.8854,8.29
3254,2022-10-10 15:05:02,15.14,7.922,8.29
3255,2022-10-10 16:04:56,15.33,7.8971,8.3
3256,2022-10-10 17:04:59,15.46,7.9385,8.31
3257,2022-10-10 18:05:02,15.58,8.0015,8.31
3258,2022-10-10 19:04:56,15.74,7.8921,8.32
3259,2022-10-10 20:04:59,15.79,7.8832,8.32
3260,2022-10-10 21:05:02,16.16,7.8544,8.33
3261,2022-10-10 22:04:56,16.3,7.8603,8.34
3262,2022-10-10 23:04:59,16.14,7.6242,8.35
3263,2022-10-11 00:05:02,16.02,7.5814,8.35
3264,2022-10-11 01:04:56,15.63,7.799,8.34
3265,2022-10-11 02:04:59,15.44,7.8119,8.33
3266,2022-10-11 03:05:02,15.4,7.8831,8.32
3267,2022-10-11 04:04:56,15.44,7.8804,8.32
3268,2022-10-11 05:04:59,15.44,7.8257,8.32
3269,2022-10-11 06:05:02,15.44,7.8847,8.31
3270,2022-10-11 07:04:56,15.42,7.8576,8.31
3271,2022-10-11 08:04:59,15.26,7.9099,8.31
3272,2022-10-11 09:05:02,15.07,7.8703,8.31
3273,2022-10-11 10:04:56,14.75,7.7839,8.29
3274,2022-10-11 11:04:59,14.63,7.599,8.28
3275,2022-10-11 12:05:02,14.59,7.5039,8.27
3276,2022-10-11 13:04:56,15.05,7.8663,8.27
3277,2022-10-11 14:04:59,15.28,7.8241,8.28
3278,2022-10-11 15:05:02,15.53,7.8825,8.29
3279,2022-10-11 16:04:56,15.84,7.8579,8.3
3280,2022-10-11 17:04:59,16.09,7.964,8.31
3281,2022-10-11 18:05:02,16.23,7.9119,8.32
3282,2022-10-11 19:04:56,16.37,7.8747,8.33
3283,2022-10-11 20:04:59,16.44,7.885,8.33
3284,2022-10-11 21:05:02,16.51,7.9101,8.34
3285,2022-10-11 22:04:56,16.79,7.8078,8.35
3286,2022-10-11 23:04:59,16.58,7.6744,8.35
3287,2022-10-12 00:05:02,16.37,7.4825,8.35
3289,2022-10-12 02:04:59,16.09,7.8394,8.33
3290,2022-10-12 03:05:02,15.93,7.7993,8.33
3291,2022-10-12 04:04:56,15.74,7.7147,8.32
3292,2022-10-12 05:04:59,15.65,7.8717,8.31
3293,2022-10-12 06:05:02,15.7,7.8344,8.31
3294,2022-10-12 07:04:56,15.72,7.8587,8.31
3295,2022-10-12 08:04:59,15.63,7.8771,8.3
3296,2022-10-12 09:05:02,15.51,7.8559,8.29
3297,2022-10-12 10:04:56,15.4,7.7742,8.29
3298,2022-10-12 11:04:59,15.28,7.7404,8.28
3299,2022-10-12 12:05:02,15.21,7.5545,8.28
3300,2022-10-12 13:04:56,15.26,7.4355,8.28
3301,2022-10-12 14:04:59,15.6,7.8185,8.28
3302,2022-10-12 15:05:02,15.77,7.7957,8.28
3303,2022-10-12 16:04:56,15.93,7.8708,8.29
3304,2022-10-12 17:04:59,16.16,7.8836,8.29
3305,2022-10-12 18:05:02,16.39,7.9331,8.31
3306,2022-10-12 19:04:56,16.44,7.8844,8.31
3307,2022-10-12 20:04:59,16.53,7.8727,8.32
3308,2022-10-12 21:05:02,16.63,7.91,8.32
3309,2022-10-12 22:04:56,16.72,7.8603,8.33
3310,2022-10-12 23:04:59,16.98,7.778,8.33
3311,2022-10-13 00:05:02,16.89,7.6437,8.34
3312,2022-10-13 01:04:56,16.81,7.477,8.34
3313,2022-10-13 02:04:59,16.74,7.4985,8.33
3314,2022-10-13 03:05:02,16.18,7.825,8.32
3315,2022-10-13 04:04:56,16.07,7.8668,8.31
3316,2022-10-13 05:04:59,16.0,7.8071,8.31
3317,2022-10-13 06:05:02,16.04,7.8189,8.3
3318,2022-10-13 07:04:56,16.07,7.8699,8.29
3319,2022-10-13 08:04:59,16.0,7.8283,8.29
3320,2022-10-13 09:05:02,15.95,7.8397,8.29
3321,2022-10-13 10:04:56,15.9,7.8003,8.29
3322,2022-10-13 11:04:59,15.81,7.7669,8.28
3323,2022-10-13 12:05:02,15.72,7.701,8.28
3324,2022-10-13 13:04:56,15.79,7.6745,8.27
3325,2022-10-13 14:04:59,15.86,7.6682,8.28
3326,2022-10-13 15:05:02,16.07,7.8383,8.28
3327,2022-10-13 16:04:56,16.11,7.8173,8.28
3328,2022-10-13 17:04:59,16.3,7.8626,8.28
3329,2022-10-13 18:05:02,16.46,7.8098,8.29
3330,2022-10-13 19:04:56,16.51,7.8665,8.29
3331,2022-10-13 20:04:59,16.51,7.8816,8.29
3332,2022-10-13 21:05:02,16.49,7.8363,8.3
3333,2022-10-13 22:04:56,16.51,7.8123,8.3
3334,2022-10-13 23:04:59,16.53,7.7675,8.29
3335,2022-10-14 00:05:02,16.58,7.7191,8.29
3336,2022-10-14 01:04:56,16.56,7.6139,8.3
3337,2022-10-14 02:04:59,16.56,7.5155,8.29
3339,2022-10-14 04:04:56,16.44,7.7437,8.29
3340,2022-10-14 05:04:59,16.44,7.7886,8.29
3341,2022-10-14 06:05:02,16.44,7.814,8.29
3342,2022-10-14 07:04:56,16.44,7.77,8.28
3343,2022-10-14 08:04:59,16.49,7.7786,8.28
3344,2022-10-14 09:05:02,16.46,7.8311,8.28
3345,2022-10-14 10:04:56,16.49,7.8122,8.28
3346,2022-10-14 11:04:59,16.51,7.7765,8.28
3347,2022-10-14 12:05:02,16.56,7.7022,8.28
3348,2022-10-14 13:04:56,16.65,7.6836,8.28
3349,2022-10-14 14:04:59,16.74,7.6303,8.28
3350,2022-10-14 15:05:02,16.77,7.5722,8.29
3351,2022-10-14 16:04:56,16.72,7.7171,8.29
3352,2022-10-14 17:04:59,16.84,7.7344,8.29
3353,2022-10-14 18:05:02,16.81,7.708,8.29
3354,2022-10-14 19:04:56,16.79,7.7863,8.29
3355,2022-10-14 20:04:59,16.77,7.7969,8.29
3356,2022-10-14 21:05:02,16.77,7.747,8.29
3357,2022-10-14 22:04:56,16.81,7.7785,8.28
3358,2022-10-14 23:04:59,16.86,7.6995,8.28
3359,2022-10-15 00:05:02,17.05,7.654,8.29
3360,2022-10-15 01:04:56,17.14,7.4796,8.29
3363,2022-10-15 04:04:56,17.17,7.3842,8.3
3364,2022-10-15 05:04:59,16.42,7.6608,8.29
3365,2022-10-15 06:05:02,16.28,7.6486,8.27
3366,2022-10-15 07:04:56,16.28,7.7468,8.26
3367,2022-10-15 08:04:59,16.16,7.8286,8.25
3368,2022-10-15 09:05:02,16.09,7.8116,8.25
3369,2022-10-15 10:04:56,16.07,7.7954,8.25
3370,2022-10-15 11:04:59,16.07,7.8032,8.24
3371,2022-10-15 12:05:02,16.16,7.693,8.24
3372,2022-10-15 13:04:56,16.25,7.6074,8.24
3375,2022-10-15 16:04:56,16.11,7.7135,8.25
3376,2022-10-15 17:04:59,16.25,7.7493,8.24
3377,2022-10-15 18:05:02,16.37,7.7932,8.24
3378,2022-10-15 19:04:56,16.65,7.8646,8.25
3379,2022-10-15 20:04:59,16.72,7.8286,8.25
3380,2022-10-15 21:05:02,16.74,7.7813,8.25
3381,2022-10-15 22:04:56,16.74,7.8133,8.25
3382,2022-10-15 23:04:59,16.65,7.8356,8.25
3383,2022-10-16 00:05:02,16.56,7.76,8.25
3384,2022-10-16 01:04:56,16.53,7.7447,8.25
3385,2022-10-16 02:04:59,16.53,7.6117,8.25
3386,2022-10-16 03:05:02,16.56,7.4952,8.24
3388,2022-10-16 05:04:59,16.23,7.7037,8.24
3389,2022-10-16 06:05:02,16.18,7.7431,8.23
3390,2022-10-16 07:04:56,16.07,7.709,8.23
3391,2022-10-16 08:04:59,15.97,7.7033,8.22
3392,2022-10-16 09:05:02,15.95,7.7664,8.21
3393,2022-10-16 10:04:56,15.97,7.7933,8.21
3394,2022-10-16 11:04:59,15.9,7.8051,8.21
3395,2022-10-16 12:05:02,15.84,7.7457,8.2
3396,2022-10-16 13:04:56,15.84,7.7998,8.2
3397,2022-10-16 14:04:59,15.9,7.6263,8.2
3398,2022-10-16 15:05:02,16.07,7.5139,8.2
3399,2022-10-16 16:04:56,16.18,7.6038,8.2
3400,2022-10-16 17:04:59,16.63,7.7413,8.21
3401,2022-10-16 18:05:02,16.74,7.4345,8.22
3402,2022-10-16 19:04:56,16.81,7.9403,8.23
3403,2022-10-16 20:04:59,17.1,7.819,8.24
3404,2022-10-16 21:05:02,17.1,7.7922,8.24
3405,2022-10-16 22:04:56,17.0,7.8066,8.25
3406,2022-10-16 23:04:59,16.98,7.7743,8.25
3407,2022-10-17 00:05:02,17.0,7.8293,8.25
3408,2022-10-17 01:04:56,16.98,7.7895,8.25
3409,2022-10-17 02:04:59,16.86,7.7312,8.24
3410,2022-10-17 03:05:02,16.74,7.551,8.24
3411,2022-10-17 04:04:56,16.67,7.3998,8.24
3413,2022-10-17 06:05:02,16.63,7.7096,8.23
3414,2022-10-17 07:04:56,16.6,7.6693,8.23
3415,2022-10-17 08:04:59,16.49,7.7552,8.22
3416,2022-10-17 09:05:02,16.39,7.7586,8.22
3417,2022-10-17 10:04:56,16.39,7.6809,8.21
3418,2022-10-17 11:04:59,16.37,7.7607,8.21
3419,2022-10-17 12:05:02,16.35,7.7201,8.21
3420,2022-10-17 13:04:56,16.32,7.7127,8.2
3421,2022-10-17 14:04:59,16.32,7.7558,8.2
3422,2022-10-17 15:05:02,16.39,7.7041,8.2
3423,2022-10-17 16:04:56,16.46,7.5903,8.2
3424,2022-10-17 17:04:59,16.51,7.6089,8.2
3425,2022-10-17 18:05:02,16.58,7.7397,8.2
3426,2022-10-17 19:04:56,16.7,7.7091,8.21
3427,2022-10-17 20:04:59,16.67,7.7225,8.21
3428,2022-10-17 21:05:02,16.72,7.8376,8.21
3429,2022-10-17 22:04:56,16.72,7.7725,8.21
3430,2022-10-17 23:04:59,16.7,7.6945,8.21
3431,2022-10-18 00:05:02,16.67,7.7507,8.21
3432,2022-10-18 01:04:56,16.65,7.749,8.21
3433,2022-10-18 02:04:59,16.6,7.7916,8.21
3434,2022-10-18 03:05:02,16.53,7.7284,8.2
3435,2022-10-18 04:04:56,16.51,7.4947,8.2
3436,2022-10-18 05:04:59,16.46,7.4849,8.2
3439,2022-10-18 08:04:59,16.51,7.5896,8.2
3440,2022-10-18 09:05:02,16.46,7.6585,8.19
3441,2022-10-18 10:04:56,16.53,7.641,8.19
3442,2022-10-18 11:04:59,16.51,7.706,8.19
3443,2022-10-18 12:05:02,16.51,7.6442,8.19
3444,2022-10-18 13:04:56,16.53,7.6898,8.19
3445,2022-10-18 14:04:59,16.63,7.7551,8.19
3446,2022-10-18 15:05:02,16.72,7.6783,8.19
3447,2022-10-18 16:04:56,16.86,7.5903,8.19
3448,2022-10-18 17:04:59,17.05,7.4428,8.2
3450,2022-10-18 19:04:56,17.05,7.5932,8.21
3451,2022-10-18 20:04:59,17.03,7.6317,8.21
3452,2022-10-18 21:05:02,17.05,7.7208,8.21
3453,2022-10-18 22:04:56,17.0,7.5,8.2
3454,2022-10-18 23:04:59,16.89,7.6588,8.2
3455,2022-10-19 00:05:02,16.84,7.7553,8.2
3456,2022-10-19 01:04:56,16.81,7.7323,8.2
3457,2022-10-19 02:04:59,16.79,7.7507,8.19
3458,2022-10-19 03:05:02,16.81,7.6882,8.19
3459,2022-10-19 04:04:56,16.77,7.566,8.19
3463,2022-10-19 08:04:59,16.46,7.618,8.17
3464,2022-10-19 09:05:02,16.23,7.7992,8.17
3465,2022-10-19 10:04:56,16.14,7.6536,8.16
3466,2022-10-19 11:04:59,16.04,7.5579,8.15
3467,2022-10-19 12:05:02,16.02,7.6321,8.14
3468,2022-10-19 13:04:56,16.02,7.6763,8.14
3469,2022-10-19 14:04:59,15.97,7.6546,8.13
3470,2022-10-19 15:05:02,16.07,7.5799,8.13
3471,2022-10-19 16:04:56,16.16,7.5267,8.13
3472,2022-10-19 17:04:59,16.25,7.4366,8.14
3474,2022-10-19 19:04:56,16.39,7.5647,8.14
3475,2022-10-19 20:04:59,16.14,7.6066,8.14
3476,2022-10-19 21:05:02,16.04,7.7072,8.14
3477,2022-10-19 22:04:56,15.95,7.4195,8.13
3478,2022-10-19 23:04:59,15.84,7.5568,8.12
3479,2022-10-20 00:05:02,15.81,7.6293,8.12
3480,2022-10-20 01:04:56,15.74,7.485,8.12
3481,2022-10-20 02:04:59,15.65,7.8466,8.11
3482,2022-10-20 03:05:02,15.56,7.4554,8.1
3483,2022-10-20 04:04:56,15.37,7.3821,8.09
3488,2022-10-20 09:05:02,15.16,7.535,8.05
3489,2022-10-20 10:04:56,15.19,7.6053,8.06
3490,2022-10-20 11:04:59,15.07,7.6056,8.06
3491,2022-10-20 12:05:02,14.89,7.6705,8.05
3492,2022-10-20 13:04:56,15.05,7.659,8.05
3493,2022-10-20 14:04:59,15.14,7.7011,8.05
3494,2022-10-20 15:05:02,15.16,7.734,8.05
3495,2022-10-20 16:04:56,15.16,7.7273,8.05
3496,2022-10-20 17:04:59,15.3,7.546,8.05
3497,2022-10-20 18:05:02,15.3,7.5545,8.06
3498,2022-10-20 19:04:56,15.3,7.4866,8.06
3499,2022-10-20 20:04:59,15.3,7.4521,8.06
3500,2022-10-20 21:05:02,15.19,7.6258,8.06
3501,2022-10-20 22:04:56,14.93,7.7291,8.05
3502,2022-10-20 23:04:59,14.93,7.794,8.04
3503,2022-10-21 00:05:02,14.86,7.8534,8.04
3504,2022-10-21 01:04:56,14.75,7.8829,8.03
3505,2022-10-21 02:04:59,14.63,7.9201,8.03
3506,2022-10-21 03:05:02,14.57,7.8323,8.02
3507,2022-10-21 04:04:56,14.52,7.8595,8.01
3508,2022-10-21 05:04:59,14.47,7.838,8.01
3509,2022-10-21 06:05:02,14.27,7.7602,8.01
3510,2022-10-21 07:04:56,14.13,7.5103,7.99
3512,2022-10-21 09:05:02,14.06,7.7295,7.98
3513,2022-10-21 10:04:56,13.99,7.8256,7.97
3514,2022-10-21 11:04:59,14.02,7.8468,7.97
