Date,Day,Time,Pred
1/1/2020,Wed,3:19:00 AM,0.46
1/1/2020,Wed,3:20:00 AM,0.47
1/1/2020,Wed,3:21:00 AM,0.47
1/1/2020,Wed,3:22:00 AM,0.48
1/1/2020,Wed,3:23:00 AM,0.49
1/1/2020,Wed,3:24:00 AM,0.49
1/1/2020,Wed,3:25:00 AM,0.5
1/1/2020,Wed,3:26:00 AM,0.51
1/1/2020,Wed,3:27:00 AM,0.51
1/1/2020,Wed,3:28:00 AM,0.52
1/1/2020,Wed,3:29:00 AM,0.53
1/1/2020,Wed,3:30:00 AM,0.53
1/1/2020,Wed,3:31:00 AM,0.54
1/1/2020,Wed,3:32:00 AM,0.55
1/1/2020,Wed,3:33:00 AM,0.55
1/1/2020,Wed,3:34:00 AM,0.56
1/1/2020,Wed,3:35:00 AM,0.57
1/1/2020,Wed,3:36:00 AM,0.57
1/1/2020,Wed,3:37:00 AM,0.58
1/1/2020,Wed,3:38:00 AM,0.59
1/1/2020,Wed,3:39:00 AM,0.59
1/1/2020,Wed,3:40:00 AM,0.6
1/1/2020,Wed,3:41:00 AM,0.61
1/1/2020,Wed,3:42:00 AM,0.61
1/1/2020,Wed,3:43:00 AM,0.62
1/1/2020,Wed,3:44:00 AM,0.63
1/1/2020,Wed,3:45:00 AM,0.64
1/1/2020,Wed,3:46:00 AM,0.64
1/1/2020,Wed,3:47:00 AM,0.65
1/1/2020,Wed,3:48:00 AM,0.66
1/1/2020,Wed,3:49:00 AM,0.67
1/1/2020,Wed,3:50:00 AM,0.67
1/1/2020,Wed,3:51:00 AM,0.68
1/1/2020,Wed,3:52:00 AM,0.69
1/1/2020,Wed,3:53:00 AM,0.69
1/1/2020,Wed,3:54:00 AM,0.7
1/1/2020,Wed,3:55:00 AM,0.71
1/1/2020,Wed,3:56:00 AM,0.72
1/1/2020,Wed,3:57:00 AM,0.72
1/1/2020,Wed,3:58:00 AM,0.73
1/1/2020,Wed,3:59:00 AM,0.74
1/1/2020,Wed,4:00:00 AM,0.75
1/1/2020,Wed,4:01:00 AM,0.75
1/1/2020,Wed,4:02:00 AM,0.76
1/1/2020,Wed,4:03:00 AM,0.77
1/1/2020,Wed,4:04:00 AM,0.78
1/1/2020,Wed,4:05:00 AM,0.79
1/1/2020,Wed,4:06:00 AM,0.79
1/1/2020,Wed,4:07:00 AM,0.8
1/1/2020,Wed,4:08:00 AM,0.81
1/1/2020,Wed,4:09:00 AM,0.82
1/1/2020,Wed,4:10:00 AM,0.82
1/1/2020,Wed,4:11:00 AM,0.83
1/1/2020,Wed,4:12:00 AM,0.84
1/1/2020,Wed,4:13:00 AM,0.85
1/1/2020,Wed,4:14:00 AM,0.85
1/1/2020,Wed,4:15:00 AM,0.86
1/1/2020,Wed,4:16:00 AM,0.87
1/1/2020,Wed,4:17:00 AM,0.88
1/1/2020,Wed,4:18:00 AM,0.89
1/1/2020,Wed,4:19:00 AM,0.9
1/1/2020,Wed,4:20:00 AM,0.9
1/1/2020,Wed,4:21:00 AM,0.91
1/1/2020,Wed,4:22:00 AM,0.92
1/1/2020,Wed,4:23:00 AM,0.93
1/1/2020,Wed,4:24:00 AM,0.94
1/1/2020,Wed,4:25:00 AM,0.94
1/1/2020,Wed,4:26:00 AM,0.95
1/1/2020,Wed,4:27:00 AM,0.96
1/1/2020,Wed,4:28:00 AM,0.97
1/1/2020,Wed,4:29:00 AM,0.98
1/1/2020,Wed,4:30:00 AM,0.99
1/1/2020,Wed,4:31:00 AM,0.99
1/1/2020,Wed,4:32:00 AM,1
1/1/2020,Wed,4:33:00 AM,1.01
1/1/2020,Wed,4:34:00 AM,1.02
1/1/2020,Wed,4:35:00 AM,1.03
1/1/2020,Wed,4:36:00 AM,1.04
1/1/2020,Wed,4:37:00 AM,1.04
1/1/2020,Wed,4:38:00 AM,1.05
1/1/2020,Wed,4:39:00 AM,1.06
1/1/2020,Wed,4:40:00 AM,1.07
1/1/2020,Wed,4:41:00 AM,1.08
1/1/2020,Wed,4:42:00 AM,1.09
1/1/2020,Wed,4:43:00 AM,1.1
1/1/2020,Wed,4:44:00 AM,1.11
1/1/2020,Wed,4:45:00 AM,1.11
1/1/2020,Wed,4:46:00 AM,1.12
1/1/2020,Wed,4:47:00 AM,1.13
1/1/2020,Wed,4:48:00 AM,1.14
1/1/2020,Wed,4:49:00 AM,1.15
1/1/2020,Wed,4:50:00 AM,1.16
1/1/2020,Wed,4:51:00 AM,1.17
1/1/2020,Wed,4:52:00 AM,1.18
1/1/2020,Wed,4:53:00 AM,1.19
1/1/2020,Wed,4:54:00 AM,1.2
1/1/2020,Wed,4:55:00 AM,1.2
1/1/2020,Wed,4:56:00 AM,1.21
1/1/2020,Wed,4:57:00 AM,1.22
1/1/2020,Wed,4:58:00 AM,1.23
1/1/2020,Wed,4:59:00 AM,1.24
1/1/2020,Wed,5:00:00 AM,1.25
1/1/2020,Wed,5:01:00 AM,1.26
1/1/2020,Wed,5:02:00 AM,1.27
1/1/2020,Wed,5:03:00 AM,1.28
1/1/2020,Wed,5:04:00 AM,1.29
1/1/2020,Wed,5:05:00 AM,1.29
1/1/2020,Wed,5:06:00 AM,1.3
1/1/2020,Wed,5:07:00 AM,1.31
1/1/2020,Wed,5:08:00 AM,1.32
1/1/2020,Wed,5:09:00 AM,1.33
1/1/2020,Wed,5:10:00 AM,1.34
1/1/2020,Wed,5:11:00 AM,1.35
1/1/2020,Wed,5:12:00 AM,1.36
1/1/2020,Wed,5:13:00 AM,1.37
1/1/2020,Wed,5:14:00 AM,1.38
1/1/2020,Wed,5:15:00 AM,1.39
1/1/2020,Wed,5:16:00 AM,1.4
1/1/2020,Wed,5:17:00 AM,1.41
1/1/2020,Wed,5:18:00 AM,1.42
1/1/2020,Wed,5:19:00 AM,1.43
1/1/2020,Wed,5:20:00 AM,1.44
1/1/2020,Wed,5:21:00 AM,1.45
1/1/2020,Wed,5:22:00 AM,1.46
1/1/2020,Wed,5:23:00 AM,1.47
1/1/2020,Wed,5:24:00 AM,1.48
1/1/2020,Wed,5:25:00 AM,1.48
1/1/2020,Wed,5:26:00 AM,1.49
1/1/2020,Wed,5:27:00 AM,1.5
1/1/2020,Wed,5:28:00 AM,1.51
1/1/2020,Wed,5:29:00 AM,1.52
1/1/2020,Wed,5:30:00 AM,1.53
1/1/2020,Wed,5:31:00 AM,1.54
1/1/2020,Wed,5:32:00 AM,1.55
1/1/2020,Wed,5:33:00 AM,1.56
1/1/2020,Wed,5:34:00 AM,1.57
1/1/2020,Wed,5:35:00 AM,1.58
1/1/2020,Wed,5:36:00 AM,1.59
1/1/2020,Wed,5:37:00 AM,1.6
1/1/2020,Wed,5:38:00 AM,1.61
1/1/2020,Wed,5:39:00 AM,1.62
1/1/2020,Wed,5:40:00 AM,1.63
1/1/2020,Wed,5:41:00 AM,1.64
1/1/2020,Wed,5:42:00 AM,1.65
1/1/2020,Wed,5:43:00 AM,1.66
1/1/2020,Wed,5:44:00 AM,1.67
1/1/2020,Wed,5:45:00 AM,1.68
1/1/2020,Wed,5:46:00 AM,1.69
1/1/2020,Wed,5:47:00 AM,1.7
1/1/2020,Wed,5:48:00 AM,1.71
1/1/2020,Wed,5:49:00 AM,1.72
1/1/2020,Wed,5:50:00 AM,1.73
1/1/2020,Wed,5:51:00 AM,1.74
1/1/2020,Wed,5:52:00 AM,1.75
1/1/2020,Wed,5:53:00 AM,1.76
1/1/2020,Wed,5:54:00 AM,1.77
1/1/2020,Wed,5:55:00 AM,1.78
1/1/2020,Wed,5:56:00 AM,1.79
1/1/2020,Wed,5:57:00 AM,1.8
1/1/2020,Wed,5:58:00 AM,1.81
1/1/2020,Wed,5:59:00 AM,1.82
1/1/2020,Wed,6:00:00 AM,1.83
1/1/2020,Wed,6:01:00 AM,1.84
1/1/2020,Wed,6:02:00 AM,1.85
1/1/2020,Wed,6:03:00 AM,1.85
1/1/2020,Wed,6:04:00 AM,1.86
1/1/2020,Wed,6:05:00 AM,1.87
1/1/2020,Wed,6:06:00 AM,1.88
1/1/2020,Wed,6:07:00 AM,1.89
1/1/2020,Wed,6:08:00 AM,1.9
1/1/2020,Wed,6:09:00 AM,1.91
1/1/2020,Wed,6:10:00 AM,1.92
1/1/2020,Wed,6:11:00 AM,1.93
1/1/2020,Wed,6:12:00 AM,1.94
1/1/2020,Wed,6:13:00 AM,1.95
1/1/2020,Wed,6:14:00 AM,1.96
1/1/2020,Wed,6:15:00 AM,1.97
1/1/2020,Wed,6:16:00 AM,1.98
1/1/2020,Wed,6:17:00 AM,1.99
1/1/2020,Wed,6:18:00 AM,2
1/1/2020,Wed,6:19:00 AM,2.01
1/1/2020,Wed,6:20:00 AM,2.02
1/1/2020,Wed,6:21:00 AM,2.02
1/1/2020,Wed,6:22:00 AM,2.03
1/1/2020,Wed,6:23:00 AM,2.04
1/1/2020,Wed,6:24:00 AM,2.05
1/1/2020,Wed,6:25:00 AM,2.06
1/1/2020,Wed,6:26:00 AM,2.07
1/1/2020,Wed,6:27:00 AM,2.08
1/1/2020,Wed,6:28:00 AM,2.09
1/1/2020,Wed,6:29:00 AM,2.1
1/1/2020,Wed,6:30:00 AM,2.1
1/1/2020,Wed,6:31:00 AM,2.11
1/1/2020,Wed,6:32:00 AM,2.12
1/1/2020,Wed,6:33:00 AM,2.13
1/1/2020,Wed,6:34:00 AM,2.14
1/1/2020,Wed,6:35:00 AM,2.15
1/1/2020,Wed,6:36:00 AM,2.16
1/1/2020,Wed,6:37:00 AM,2.17
1/1/2020,Wed,6:38:00 AM,2.17
1/1/2020,Wed,6:39:00 AM,2.18
1/1/2020,Wed,6:40:00 AM,2.19
1/1/2020,Wed,6:41:00 AM,2.2
1/1/2020,Wed,6:42:00 AM,2.21
1/1/2020,Wed,6:43:00 AM,2.21
1/1/2020,Wed,6:44:00 AM,2.22
1/1/2020,Wed,6:45:00 AM,2.23
1/1/2020,Wed,6:46:00 AM,2.24
1/1/2020,Wed,6:47:00 AM,2.25
1/1/2020,Wed,6:48:00 AM,2.25
1/1/2020,Wed,6:49:00 AM,2.26
1/1/2020,Wed,6:50:00 AM,2.27
1/1/2020,Wed,6:51:00 AM,2.28
1/1/2020,Wed,6:52:00 AM,2.28
1/1/2020,Wed,6:53:00 AM,2.29
1/1/2020,Wed,6:54:00 AM,2.3
1/1/2020,Wed,6:55:00 AM,2.31
1/1/2020,Wed,6:56:00 AM,2.31
1/1/2020,Wed,6:57:00 AM,2.32
1/1/2020,Wed,6:58:00 AM,2.33
1/1/2020,Wed,6:59:00 AM,2.33
1/1/2020,Wed,7:00:00 AM,2.34
1/1/2020,Wed,7:01:00 AM,2.35
1/1/2020,Wed,7:02:00 AM,2.35
1/1/2020,Wed,7:03:00 AM,2.36
1/1/2020,Wed,7:04:00 AM,2.37
1/1/2020,Wed,7:05:00 AM,2.37
1/1/2020,Wed,7:06:00 AM,2.38
1/1/2020,Wed,7:07:00 AM,2.39
1/1/2020,Wed,7:08:00 AM,2.39
1/1/2020,Wed,7:09:00 AM,2.4
1/1/2020,Wed,7:10:00 AM,2.41
1/1/2020,Wed,7:11:00 AM,2.41
1/1/2020,Wed,7:12:00 AM,2.42
1/1/2020,Wed,7:13:00 AM,2.42
1/1/2020,Wed,7:14:00 AM,2.43
1/1/2020,Wed,7:15:00 AM,2.44
1/1/2020,Wed,7:16:00 AM,2.44
1/1/2020,Wed,7:17:00 AM,2.45
1/1/2020,Wed,7:18:00 AM,2.45
1/1/2020,Wed,7:19:00 AM,2.46
1/1/2020,Wed,7:20:00 AM,2.46
1/1/2020,Wed,7:21:00 AM,2.47
1/1/2020,Wed,7:22:00 AM,2.47
1/1/2020,Wed,7:23:00 AM,2.48
1/1/2020,Wed,7:24:00 AM,2.48
1/1/2020,Wed,7:25:00 AM,2.49
1/1/2020,Wed,7:26:00 AM,2.49
1/1/2020,Wed,7:27:00 AM,2.5
1/1/2020,Wed,7:28:00 AM,2.5
1/1/2020,Wed,7:29:00 AM,2.51
1/1/2020,Wed,7:30:00 AM,2.51
1/1/2020,Wed,7:31:00 AM,2.52
1/1/2020,Wed,7:32:00 AM,2.52
1/1/2020,Wed,7:33:00 AM,2.52
1/1/2020,Wed,7:34:00 AM,2.53
1/1/2020,Wed,7:35:00 AM,2.53
1/1/2020,Wed,7:36:00 AM,2.54
1/1/2020,Wed,7:37:00 AM,2.54
1/1/2020,Wed,7:38:00 AM,2.54
1/1/2020,Wed,7:39:00 AM,2.55
1/1/2020,Wed,7:40:00 AM,2.55
1/1/2020,Wed,7:41:00 AM,2.56
1/1/2020,Wed,7:42:00 AM,2.56
1/1/2020,Wed,7:43:00 AM,2.56
1/1/2020,Wed,7:44:00 AM,2.56
1/1/2020,Wed,7:45:00 AM,2.57
1/1/2020,Wed,7:46:00 AM,2.57
1/1/2020,Wed,7:47:00 AM,2.57
1/1/2020,Wed,7:48:00 AM,2.58
1/1/2020,Wed,7:49:00 AM,2.58
1/1/2020,Wed,7:50:00 AM,2.58
1/1/2020,Wed,7:51:00 AM,2.58
1/1/2020,Wed,7:52:00 AM,2.59
1/1/2020,Wed,7:53:00 AM,2.59
1/1/2020,Wed,7:54:00 AM,2.59
1/1/2020,Wed,7:55:00 AM,2.59
1/1/2020,Wed,7:56:00 AM,2.6
1/1/2020,Wed,7:57:00 AM,2.6
1/1/2020,Wed,7:58:00 AM,2.6
1/1/2020,Wed,7:59:00 AM,2.6
1/1/2020,Wed,8:00:00 AM,2.6
1/1/2020,Wed,8:01:00 AM,2.61
1/1/2020,Wed,8:02:00 AM,2.61
1/1/2020,Wed,8:03:00 AM,2.61
1/1/2020,Wed,8:04:00 AM,2.61
1/1/2020,Wed,8:05:00 AM,2.61
1/1/2020,Wed,8:06:00 AM,2.61
1/1/2020,Wed,8:07:00 AM,2.62
1/1/2020,Wed,8:08:00 AM,2.62
1/1/2020,Wed,8:09:00 AM,2.62
1/1/2020,Wed,8:10:00 AM,2.62
1/1/2020,Wed,8:11:00 AM,2.62
1/1/2020,Wed,8:12:00 AM,2.62
1/1/2020,Wed,8:13:00 AM,2.62
1/1/2020,Wed,8:14:00 AM,2.62
1/1/2020,Wed,8:15:00 AM,2.62
1/1/2020,Wed,8:16:00 AM,2.62
1/1/2020,Wed,8:17:00 AM,2.62
1/1/2020,Wed,8:18:00 AM,2.62
1/1/2020,Wed,8:19:00 AM,2.62
1/1/2020,Wed,8:20:00 AM,2.62
1/1/2020,Wed,8:21:00 AM,2.62
1/1/2020,Wed,8:22:00 AM,2.62
1/1/2020,Wed,8:23:00 AM,2.62
1/1/2020,Wed,8:24:00 AM,2.62
1/1/2020,Wed,8:25:00 AM,2.62
1/1/2020,Wed,8:26:00 AM,2.62
1/1/2020,Wed,8:27:00 AM,2.62
1/1/2020,Wed,8:28:00 AM,2.62
1/1/2020,Wed,8:29:00 AM,2.62
1/1/2020,Wed,8:30:00 AM,2.62
1/1/2020,Wed,8:31:00 AM,2.62
1/1/2020,Wed,8:32:00 AM,2.62
1/1/2020,Wed,8:33:00 AM,2.62
1/1/2020,Wed,8:34:00 AM,2.62
1/1/2020,Wed,8:35:00 AM,2.62
1/1/2020,Wed,8:36:00 AM,2.61
1/1/2020,Wed,8:37:00 AM,2.61
1/1/2020,Wed,8:38:00 AM,2.61
1/1/2020,Wed,8:39:00 AM,2.61
1/1/2020,Wed,8:40:00 AM,2.61
1/1/2020,Wed,8:41:00 AM,2.61
1/1/2020,Wed,8:42:00 AM,2.6
1/1/2020,Wed,8:43:00 AM,2.6
1/1/2020,Wed,8:44:00 AM,2.6
1/1/2020,Wed,8:45:00 AM,2.6
1/1/2020,Wed,8:46:00 AM,2.6
1/1/2020,Wed,8:47:00 AM,2.59
1/1/2020,Wed,8:48:00 AM,2.59
1/1/2020,Wed,8:49:00 AM,2.59
1/1/2020,Wed,8:50:00 AM,2.59
1/1/2020,Wed,8:51:00 AM,2.59
1/1/2020,Wed,8:52:00 AM,2.58
1/1/2020,Wed,8:53:00 AM,2.58
1/1/2020,Wed,8:54:00 AM,2.58
1/1/2020,Wed,8:55:00 AM,2.58
1/1/2020,Wed,8:56:00 AM,2.57
1/1/2020,Wed,8:57:00 AM,2.57
1/1/2020,Wed,8:58:00 AM,2.57
1/1/2020,Wed,8:59:00 AM,2.56
1/1/2020,Wed,9:00:00 AM,2.56
1/1/2020,Wed,9:01:00 AM,2.56
1/1/2020,Wed,9:02:00 AM,2.56
1/1/2020,Wed,9:03:00 AM,2.55
1/1/2020,Wed,9:04:00 AM,2.55
1/1/2020,Wed,9:05:00 AM,2.54
1/1/2020,Wed,9:06:00 AM,2.54
1/1/2020,Wed,9:07:00 AM,2.54
1/1/2020,Wed,9:08:00 AM,2.53
1/1/2020,Wed,9:09:00 AM,2.53
1/1/2020,Wed,9:10:00 AM,2.53
1/1/2020,Wed,9:11:00 AM,2.52
1/1/2020,Wed,9:12:00 AM,2.52
1/1/2020,Wed,9:13:00 AM,2.52
1/1/2020,Wed,9:14:00 AM,2.51
1/1/2020,Wed,9:15:00 AM,2.51
1/1/2020,Wed,9:16:00 AM,2.5
1/1/2020,Wed,9:17:00 AM,2.5
1/1/2020,Wed,9:18:00 AM,2.5
1/1/2020,Wed,9:19:00 AM,2.49
1/1/2020,Wed,9:20:00 AM,2.49
1/1/2020,Wed,9:21:00 AM,2.48
1/1/2020,Wed,9:22:00 AM,2.48
1/1/2020,Wed,9:23:00 AM,2.47
1/1/2020,Wed,9:24:00 AM,2.47
1/1/2020,Wed,9:25:00 AM,2.46
1/1/2020,Wed,9:26:00 AM,2.46
1/1/2020,Wed,9:27:00 AM,2.45
1/1/2020,Wed,9:28:00 AM,2.45
1/1/2020,Wed,9:29:00 AM,2.44
1/1/2020,Wed,9:30:00 AM,2.44
1/1/2020,Wed,9:31:00 AM,2.43
1/1/2020,Wed,9:32:00 AM,2.43
1/1/2020,Wed,9:33:00 AM,2.42
1/1/2020,Wed,9:34:00 AM,2.42
1/1/2020,Wed,9:35:00 AM,2.41
1/1/2020,Wed,9:36:00 AM,2.41
1/1/2020,Wed,9:37:00 AM,2.4
1/1/2020,Wed,9:38:00 AM,2.4
1/1/2020,Wed,9:39:00 AM,2.39
1/1/2020,Wed,9:40:00 AM,2.39
1/1/2020,Wed,9:41:00 AM,2.38
