Date,Day,Time,Pred(Ft),Pred(cm),High/Low
1/28/2022,Fri,9:12:00 AM,4.29,131,H
1/28/2022,Fri,3:11:00 PM,0,0,L
1/28/2022,Fri,9:43:00 PM,3.33,101,H
1/29/2022,Sat,3:00:00 AM,-0.27,-8,L
1/29/2022,Sat,10:13:00 AM,4.51,137,H
1/29/2022,Sat,4:28:00 PM,-0.18,-5,L
1/29/2022,Sat,10:40:00 PM,3.59,109,H
1/30/2022,Sun,4:09:00 AM,-0.35,-11,L
1/30/2022,Sun,11:05:00 AM,4.69,143,H
1/30/2022,Sun,5:27:00 PM,-0.35,-11,L
1/30/2022,Sun,11:31:00 PM,3.83,117,H
1/31/2022,Mon,5:08:00 AM,-0.43,-13,L
1/31/2022,Mon,11:54:00 AM,4.76,145,H
1/31/2022,Mon,6:27:00 PM,-0.48,-15,L
2/1/2022,Tue,12:20:00 AM,4,122,H
2/1/2022,Tue,6:09:00 AM,-0.46,-14,L
2/1/2022,Tue,12:44:00 PM,4.72,144,H
2/1/2022,Tue,7:21:00 PM,-0.58,-18,L
2/2/2022,Wed,1:12:00 AM,4.11,125,H
2/2/2022,Wed,7:12:00 AM,-0.47,-14,L
2/2/2022,Wed,1:34:00 PM,4.59,140,H
2/2/2022,Wed,7:58:00 PM,-0.62,-19,L
2/3/2022,Thu,2:02:00 AM,4.17,127,H
2/3/2022,Thu,8:00:00 AM,-0.44,-13,L
2/3/2022,Thu,2:22:00 PM,4.4,134,H
2/3/2022,Thu,8:27:00 PM,-0.58,-18,L
2/4/2022,Fri,2:49:00 AM,4.17,127,H
2/4/2022,Fri,8:37:00 AM,-0.32,-10,L
2/4/2022,Fri,3:08:00 PM,4.13,126,H
2/4/2022,Fri,8:54:00 PM,-0.46,-14,L
2/5/2022,Sat,3:36:00 AM,4.09,125,H
2/5/2022,Sat,9:12:00 AM,-0.12,-4,L
2/5/2022,Sat,3:55:00 PM,3.82,116,H
2/5/2022,Sat,9:23:00 PM,-0.27,-8,L
2/6/2022,Sun,4:25:00 AM,3.96,121,H
2/6/2022,Sun,9:49:00 AM,0.14,4,L
2/6/2022,Sun,4:45:00 PM,3.51,107,H
2/6/2022,Sun,9:58:00 PM,-0.03,-1,L
2/7/2022,Mon,5:17:00 AM,3.81,116,H
2/7/2022,Mon,10:38:00 AM,0.43,13,L
2/7/2022,Mon,5:38:00 PM,3.23,98,H
2/7/2022,Mon,10:42:00 PM,0.23,7,L
2/8/2022,Tue,6:08:00 AM,3.68,112,H
2/8/2022,Tue,11:57:00 AM,0.65,20,L
2/8/2022,Tue,6:29:00 PM,3,91,H
2/8/2022,Tue,11:40:00 PM,0.45,14,L
2/9/2022,Wed,6:58:00 AM,3.55,108,H
2/9/2022,Wed,2:45:00 PM,0.7,21,L
2/9/2022,Wed,7:20:00 PM,2.8,85,H
2/10/2022,Thu,12:38:00 AM,0.58,18,L
2/10/2022,Thu,7:53:00 AM,3.44,105,H
2/10/2022,Thu,3:54:00 PM,0.62,19,L
2/10/2022,Thu,8:21:00 PM,2.68,82,H
2/11/2022,Fri,1:32:00 AM,0.65,20,L
2/11/2022,Fri,8:56:00 AM,3.44,105,H
2/11/2022,Fri,4:45:00 PM,0.52,16,L
2/11/2022,Fri,9:27:00 PM,2.72,83,H
2/12/2022,Sat,2:33:00 AM,0.66,20,L
2/12/2022,Sat,9:55:00 AM,3.56,109,H
2/12/2022,Sat,5:28:00 PM,0.44,13,L
2/12/2022,Sat,10:21:00 PM,2.89,88,H
2/13/2022,Sun,3:38:00 AM,0.58,18,L
2/13/2022,Sun,10:41:00 AM,3.73,114,H
2/13/2022,Sun,6:07:00 PM,0.38,12,L
2/13/2022,Sun,11:03:00 PM,3.08,94,H
2/14/2022,Mon,4:20:00 AM,0.44,13,L
2/14/2022,Mon,11:20:00 AM,3.87,118,H
2/14/2022,Mon,6:32:00 PM,0.33,10,L
2/14/2022,Mon,11:42:00 PM,3.26,99,H
2/15/2022,Tue,4:57:00 AM,0.28,9,L
2/15/2022,Tue,11:58:00 AM,3.97,121,H
2/15/2022,Tue,5:48:00 PM,0.19,6,L
2/16/2022,Wed,12:20:00 AM,3.44,105,H
2/16/2022,Wed,5:36:00 AM,0.1,3,L
2/16/2022,Wed,12:37:00 PM,4.01,122,H
2/16/2022,Wed,6:17:00 PM,-0.02,-1,L
2/17/2022,Thu,1:01:00 AM,3.62,110,H
2/17/2022,Thu,6:20:00 AM,-0.08,-2,L
2/17/2022,Thu,1:18:00 PM,4.03,123,H
2/17/2022,Thu,6:53:00 PM,-0.25,-8,L
2/18/2022,Fri,1:42:00 AM,3.81,116,H
2/18/2022,Fri,7:06:00 AM,-0.27,-8,L
2/18/2022,Fri,1:59:00 PM,4.01,122,H
2/18/2022,Fri,7:31:00 PM,-0.47,-14,L
2/19/2022,Sat,2:23:00 AM,3.99,122,H
2/19/2022,Sat,7:50:00 AM,-0.42,-13,L
2/19/2022,Sat,2:40:00 PM,3.94,120,H
2/19/2022,Sat,8:08:00 PM,-0.64,-20,L
2/20/2022,Sun,3:05:00 AM,4.12,126,H
2/20/2022,Sun,8:32:00 AM,-0.49,-15,L
2/20/2022,Sun,3:24:00 PM,3.81,116,H
2/20/2022,Sun,8:46:00 PM,-0.7,-21,L
2/21/2022,Mon,3:52:00 AM,4.18,127,H
2/21/2022,Mon,9:15:00 AM,-0.43,-13,L
2/21/2022,Mon,4:14:00 PM,3.63,111,H
2/21/2022,Mon,9:27:00 PM,-0.64,-20,L
2/22/2022,Tue,4:45:00 AM,4.18,127,H
2/22/2022,Tue,10:04:00 AM,-0.23,-7,L
2/22/2022,Tue,5:10:00 PM,3.45,105,H
2/22/2022,Tue,10:16:00 PM,-0.45,-14,L
2/23/2022,Wed,5:43:00 AM,4.17,127,H
2/23/2022,Wed,11:07:00 AM,0.02,1,L
2/23/2022,Wed,6:08:00 PM,3.32,101,H
2/23/2022,Wed,11:18:00 PM,-0.22,-7,L
2/24/2022,Thu,6:41:00 AM,4.13,126,H
2/24/2022,Thu,12:22:00 PM,0.18,5,L
2/24/2022,Thu,7:08:00 PM,3.22,98,H
2/25/2022,Fri,12:29:00 AM,-0.07,-2,L
2/25/2022,Fri,7:43:00 AM,4.09,125,H
2/25/2022,Fri,1:38:00 PM,0.24,7,L
2/25/2022,Fri,8:15:00 PM,3.2,98,H
2/26/2022,Sat,1:39:00 AM,0.02,1,L
2/26/2022,Sat,8:53:00 AM,4.13,126,H
2/26/2022,Sat,3:34:00 PM,0.15,5,L
2/26/2022,Sat,9:28:00 PM,3.38,103,H
2/27/2022,Sun,3:01:00 AM,0.01,0,L
2/27/2022,Sun,9:59:00 AM,4.3,131,H
2/27/2022,Sun,4:48:00 PM,-0.07,-2,L
2/27/2022,Sun,10:28:00 PM,3.69,112,H
2/28/2022,Mon,4:25:00 AM,-0.12,-4,L
2/28/2022,Mon,10:53:00 AM,4.47,136,H
2/28/2022,Mon,5:38:00 PM,-0.25,-8,L
2/28/2022,Mon,11:18:00 PM,3.98,121,H
3/1/2022,Tue,5:27:00 AM,-0.24,-7,L
3/1/2022,Tue,11:40:00 AM,4.54,138,H
3/1/2022,Tue,6:27:00 PM,-0.37,-11,L
3/2/2022,Wed,12:04:00 AM,4.19,128,H
3/2/2022,Wed,6:27:00 AM,-0.32,-10,L
3/2/2022,Wed,12:26:00 PM,4.5,137,H
3/2/2022,Wed,7:09:00 PM,-0.42,-13,L
3/3/2022,Thu,12:51:00 AM,4.31,131,H
3/3/2022,Thu,7:18:00 AM,-0.35,-11,L
3/3/2022,Thu,1:12:00 PM,4.38,134,H
3/3/2022,Thu,7:37:00 PM,-0.42,-13,L
3/4/2022,Fri,1:37:00 AM,4.35,133,H
3/4/2022,Fri,7:52:00 AM,-0.32,-10,L
3/4/2022,Fri,1:57:00 PM,4.21,128,H
3/4/2022,Fri,7:57:00 PM,-0.37,-11,L
3/5/2022,Sat,2:21:00 AM,4.32,132,H
3/5/2022,Sat,8:18:00 AM,-0.23,-7,L
3/5/2022,Sat,2:40:00 PM,3.99,122,H
3/5/2022,Sat,8:20:00 PM,-0.28,-9,L
3/6/2022,Sun,3:03:00 AM,4.22,129,H
3/6/2022,Sun,8:44:00 AM,-0.1,-3,L
3/6/2022,Sun,3:23:00 PM,3.72,113,H
3/6/2022,Sun,8:46:00 PM,-0.16,-5,L
3/7/2022,Mon,3:47:00 AM,4.05,123,H
3/7/2022,Mon,9:13:00 AM,0.1,3,L
3/7/2022,Mon,4:08:00 PM,3.44,105,H
3/7/2022,Mon,9:16:00 PM,0.01,0,L
3/8/2022,Tue,4:35:00 AM,3.85,117,H
3/8/2022,Tue,9:48:00 AM,0.34,10,L
3/8/2022,Tue,4:59:00 PM,3.19,97,H
3/8/2022,Tue,9:51:00 PM,0.24,7,L
3/9/2022,Wed,5:27:00 AM,3.67,112,H
3/9/2022,Wed,10:34:00 AM,0.61,19,L
3/9/2022,Wed,5:52:00 PM,2.98,91,H
3/9/2022,Wed,10:37:00 PM,0.49,15,L
3/10/2022,Thu,6:20:00 AM,3.52,107,H
3/10/2022,Thu,11:42:00 AM,0.83,25,L
3/10/2022,Thu,6:45:00 PM,2.83,86,H
3/10/2022,Thu,11:41:00 PM,0.7,21,L
3/11/2022,Fri,7:13:00 AM,3.41,104,H
3/11/2022,Fri,3:18:00 PM,0.91,28,L
3/11/2022,Fri,7:41:00 PM,2.74,84,H
3/12/2022,Sat,12:47:00 AM,0.79,24,L
3/12/2022,Sat,8:13:00 AM,3.36,102,H
3/12/2022,Sat,4:13:00 PM,0.77,23,L
3/12/2022,Sat,8:47:00 PM,2.78,85,H
3/13/2022,Sun,1:49:00 AM,0.79,24,L
3/13/2022,Sun,9:18:00 AM,3.46,105,H
3/13/2022,Sun,4:53:00 PM,0.64,20,L
3/13/2022,Sun,9:49:00 PM,3,91,H
3/14/2022,Mon,3:00:00 AM,0.69,21,L
3/14/2022,Mon,10:11:00 AM,3.65,111,H
3/14/2022,Mon,5:14:00 PM,0.54,16,L
3/14/2022,Mon,10:36:00 PM,3.3,101,H
3/15/2022,Tue,3:58:00 AM,0.5,15,L
3/15/2022,Tue,10:54:00 AM,3.85,117,H
3/15/2022,Tue,4:46:00 PM,0.38,12,L
3/15/2022,Tue,11:15:00 PM,3.6,110,H
3/16/2022,Wed,4:39:00 AM,0.27,8,L
3/16/2022,Wed,11:32:00 AM,4,122,H
3/16/2022,Wed,5:08:00 PM,0.15,5,L
3/16/2022,Wed,11:52:00 PM,3.88,118,H
3/17/2022,Thu,5:19:00 AM,0.03,1,L
3/17/2022,Thu,12:10:00 PM,4.08,124,H
3/17/2022,Thu,5:40:00 PM,-0.09,-3,L
3/18/2022,Fri,12:31:00 AM,4.14,126,H
3/18/2022,Fri,6:01:00 AM,-0.19,-6,L
3/18/2022,Fri,12:51:00 PM,4.12,126,H
3/18/2022,Fri,6:19:00 PM,-0.32,-10,L
3/19/2022,Sat,1:12:00 AM,4.36,133,H
3/19/2022,Sat,6:48:00 AM,-0.38,-12,L
3/19/2022,Sat,1:33:00 PM,4.11,125,H
3/19/2022,Sat,7:01:00 PM,-0.52,-16,L
3/20/2022,Sun,1:55:00 AM,4.52,138,H
3/20/2022,Sun,7:34:00 AM,-0.53,-16,L
3/20/2022,Sun,2:17:00 PM,4.05,123,H
3/20/2022,Sun,7:43:00 PM,-0.66,-20,L
3/21/2022,Mon,2:40:00 AM,4.61,141,H
3/21/2022,Mon,8:17:00 AM,-0.57,-17,L
3/21/2022,Mon,3:02:00 PM,3.93,120,H
3/21/2022,Mon,8:25:00 PM,-0.69,-21,L
3/22/2022,Tue,3:28:00 AM,4.59,140,H
3/22/2022,Tue,9:00:00 AM,-0.47,-14,L
3/22/2022,Tue,3:53:00 PM,3.76,115,H
3/22/2022,Tue,9:07:00 PM,-0.57,-17,L
3/23/2022,Wed,4:22:00 AM,4.47,136,H
3/23/2022,Wed,9:48:00 AM,-0.23,-7,L
3/23/2022,Wed,4:51:00 PM,3.58,109,H
3/23/2022,Wed,9:56:00 PM,-0.31,-9,L
3/24/2022,Thu,5:22:00 AM,4.33,132,H
3/24/2022,Thu,10:49:00 AM,0.09,3,L
3/24/2022,Thu,5:53:00 PM,3.47,106,H
3/24/2022,Thu,10:59:00 PM,0.02,1,L
3/25/2022,Fri,6:24:00 AM,4.21,128,H
3/25/2022,Fri,12:11:00 PM,0.31,9,L
3/25/2022,Fri,6:54:00 PM,3.42,104,H
3/26/2022,Sat,12:20:00 AM,0.25,8,L
3/26/2022,Sat,7:26:00 AM,4.09,125,H
3/26/2022,Sat,1:44:00 PM,0.36,11,L
3/26/2022,Sat,8:00:00 PM,3.44,105,H
3/27/2022,Sun,1:44:00 AM,0.33,10,L
3/27/2022,Sun,8:35:00 AM,4.05,123,H
3/27/2022,Sun,3:48:00 PM,0.19,6,L
3/27/2022,Sun,9:13:00 PM,3.63,111,H
3/28/2022,Mon,3:52:00 AM,0.21,6,L
3/28/2022,Mon,9:43:00 AM,4.14,126,H
3/28/2022,Mon,4:43:00 PM,-0.01,0,L
3/28/2022,Mon,10:14:00 PM,3.95,120,H
3/29/2022,Tue,4:56:00 AM,0.01,0,L
3/29/2022,Tue,10:37:00 AM,4.28,130,H
3/29/2022,Tue,5:27:00 PM,-0.13,-4,L
3/29/2022,Tue,11:02:00 PM,4.24,129,H
3/30/2022,Wed,5:47:00 AM,-0.11,-3,L
3/30/2022,Wed,11:23:00 AM,4.33,132,H
3/30/2022,Wed,6:07:00 PM,-0.16,-5,L
3/30/2022,Wed,11:45:00 PM,4.43,135,H
3/31/2022,Thu,6:37:00 AM,-0.16,-5,L
3/31/2022,Thu,12:05:00 PM,4.28,130,H
3/31/2022,Thu,6:41:00 PM,-0.13,-4,L
4/1/2022,Fri,12:27:00 AM,4.5,137,H
4/1/2022,Fri,7:18:00 AM,-0.15,-5,L
4/1/2022,Fri,12:48:00 PM,4.16,127,H
4/1/2022,Fri,6:59:00 PM,-0.07,-2,L
4/2/2022,Sat,1:09:00 AM,4.5,137,H
4/2/2022,Sat,7:42:00 AM,-0.09,-3,L
4/2/2022,Sat,1:30:00 PM,4,122,H
4/2/2022,Sat,7:17:00 PM,-0.01,0,L
4/3/2022,Sun,1:50:00 AM,4.42,135,H
4/3/2022,Sun,7:55:00 AM,-0.01,0,L
4/3/2022,Sun,2:12:00 PM,3.83,117,H
4/3/2022,Sun,7:42:00 PM,0.03,1,L
4/4/2022,Mon,2:31:00 AM,4.3,131,H
4/4/2022,Mon,8:16:00 AM,0.07,2,L
4/4/2022,Mon,2:52:00 PM,3.63,111,H
4/4/2022,Mon,8:10:00 PM,0.08,2,L
4/5/2022,Tue,3:12:00 AM,4.13,126,H
4/5/2022,Tue,8:42:00 AM,0.17,5,L
4/5/2022,Tue,3:35:00 PM,3.42,104,H
4/5/2022,Tue,8:41:00 PM,0.17,5,L
4/6/2022,Wed,3:56:00 AM,3.93,120,H
4/6/2022,Wed,9:14:00 AM,0.34,10,L
4/6/2022,Wed,4:23:00 PM,3.21,98,H
4/6/2022,Wed,9:15:00 PM,0.33,10,L
4/7/2022,Thu,4:48:00 AM,3.73,114,H
4/7/2022,Thu,9:53:00 AM,0.56,17,L
4/7/2022,Thu,5:18:00 PM,3.05,93,H
4/7/2022,Thu,9:56:00 PM,0.55,17,L
4/8/2022,Fri,5:43:00 AM,3.59,109,H
4/8/2022,Fri,10:46:00 AM,0.78,24,L
4/8/2022,Fri,6:13:00 PM,2.97,91,H
4/8/2022,Fri,10:52:00 PM,0.78,24,L
4/9/2022,Sat,6:37:00 AM,3.49,106,H
4/9/2022,Sat,11:59:00 AM,0.91,28,L
4/9/2022,Sat,7:07:00 PM,2.96,90,H
4/10/2022,Sun,12:06:00 AM,0.9,27,L
4/10/2022,Sun,7:31:00 AM,3.44,105,H
4/10/2022,Sun,1:06:00 PM,0.89,27,L
4/10/2022,Sun,8:05:00 PM,3.03,92,H
4/11/2022,Mon,1:14:00 AM,0.88,27,L
4/11/2022,Mon,8:33:00 AM,3.46,105,H
4/11/2022,Mon,2:07:00 PM,0.79,24,L
4/11/2022,Mon,9:09:00 PM,3.26,99,H
4/12/2022,Tue,2:19:00 AM,0.76,23,L
4/12/2022,Tue,9:33:00 AM,3.6,110,H
4/12/2022,Tue,3:05:00 PM,0.6,18,L
4/12/2022,Tue,10:01:00 PM,3.61,110,H
4/13/2022,Wed,3:24:00 AM,0.53,16,L
4/13/2022,Wed,10:21:00 AM,3.81,116,H
4/13/2022,Wed,3:48:00 PM,0.35,11,L
4/13/2022,Wed,10:43:00 PM,4,122,H
4/14/2022,Thu,4:14:00 AM,0.26,8,L
4/14/2022,Thu,11:02:00 AM,3.98,121,H
4/14/2022,Thu,4:26:00 PM,0.09,3,L
4/14/2022,Thu,11:22:00 PM,4.36,133,H
4/15/2022,Fri,4:56:00 AM,-0.02,-1,L
4/15/2022,Fri,11:42:00 AM,4.1,125,H
4/15/2022,Fri,5:04:00 PM,-0.15,-5,L
4/16/2022,Sat,12:01:00 AM,4.65,142,H
4/16/2022,Sat,5:40:00 AM,-0.24,-7,L
4/16/2022,Sat,12:23:00 PM,4.16,127,H
4/16/2022,Sat,5:45:00 PM,-0.35,-11,L
4/17/2022,Sun,12:43:00 AM,4.86,148,H
4/17/2022,Sun,6:27:00 AM,-0.41,-12,L
4/17/2022,Sun,1:07:00 PM,4.17,127,H
4/17/2022,Sun,6:31:00 PM,-0.5,-15,L
4/18/2022,Mon,1:29:00 AM,4.97,151,H
4/18/2022,Mon,7:17:00 AM,-0.51,-16,L
4/18/2022,Mon,1:55:00 PM,4.13,126,H
4/18/2022,Mon,7:20:00 PM,-0.57,-17,L
4/19/2022,Tue,2:18:00 AM,4.99,152,H
4/19/2022,Tue,8:04:00 AM,-0.52,-16,L
4/19/2022,Tue,2:44:00 PM,4.04,123,H
4/19/2022,Tue,8:07:00 PM,-0.55,-17,L
4/20/2022,Wed,3:08:00 AM,4.88,149,H
4/20/2022,Wed,8:49:00 AM,-0.41,-12,L
4/20/2022,Wed,3:36:00 PM,3.91,119,H
4/20/2022,Wed,8:53:00 PM,-0.39,-12,L
4/21/2022,Thu,4:03:00 AM,4.69,143,H
4/21/2022,Thu,9:36:00 AM,-0.16,-5,L
4/21/2022,Thu,4:36:00 PM,3.77,115,H
4/21/2022,Thu,9:43:00 PM,-0.09,-3,L
4/22/2022,Fri,5:05:00 AM,4.47,136,H
4/22/2022,Fri,10:37:00 AM,0.16,5,L
4/22/2022,Fri,5:40:00 PM,3.71,113,H
4/22/2022,Fri,10:49:00 PM,0.28,9,L
4/23/2022,Sat,6:08:00 AM,4.29,131,H
4/23/2022,Sat,12:11:00 PM,0.35,11,L
4/23/2022,Sat,6:42:00 PM,3.73,114,H
4/24/2022,Sun,12:26:00 AM,0.5,15,L
4/24/2022,Sun,7:09:00 AM,4.13,126,H
4/24/2022,Sun,2:04:00 PM,0.34,10,L
4/24/2022,Sun,7:45:00 PM,3.79,116,H
4/25/2022,Mon,2:37:00 AM,0.48,15,L
4/25/2022,Mon,8:13:00 AM,4,122,H
4/25/2022,Mon,3:29:00 PM,0.2,6,L
4/25/2022,Mon,8:52:00 PM,3.95,120,H
4/26/2022,Tue,4:01:00 AM,0.27,8,L
4/26/2022,Tue,9:21:00 AM,3.99,122,H
4/26/2022,Tue,4:22:00 PM,0.09,3,L
4/26/2022,Tue,9:53:00 PM,4.21,128,H
4/27/2022,Wed,4:54:00 AM,0.1,3,L
4/27/2022,Wed,10:17:00 AM,4.05,123,H
4/27/2022,Wed,5:04:00 PM,0.06,2,L
4/27/2022,Wed,10:41:00 PM,4.44,135,H
4/28/2022,Thu,5:42:00 AM,0.03,1,L
4/28/2022,Thu,11:02:00 AM,4.07,124,H
4/28/2022,Thu,5:38:00 PM,0.11,3,L
4/28/2022,Thu,11:22:00 PM,4.56,139,H
4/29/2022,Fri,6:29:00 AM,0.04,1,L
4/29/2022,Fri,11:42:00 AM,4.01,122,H
4/29/2022,Fri,5:58:00 PM,0.21,6,L
4/30/2022,Sat,12:01:00 AM,4.59,140,H
4/30/2022,Sat,7:11:00 AM,0.1,3,L
4/30/2022,Sat,12:22:00 PM,3.91,119,H
4/30/2022,Sat,6:06:00 PM,0.29,9,L
5/1/2022,Sun,12:40:00 AM,4.53,138,H
5/1/2022,Sun,7:35:00 AM,0.19,6,L
5/1/2022,Sun,1:03:00 PM,3.78,115,H
5/1/2022,Sun,6:29:00 PM,0.33,10,L
5/2/2022,Mon,1:20:00 AM,4.44,135,H
5/2/2022,Mon,7:31:00 AM,0.26,8,L
5/2/2022,Mon,1:44:00 PM,3.65,111,H
5/2/2022,Mon,7:01:00 PM,0.33,10,L
5/3/2022,Tue,2:01:00 AM,4.32,132,H
5/3/2022,Tue,7:48:00 AM,0.28,9,L
5/3/2022,Tue,2:25:00 PM,3.51,107,H
5/3/2022,Tue,7:35:00 PM,0.33,10,L
5/4/2022,Wed,2:42:00 AM,4.17,127,H
5/4/2022,Wed,8:16:00 AM,0.31,9,L
5/4/2022,Wed,3:07:00 PM,3.38,103,H
5/4/2022,Wed,8:11:00 PM,0.35,11,L
5/5/2022,Thu,3:24:00 AM,4.01,122,H
5/5/2022,Thu,8:48:00 AM,0.38,12,L
5/5/2022,Thu,3:53:00 PM,3.25,99,H
5/5/2022,Thu,8:47:00 PM,0.43,13,L
5/6/2022,Fri,4:13:00 AM,3.84,117,H
5/6/2022,Fri,9:25:00 AM,0.49,15,L
5/6/2022,Fri,4:46:00 PM,3.16,96,H
5/6/2022,Fri,9:27:00 PM,0.58,18,L
5/7/2022,Sat,5:07:00 AM,3.7,113,H
5/7/2022,Sat,10:10:00 AM,0.64,20,L
5/7/2022,Sat,5:42:00 PM,3.16,96,H
