Date,Day,Time,Pred(Ft),Pred(cm),High/Low
3/5/2022,Sat,6:08:00 PM,10.29,314,H
3/6/2022,Sun,12:15:00 AM,-0.29,-9,L
3/6/2022,Sun,6:29:00 AM,10.11,308,H
3/6/2022,Sun,12:39:00 PM,-0.27,-8,L
3/6/2022,Sun,6:52:00 PM,9.78,298,H
3/7/2022,Mon,12:58:00 AM,0.23,7,L
3/7/2022,Mon,7:10:00 AM,9.85,300,H
3/7/2022,Mon,1:25:00 PM,0.12,4,L
3/7/2022,Mon,7:38:00 PM,9.21,281,H
3/8/2022,Tue,1:41:00 AM,0.81,25,L
3/8/2022,Tue,7:53:00 AM,9.51,290,H
3/8/2022,Tue,2:13:00 PM,0.58,18,L
3/8/2022,Tue,8:26:00 PM,8.62,263,H
3/9/2022,Wed,2:27:00 AM,1.36,41,L
3/9/2022,Wed,8:40:00 AM,9.15,279,H
3/9/2022,Wed,3:05:00 PM,1.02,31,L
3/9/2022,Wed,9:19:00 PM,8.12,247,H
3/10/2022,Thu,3:17:00 AM,1.83,56,L
3/10/2022,Thu,9:32:00 AM,8.83,269,H
3/10/2022,Thu,4:00:00 PM,1.37,42,L
3/10/2022,Thu,10:15:00 PM,7.75,236,H
3/11/2022,Fri,4:11:00 AM,2.15,66,L
3/11/2022,Fri,10:28:00 AM,8.62,263,H
3/11/2022,Fri,4:58:00 PM,1.57,48,L
3/11/2022,Fri,11:14:00 PM,7.57,231,H
3/12/2022,Sat,5:07:00 AM,2.28,69,L
3/12/2022,Sat,11:27:00 AM,8.58,262,H
3/12/2022,Sat,5:57:00 PM,1.57,48,L
3/13/2022,Sun,12:15:00 AM,7.62,232,H
3/13/2022,Sun,6:05:00 AM,2.2,67,L
3/13/2022,Sun,12:26:00 PM,8.73,266,H
3/13/2022,Sun,6:54:00 PM,1.37,42,L
3/14/2022,Mon,1:11:00 AM,7.88,240,H
3/14/2022,Mon,7:01:00 AM,1.91,58,L
3/14/2022,Mon,1:20:00 PM,9.05,276,H
3/14/2022,Mon,7:45:00 PM,1.02,31,L
3/15/2022,Tue,2:00:00 AM,8.27,252,H
3/15/2022,Tue,7:51:00 AM,1.48,45,L
3/15/2022,Tue,2:08:00 PM,9.43,287,H
3/15/2022,Tue,8:28:00 PM,0.61,19,L
3/16/2022,Wed,2:41:00 AM,8.73,266,H
3/16/2022,Wed,8:37:00 AM,0.97,30,L
3/16/2022,Wed,2:51:00 PM,9.81,299,H
3/16/2022,Wed,9:08:00 PM,0.21,6,L
3/17/2022,Thu,3:20:00 AM,9.21,281,H
3/17/2022,Thu,9:19:00 AM,0.45,14,L
3/17/2022,Thu,3:32:00 PM,10.11,308,H
3/17/2022,Thu,9:47:00 PM,-0.13,-4,L
3/18/2022,Fri,3:57:00 AM,9.68,295,H
3/18/2022,Fri,10:01:00 AM,-0.03,-1,L
3/18/2022,Fri,4:12:00 PM,10.32,315,H
3/18/2022,Fri,10:25:00 PM,-0.36,-11,L
3/19/2022,Sat,4:34:00 AM,10.11,308,H
3/19/2022,Sat,10:43:00 AM,-0.43,-13,L
3/19/2022,Sat,4:54:00 PM,10.4,317,H
3/19/2022,Sat,11:05:00 PM,-0.47,-14,L
3/20/2022,Sun,5:13:00 AM,10.46,319,H
3/20/2022,Sun,11:26:00 AM,-0.71,-22,L
3/20/2022,Sun,5:36:00 PM,10.35,315,H
3/20/2022,Sun,11:45:00 PM,-0.43,-13,L
3/21/2022,Mon,5:53:00 AM,10.69,326,H
3/21/2022,Mon,12:11:00 PM,-0.81,-25,L
3/21/2022,Mon,6:21:00 PM,10.14,309,H
3/22/2022,Tue,12:28:00 AM,-0.24,-7,L
3/22/2022,Tue,6:37:00 AM,10.77,328,H
3/22/2022,Tue,12:59:00 PM,-0.73,-22,L
3/22/2022,Tue,7:09:00 PM,9.79,298,H
3/23/2022,Wed,1:15:00 AM,0.08,2,L
3/23/2022,Wed,7:24:00 AM,10.68,326,H
3/23/2022,Wed,1:51:00 PM,-0.48,-15,L
3/23/2022,Wed,8:01:00 PM,9.35,285,H
3/24/2022,Thu,2:06:00 AM,0.49,15,L
3/24/2022,Thu,8:17:00 AM,10.44,318,H
3/24/2022,Thu,2:48:00 PM,-0.13,-4,L
3/24/2022,Thu,9:00:00 PM,8.91,272,H
3/25/2022,Fri,3:04:00 AM,0.9,27,L
3/25/2022,Fri,9:17:00 AM,10.13,309,H
3/25/2022,Fri,3:51:00 PM,0.18,5,L
3/25/2022,Fri,10:05:00 PM,8.6,262,H
3/26/2022,Sat,4:08:00 AM,1.19,36,L
3/26/2022,Sat,10:23:00 AM,9.89,301,H
3/26/2022,Sat,4:57:00 PM,0.36,11,L
3/26/2022,Sat,11:15:00 PM,8.51,259,H
3/27/2022,Sun,5:14:00 AM,1.26,38,L
3/27/2022,Sun,11:32:00 AM,9.81,299,H
3/27/2022,Sun,6:04:00 PM,0.35,11,L
3/28/2022,Mon,12:25:00 AM,8.71,265,H
3/28/2022,Mon,6:22:00 AM,1.09,33,L
3/28/2022,Mon,12:43:00 PM,9.92,302,H
3/28/2022,Mon,7:09:00 PM,0.16,5,L
3/29/2022,Tue,1:30:00 AM,9.12,278,H
3/29/2022,Tue,7:27:00 AM,0.69,21,L
3/29/2022,Tue,1:47:00 PM,10.16,310,H
3/29/2022,Tue,8:06:00 PM,-0.11,-3,L
3/30/2022,Wed,2:25:00 AM,9.61,293,H
3/30/2022,Wed,8:25:00 AM,0.22,7,L
3/30/2022,Wed,2:42:00 PM,10.37,316,H
3/30/2022,Wed,8:57:00 PM,-0.3,-9,L
3/31/2022,Thu,3:13:00 AM,10.02,305,H
3/31/2022,Thu,9:16:00 AM,-0.18,-5,L
3/31/2022,Thu,3:32:00 PM,10.46,319,H
3/31/2022,Thu,9:42:00 PM,-0.35,-11,L
4/1/2022,Fri,3:57:00 AM,10.29,314,H
4/1/2022,Fri,10:03:00 AM,-0.43,-13,L
4/1/2022,Fri,4:18:00 PM,10.4,317,H
4/1/2022,Fri,10:24:00 PM,-0.24,-7,L
4/2/2022,Sat,4:37:00 AM,10.41,317,H
4/2/2022,Sat,10:48:00 AM,-0.51,-16,L
4/2/2022,Sat,5:02:00 PM,10.19,311,H
4/2/2022,Sat,11:05:00 PM,0.02,1,L
4/3/2022,Sun,5:17:00 AM,10.38,316,H
4/3/2022,Sun,11:30:00 AM,-0.42,-13,L
4/3/2022,Sun,5:44:00 PM,9.87,301,H
4/3/2022,Sun,11:45:00 PM,0.38,12,L
4/4/2022,Mon,5:55:00 AM,10.22,312,H
4/4/2022,Mon,12:12:00 PM,-0.17,-5,L
4/4/2022,Mon,6:26:00 PM,9.48,289,H
4/5/2022,Tue,12:25:00 AM,0.81,25,L
4/5/2022,Tue,6:34:00 AM,9.97,304,H
4/5/2022,Tue,12:55:00 PM,0.19,6,L
4/5/2022,Tue,7:08:00 PM,9.03,275,H
4/6/2022,Wed,1:06:00 AM,1.26,38,L
4/6/2022,Wed,7:16:00 AM,9.64,294,H
4/6/2022,Wed,1:40:00 PM,0.62,19,L
4/6/2022,Wed,7:54:00 PM,8.58,262,H
4/7/2022,Thu,1:50:00 AM,1.71,52,L
4/7/2022,Thu,8:00:00 AM,9.29,283,H
4/7/2022,Thu,2:28:00 PM,1.05,32,L
4/7/2022,Thu,8:43:00 PM,8.18,249,H
4/8/2022,Fri,2:39:00 AM,2.09,64,L
4/8/2022,Fri,8:50:00 AM,8.96,273,H
4/8/2022,Fri,3:21:00 PM,1.41,43,L
4/8/2022,Fri,9:37:00 PM,7.9,241,H
4/9/2022,Sat,3:32:00 AM,2.34,71,L
4/9/2022,Sat,9:46:00 AM,8.73,266,H
4/9/2022,Sat,4:16:00 PM,1.61,49,L
4/9/2022,Sat,10:34:00 PM,7.78,237,H
4/10/2022,Sun,4:28:00 AM,2.42,74,L
4/10/2022,Sun,10:43:00 AM,8.66,264,H
4/10/2022,Sun,5:12:00 PM,1.64,50,L
4/10/2022,Sun,11:31:00 PM,7.87,240,H
4/11/2022,Mon,5:25:00 AM,2.31,70,L
4/11/2022,Mon,11:41:00 AM,8.76,267,H
4/11/2022,Mon,6:07:00 PM,1.49,45,L
4/12/2022,Tue,12:25:00 AM,8.17,249,H
4/12/2022,Tue,6:21:00 AM,1.98,60,L
4/12/2022,Tue,12:37:00 PM,9.01,275,H
4/12/2022,Tue,6:58:00 PM,1.18,36,L
4/13/2022,Wed,1:15:00 AM,8.63,263,H
4/13/2022,Wed,7:14:00 AM,1.47,45,L
4/13/2022,Wed,1:29:00 PM,9.38,286,H
4/13/2022,Wed,7:45:00 PM,0.79,24,L
4/14/2022,Thu,1:59:00 AM,9.21,281,H
4/14/2022,Thu,8:03:00 AM,0.84,26,L
4/14/2022,Thu,2:15:00 PM,9.76,297,H
4/14/2022,Thu,8:28:00 PM,0.38,12,L
4/15/2022,Fri,2:39:00 AM,9.81,299,H
4/15/2022,Fri,8:48:00 AM,0.18,5,L
4/15/2022,Fri,2:59:00 PM,10.1,308,H
4/15/2022,Fri,9:10:00 PM,0.03,1,L
4/16/2022,Sat,3:19:00 AM,10.4,317,H
4/16/2022,Sat,9:33:00 AM,-0.42,-13,L
4/16/2022,Sat,3:43:00 PM,10.33,315,H
4/16/2022,Sat,9:51:00 PM,-0.21,-6,L
4/17/2022,Sun,3:59:00 AM,10.89,332,H
4/17/2022,Sun,10:18:00 AM,-0.89,-27,L
4/17/2022,Sun,4:28:00 PM,10.43,318,H
4/17/2022,Sun,10:34:00 PM,-0.32,-10,L
4/18/2022,Mon,4:41:00 AM,11.24,343,H
4/18/2022,Mon,11:04:00 AM,-1.17,-36,L
4/18/2022,Mon,5:14:00 PM,10.38,316,H
4/18/2022,Mon,11:19:00 PM,-0.27,-8,L
4/19/2022,Tue,5:26:00 AM,11.41,348,H
4/19/2022,Tue,11:52:00 AM,-1.22,-37,L
4/19/2022,Tue,6:03:00 PM,10.18,310,H
4/20/2022,Wed,12:06:00 AM,-0.07,-2,L
4/20/2022,Wed,6:14:00 AM,11.37,347,H
4/20/2022,Wed,12:42:00 PM,-1.05,-32,L
4/20/2022,Wed,6:54:00 PM,9.87,301,H
4/21/2022,Thu,12:56:00 AM,0.26,8,L
4/21/2022,Thu,7:05:00 AM,11.12,339,H
4/21/2022,Thu,1:36:00 PM,-0.69,-21,L
4/21/2022,Thu,7:50:00 PM,9.48,289,H
4/22/2022,Fri,1:51:00 AM,0.67,20,L
4/22/2022,Fri,8:02:00 AM,10.72,327,H
4/22/2022,Fri,2:35:00 PM,-0.25,-8,L
4/22/2022,Fri,8:51:00 PM,9.13,278,H
4/23/2022,Sat,2:51:00 AM,1.06,32,L
4/23/2022,Sat,9:05:00 AM,10.29,314,H
4/23/2022,Sat,3:38:00 PM,0.14,4,L
4/23/2022,Sat,9:58:00 PM,8.94,272,H
4/24/2022,Sun,3:57:00 AM,1.3,40,L
4/24/2022,Sun,10:13:00 AM,9.94,303,H
4/24/2022,Sun,4:43:00 PM,0.39,12,L
4/24/2022,Sun,11:06:00 PM,8.96,273,H
4/25/2022,Mon,5:04:00 AM,1.32,40,L
4/25/2022,Mon,11:23:00 AM,9.75,297,H
4/25/2022,Mon,5:47:00 PM,0.49,15,L
4/26/2022,Tue,12:12:00 AM,9.19,280,H
4/26/2022,Tue,6:11:00 AM,1.13,34,L
4/26/2022,Tue,12:31:00 PM,9.73,297,H
4/26/2022,Tue,6:49:00 PM,0.46,14,L
4/27/2022,Wed,1:13:00 AM,9.56,291,H
4/27/2022,Wed,7:15:00 AM,0.77,23,L
4/27/2022,Wed,1:34:00 PM,9.82,299,H
4/27/2022,Wed,7:44:00 PM,0.39,12,L
4/28/2022,Thu,2:05:00 AM,9.94,303,H
4/28/2022,Thu,8:11:00 AM,0.36,11,L
4/28/2022,Thu,2:28:00 PM,9.91,302,H
4/28/2022,Thu,8:33:00 PM,0.35,11,L
4/29/2022,Fri,2:50:00 AM,10.23,312,H
4/29/2022,Fri,9:00:00 AM,0.03,1,L
4/29/2022,Fri,3:15:00 PM,9.91,302,H
4/29/2022,Fri,9:16:00 PM,0.41,12,L
4/30/2022,Sat,3:31:00 AM,10.4,317,H
4/30/2022,Sat,9:45:00 AM,-0.16,-5,L
4/30/2022,Sat,3:59:00 PM,9.82,299,H
4/30/2022,Sat,9:57:00 PM,0.56,17,L
5/1/2022,Sun,4:09:00 AM,10.44,318,H
5/1/2022,Sun,10:27:00 AM,-0.21,-6,L
5/1/2022,Sun,4:41:00 PM,9.65,294,H
5/1/2022,Sun,10:36:00 PM,0.78,24,L
5/2/2022,Mon,4:47:00 AM,10.37,316,H
5/2/2022,Mon,11:07:00 AM,-0.12,-4,L
5/2/2022,Mon,5:22:00 PM,9.42,287,H
5/2/2022,Mon,11:15:00 PM,1.05,32,L
5/3/2022,Tue,5:25:00 AM,10.22,312,H
5/3/2022,Tue,11:47:00 AM,0.08,2,L
5/3/2022,Tue,6:02:00 PM,9.15,279,H
5/3/2022,Tue,11:55:00 PM,1.34,41,L
5/4/2022,Wed,6:04:00 AM,10.01,305,H
5/4/2022,Wed,12:28:00 PM,0.36,11,L
5/4/2022,Wed,6:43:00 PM,8.87,270,H
5/5/2022,Thu,12:36:00 AM,1.64,50,L
5/5/2022,Thu,6:44:00 AM,9.75,297,H
5/5/2022,Thu,1:11:00 PM,0.69,21,L
5/5/2022,Thu,7:26:00 PM,8.58,262,H
5/6/2022,Fri,1:19:00 AM,1.94,59,L
5/6/2022,Fri,7:28:00 AM,9.47,289,H
5/6/2022,Fri,1:56:00 PM,1.02,31,L
5/6/2022,Fri,8:13:00 PM,8.34,254,H
5/7/2022,Sat,2:06:00 AM,2.19,67,L
5/7/2022,Sat,8:16:00 AM,9.2,280,H
5/7/2022,Sat,2:45:00 PM,1.29,39,L
5/7/2022,Sat,9:03:00 PM,8.18,249,H
