Date,Day,Time,Pred,High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
1/15/2020,Wed,1:07:00 AM,-0.37,L,2020-01-15 01:07:00,2020-01-15 01:52:00
1/15/2020,Wed,7:21:00 AM,3.07,H,2020-01-15 07:21:00,2020-01-15 08:29:00
1/15/2020,Wed,1:26:00 PM,-0.09,L,2020-01-15 13:26:00,2020-01-15 14:11:00
1/15/2020,Wed,7:37:00 PM,3.26,H,2020-01-15 19:37:00,2020-01-15 20:45:00
1/16/2020,Thu,1:59:00 AM,-0.29,L,2020-01-16 01:59:00,2020-01-16 02:44:00
1/16/2020,Thu,8:14:00 AM,3.09,H,2020-01-16 08:14:00,2020-01-16 09:22:00
1/16/2020,Thu,2:23:00 PM,-0.05,L,2020-01-16 14:23:00,2020-01-16 15:08:00
1/16/2020,Thu,8:34:00 PM,3.11,H,2020-01-16 20:34:00,2020-01-16 21:42:00
1/17/2020,Fri,2:53:00 AM,-0.17,L,2020-01-17 02:53:00,2020-01-17 03:38:00
1/17/2020,Fri,9:10:00 AM,3.09,H,2020-01-17 09:10:00,2020-01-17 10:18:00
1/17/2020,Fri,3:24:00 PM,-0.01,L,2020-01-17 15:24:00,2020-01-17 16:09:00
1/17/2020,Fri,9:35:00 PM,2.96,H,2020-01-17 21:35:00,2020-01-17 22:43:00
1/18/2020,Sat,3:50:00 AM,-0.05,L,2020-01-18 03:50:00,2020-01-18 04:35:00
1/18/2020,Sat,10:09:00 AM,3.08,H,2020-01-18 10:09:00,2020-01-18 11:17:00
1/18/2020,Sat,4:27:00 PM,0.02,L,2020-01-18 16:27:00,2020-01-18 17:12:00
1/18/2020,Sat,10:39:00 PM,2.82,H,2020-01-18 22:39:00,2020-01-18 23:47:00
1/19/2020,Sun,4:48:00 AM,0.06,L,2020-01-19 04:48:00,2020-01-19 05:33:00
1/19/2020,Sun,11:08:00 AM,3.08,H,2020-01-19 11:08:00,2020-01-19 12:16:00
1/19/2020,Sun,5:30:00 PM,0.03,L,2020-01-19 17:30:00,2020-01-19 18:15:00
1/19/2020,Sun,11:45:00 PM,2.73,H,2020-01-19 23:45:00,2020-01-20 00:53:00
1/20/2020,Mon,5:47:00 AM,0.15,L,2020-01-20 05:47:00,2020-01-20 06:32:00
1/20/2020,Mon,12:09:00 PM,3.08,H,2020-01-20 12:09:00,2020-01-20 13:17:00
1/20/2020,Mon,6:34:00 PM,0.0,L,2020-01-20 18:34:00,2020-01-20 19:19:00
1/21/2020,Tue,12:51:00 AM,2.69,H,2020-01-21 00:51:00,2020-01-21 01:59:00
1/21/2020,Tue,6:47:00 AM,0.2,L,2020-01-21 06:47:00,2020-01-21 07:32:00
1/21/2020,Tue,1:09:00 PM,3.11,H,2020-01-21 13:09:00,2020-01-21 14:17:00
1/21/2020,Tue,7:36:00 PM,-0.04,L,2020-01-21 19:36:00,2020-01-21 20:21:00
1/22/2020,Wed,1:53:00 AM,2.7,H,2020-01-22 01:53:00,2020-01-22 03:01:00
1/22/2020,Wed,7:45:00 AM,0.2,L,2020-01-22 07:45:00,2020-01-22 08:30:00
1/22/2020,Wed,2:05:00 PM,3.14,H,2020-01-22 14:05:00,2020-01-22 15:13:00
1/22/2020,Wed,8:31:00 PM,-0.1,L,2020-01-22 20:31:00,2020-01-22 21:16:00
1/23/2020,Thu,2:47:00 AM,2.73,H,2020-01-23 02:47:00,2020-01-23 03:55:00
1/23/2020,Thu,8:37:00 AM,0.19,L,2020-01-23 08:37:00,2020-01-23 09:22:00
1/23/2020,Thu,2:55:00 PM,3.16,H,2020-01-23 14:55:00,2020-01-23 16:03:00
1/23/2020,Thu,9:21:00 PM,-0.13,L,2020-01-23 21:21:00,2020-01-23 22:06:00
1/24/2020,Fri,3:36:00 AM,2.75,H,2020-01-24 03:36:00,2020-01-24 04:44:00
1/24/2020,Fri,9:25:00 AM,0.17,L,2020-01-24 09:25:00,2020-01-24 10:10:00
1/24/2020,Fri,3:41:00 PM,3.16,H,2020-01-24 15:41:00,2020-01-24 16:49:00
1/24/2020,Fri,10:06:00 PM,-0.14,L,2020-01-24 22:06:00,2020-01-24 22:51:00
1/25/2020,Sat,4:21:00 AM,2.76,H,2020-01-25 04:21:00,2020-01-25 05:29:00
1/25/2020,Sat,10:11:00 AM,0.16,L,2020-01-25 10:11:00,2020-01-25 10:56:00
1/25/2020,Sat,4:25:00 PM,3.14,H,2020-01-25 16:25:00,2020-01-25 17:33:00
1/25/2020,Sat,10:48:00 PM,-0.12,L,2020-01-25 22:48:00,2020-01-25 23:33:00
1/26/2020,Sun,5:03:00 AM,2.76,H,2020-01-26 05:03:00,2020-01-26 06:11:00
1/26/2020,Sun,10:54:00 AM,0.17,L,2020-01-26 10:54:00,2020-01-26 11:39:00
1/26/2020,Sun,5:07:00 PM,3.1,H,2020-01-26 17:07:00,2020-01-26 18:15:00
1/26/2020,Sun,11:28:00 PM,-0.08,L,2020-01-26 23:28:00,2020-01-27 00:13:00
1/27/2020,Mon,5:43:00 AM,2.75,H,2020-01-27 05:43:00,2020-01-27 06:51:00
1/27/2020,Mon,11:36:00 AM,0.19,L,2020-01-27 11:36:00,2020-01-27 12:21:00
1/27/2020,Mon,5:48:00 PM,3.04,H,2020-01-27 17:48:00,2020-01-27 18:56:00
1/28/2020,Tue,12:07:00 AM,-0.02,L,2020-01-28 00:07:00,2020-01-28 00:52:00
1/28/2020,Tue,6:21:00 AM,2.74,H,2020-01-28 06:21:00,2020-01-28 07:29:00
1/28/2020,Tue,12:18:00 PM,0.23,L,2020-01-28 12:18:00,2020-01-28 13:03:00
1/28/2020,Tue,6:29:00 PM,2.96,H,2020-01-28 18:29:00,2020-01-28 19:37:00
1/29/2020,Wed,12:46:00 AM,0.06,L,2020-01-29 00:46:00,2020-01-29 01:31:00
1/29/2020,Wed,7:00:00 AM,2.73,H,2020-01-29 07:00:00,2020-01-29 08:08:00
1/29/2020,Wed,1:00:00 PM,0.28,L,2020-01-29 13:00:00,2020-01-29 13:45:00
1/29/2020,Wed,7:10:00 PM,2.85,H,2020-01-29 19:10:00,2020-01-29 20:18:00
1/30/2020,Thu,1:26:00 AM,0.15,L,2020-01-30 01:26:00,2020-01-30 02:11:00
1/30/2020,Thu,7:39:00 AM,2.7,H,2020-01-30 07:39:00,2020-01-30 08:47:00
1/30/2020,Thu,1:45:00 PM,0.34,L,2020-01-30 13:45:00,2020-01-30 14:30:00
1/30/2020,Thu,7:54:00 PM,2.73,H,2020-01-30 19:54:00,2020-01-30 21:02:00
1/31/2020,Fri,2:07:00 AM,0.25,L,2020-01-31 02:07:00,2020-01-31 02:52:00
1/31/2020,Fri,8:22:00 AM,2.68,H,2020-01-31 08:22:00,2020-01-31 09:30:00
1/31/2020,Fri,2:32:00 PM,0.39,L,2020-01-31 14:32:00,2020-01-31 15:17:00
1/31/2020,Fri,8:40:00 PM,2.61,H,2020-01-31 20:40:00,2020-01-31 21:48:00
2/1/2020,Sat,2:52:00 AM,0.35,L,2020-02-01 02:52:00,2020-02-01 03:37:00
2/1/2020,Sat,9:07:00 AM,2.66,H,2020-02-01 09:07:00,2020-02-01 10:15:00
2/1/2020,Sat,3:22:00 PM,0.43,L,2020-02-01 15:22:00,2020-02-01 16:07:00
2/1/2020,Sat,9:31:00 PM,2.5,H,2020-02-01 21:31:00,2020-02-01 22:39:00
2/2/2020,Sun,3:39:00 AM,0.43,L,2020-02-02 03:39:00,2020-02-02 04:24:00
2/2/2020,Sun,9:55:00 AM,2.65,H,2020-02-02 09:55:00,2020-02-02 11:03:00
2/2/2020,Sun,4:15:00 PM,0.44,L,2020-02-02 16:15:00,2020-02-02 17:00:00
2/2/2020,Sun,10:24:00 PM,2.42,H,2020-02-02 22:24:00,2020-02-02 23:32:00
2/3/2020,Mon,4:29:00 AM,0.49,L,2020-02-03 04:29:00,2020-02-03 05:14:00
2/3/2020,Mon,10:45:00 AM,2.67,H,2020-02-03 10:45:00,2020-02-03 11:53:00
2/3/2020,Mon,5:10:00 PM,0.41,L,2020-02-03 17:10:00,2020-02-03 17:55:00
2/3/2020,Mon,11:20:00 PM,2.38,H,2020-02-03 23:20:00,2020-02-04 00:28:00
2/4/2020,Tue,5:21:00 AM,0.5,L,2020-02-04 05:21:00,2020-02-04 06:06:00
2/4/2020,Tue,11:38:00 AM,2.74,H,2020-02-04 11:38:00,2020-02-04 12:46:00
2/4/2020,Tue,6:06:00 PM,0.34,L,2020-02-04 18:06:00,2020-02-04 18:51:00
2/5/2020,Wed,12:17:00 AM,2.41,H,2020-02-05 00:17:00,2020-02-05 01:25:00
2/5/2020,Wed,6:16:00 AM,0.47,L,2020-02-05 06:16:00,2020-02-05 07:01:00
2/5/2020,Wed,12:32:00 PM,2.84,H,2020-02-05 12:32:00,2020-02-05 13:40:00
2/5/2020,Wed,7:02:00 PM,0.21,L,2020-02-05 19:02:00,2020-02-05 19:47:00
2/6/2020,Thu,1:14:00 AM,2.48,H,2020-02-06 01:14:00,2020-02-06 02:22:00
2/6/2020,Thu,7:10:00 AM,0.37,L,2020-02-06 07:10:00,2020-02-06 07:55:00
2/6/2020,Thu,1:25:00 PM,3.0,H,2020-02-06 13:25:00,2020-02-06 14:33:00
2/6/2020,Thu,7:55:00 PM,0.04,L,2020-02-06 19:55:00,2020-02-06 20:40:00
2/7/2020,Fri,2:07:00 AM,2.61,H,2020-02-07 02:07:00,2020-02-07 03:15:00
2/7/2020,Fri,8:03:00 AM,0.22,L,2020-02-07 08:03:00,2020-02-07 08:48:00
2/7/2020,Fri,2:16:00 PM,3.17,H,2020-02-07 14:16:00,2020-02-07 15:24:00
2/7/2020,Fri,8:45:00 PM,-0.15,L,2020-02-07 20:45:00,2020-02-07 21:30:00
2/8/2020,Sat,2:56:00 AM,2.76,H,2020-02-08 02:56:00,2020-02-08 04:04:00
2/8/2020,Sat,8:54:00 AM,0.05,L,2020-02-08 08:54:00,2020-02-08 09:39:00
2/8/2020,Sat,3:06:00 PM,3.33,H,2020-02-08 15:06:00,2020-02-08 16:14:00
2/8/2020,Sat,9:33:00 PM,-0.32,L,2020-02-08 21:33:00,2020-02-08 22:18:00
2/9/2020,Sun,3:44:00 AM,2.92,H,2020-02-09 03:44:00,2020-02-09 04:52:00
2/9/2020,Sun,9:43:00 AM,-0.11,L,2020-02-09 09:43:00,2020-02-09 10:28:00
2/9/2020,Sun,3:55:00 PM,3.45,H,2020-02-09 15:55:00,2020-02-09 17:03:00
2/9/2020,Sun,10:21:00 PM,-0.45,L,2020-02-09 22:21:00,2020-02-09 23:06:00
2/10/2020,Mon,4:32:00 AM,3.07,H,2020-02-10 04:32:00,2020-02-10 05:40:00
2/10/2020,Mon,10:33:00 AM,-0.25,L,2020-02-10 10:33:00,2020-02-10 11:18:00
2/10/2020,Mon,4:45:00 PM,3.52,H,2020-02-10 16:45:00,2020-02-10 17:53:00
2/10/2020,Mon,11:08:00 PM,-0.52,L,2020-02-10 23:08:00,2020-02-10 23:53:00
2/11/2020,Tue,5:20:00 AM,3.19,H,2020-02-11 05:20:00,2020-02-11 06:28:00
2/11/2020,Tue,11:24:00 AM,-0.33,L,2020-02-11 11:24:00,2020-02-11 12:09:00
2/11/2020,Tue,5:36:00 PM,3.51,H,2020-02-11 17:36:00,2020-02-11 18:44:00
2/11/2020,Tue,11:56:00 PM,-0.53,L,2020-02-11 23:56:00,2020-02-12 00:41:00
2/12/2020,Wed,6:09:00 AM,3.27,H,2020-02-12 06:09:00,2020-02-12 07:17:00
2/12/2020,Wed,12:15:00 PM,-0.36,L,2020-02-12 12:15:00,2020-02-12 13:00:00
2/12/2020,Wed,6:28:00 PM,3.44,H,2020-02-12 18:28:00,2020-02-12 19:36:00
2/13/2020,Thu,12:45:00 AM,-0.46,L,2020-02-13 00:45:00,2020-02-13 01:30:00
2/13/2020,Thu,6:58:00 AM,3.29,H,2020-02-13 06:58:00,2020-02-13 08:06:00
2/13/2020,Thu,1:08:00 PM,-0.33,L,2020-02-13 13:08:00,2020-02-13 13:53:00
2/13/2020,Thu,7:21:00 PM,3.29,H,2020-02-13 19:21:00,2020-02-13 20:29:00
2/14/2020,Fri,1:35:00 AM,-0.33,L,2020-02-14 01:35:00,2020-02-14 02:20:00
2/14/2020,Fri,7:50:00 AM,3.26,H,2020-02-14 07:50:00,2020-02-14 08:58:00
2/14/2020,Fri,2:04:00 PM,-0.24,L,2020-02-14 14:04:00,2020-02-14 14:49:00
2/14/2020,Fri,8:17:00 PM,3.1,H,2020-02-14 20:17:00,2020-02-14 21:25:00
2/15/2020,Sat,2:28:00 AM,-0.16,L,2020-02-15 02:28:00,2020-02-15 03:13:00
2/15/2020,Sat,8:45:00 AM,3.19,H,2020-02-15 08:45:00,2020-02-15 09:53:00
2/15/2020,Sat,3:04:00 PM,-0.12,L,2020-02-15 15:04:00,2020-02-15 15:49:00
2/15/2020,Sat,9:17:00 PM,2.91,H,2020-02-15 21:17:00,2020-02-15 22:25:00
2/16/2020,Sun,3:25:00 AM,0.02,L,2020-02-16 03:25:00,2020-02-16 04:10:00
2/16/2020,Sun,9:43:00 AM,3.1,H,2020-02-16 09:43:00,2020-02-16 10:51:00
2/16/2020,Sun,4:06:00 PM,-0.01,L,2020-02-16 16:06:00,2020-02-16 16:51:00
2/16/2020,Sun,10:22:00 PM,2.74,H,2020-02-16 22:22:00,2020-02-16 23:30:00
2/17/2020,Mon,4:25:00 AM,0.18,L,2020-02-17 04:25:00,2020-02-17 05:10:00
2/17/2020,Mon,10:45:00 AM,3.02,H,2020-02-17 10:45:00,2020-02-17 11:53:00
2/17/2020,Mon,5:11:00 PM,0.07,L,2020-02-17 17:11:00,2020-02-17 17:56:00
2/17/2020,Mon,11:29:00 PM,2.62,H,2020-02-17 23:29:00,2020-02-18 00:37:00
2/18/2020,Tue,5:26:00 AM,0.29,L,2020-02-18 05:26:00,2020-02-18 06:11:00
2/18/2020,Tue,11:49:00 AM,2.96,H,2020-02-18 11:49:00,2020-02-18 12:57:00
2/18/2020,Tue,6:17:00 PM,0.11,L,2020-02-18 18:17:00,2020-02-18 19:02:00
2/19/2020,Wed,12:38:00 AM,2.58,H,2020-02-19 00:38:00,2020-02-19 01:46:00
2/19/2020,Wed,6:29:00 AM,0.35,L,2020-02-19 06:29:00,2020-02-19 07:14:00
2/19/2020,Wed,12:54:00 PM,2.95,H,2020-02-19 12:54:00,2020-02-19 14:02:00
2/19/2020,Wed,7:22:00 PM,0.09,L,2020-02-19 19:22:00,2020-02-19 20:07:00
2/20/2020,Thu,1:41:00 AM,2.6,H,2020-02-20 01:41:00,2020-02-20 02:49:00
2/20/2020,Thu,7:30:00 AM,0.33,L,2020-02-20 07:30:00,2020-02-20 08:15:00
2/20/2020,Thu,1:52:00 PM,2.98,H,2020-02-20 13:52:00,2020-02-20 15:00:00
2/20/2020,Thu,8:18:00 PM,0.05,L,2020-02-20 20:18:00,2020-02-20 21:03:00
2/21/2020,Fri,2:35:00 AM,2.65,H,2020-02-21 02:35:00,2020-02-21 03:43:00
2/21/2020,Fri,8:24:00 AM,0.28,L,2020-02-21 08:24:00,2020-02-21 09:09:00
2/21/2020,Fri,2:43:00 PM,3.01,H,2020-02-21 14:43:00,2020-02-21 15:51:00
2/21/2020,Fri,9:06:00 PM,0.01,L,2020-02-21 21:06:00,2020-02-21 21:51:00
2/22/2020,Sat,3:21:00 AM,2.71,H,2020-02-22 03:21:00,2020-02-22 04:29:00
2/22/2020,Sat,9:11:00 AM,0.23,L,2020-02-22 09:11:00,2020-02-22 09:56:00
2/22/2020,Sat,3:28:00 PM,3.04,H,2020-02-22 15:28:00,2020-02-22 16:36:00
2/22/2020,Sat,9:47:00 PM,-0.01,L,2020-02-22 21:47:00,2020-02-22 22:32:00
2/23/2020,Sun,4:02:00 AM,2.75,H,2020-02-23 04:02:00,2020-02-23 05:10:00
2/23/2020,Sun,9:53:00 AM,0.17,L,2020-02-23 09:53:00,2020-02-23 10:38:00
2/23/2020,Sun,4:09:00 PM,3.05,H,2020-02-23 16:09:00,2020-02-23 17:17:00
2/23/2020,Sun,10:25:00 PM,-0.02,L,2020-02-23 22:25:00,2020-02-23 23:10:00
2/24/2020,Mon,4:39:00 AM,2.79,H,2020-02-24 04:39:00,2020-02-24 05:47:00
2/24/2020,Mon,10:34:00 AM,0.14,L,2020-02-24 10:34:00,2020-02-24 11:19:00
2/24/2020,Mon,4:48:00 PM,3.03,H,2020-02-24 16:48:00,2020-02-24 17:56:00
2/24/2020,Mon,11:02:00 PM,0.0,L,2020-02-24 23:02:00,2020-02-24 23:47:00
2/25/2020,Tue,5:15:00 AM,2.82,H,2020-02-25 05:15:00,2020-02-25 06:23:00
2/25/2020,Tue,11:13:00 AM,0.13,L,2020-02-25 11:13:00,2020-02-25 11:58:00
2/25/2020,Tue,5:25:00 PM,3.0,H,2020-02-25 17:25:00,2020-02-25 18:33:00
2/25/2020,Tue,11:38:00 PM,0.03,L,2020-02-25 23:38:00,2020-02-26 00:23:00
2/26/2020,Wed,5:50:00 AM,2.83,H,2020-02-26 05:50:00,2020-02-26 06:58:00
2/26/2020,Wed,11:52:00 AM,0.13,L,2020-02-26 11:52:00,2020-02-26 12:37:00
2/26/2020,Wed,6:03:00 PM,2.94,H,2020-02-26 18:03:00,2020-02-26 19:11:00
2/27/2020,Thu,12:13:00 AM,0.09,L,2020-02-27 00:13:00,2020-02-27 00:58:00
2/27/2020,Thu,6:25:00 AM,2.83,H,2020-02-27 06:25:00,2020-02-27 07:33:00
2/27/2020,Thu,12:31:00 PM,0.16,L,2020-02-27 12:31:00,2020-02-27 13:16:00
2/27/2020,Thu,6:41:00 PM,2.85,H,2020-02-27 18:41:00,2020-02-27 19:49:00
2/28/2020,Fri,12:50:00 AM,0.17,L,2020-02-28 00:50:00,2020-02-28 01:35:00
2/28/2020,Fri,7:01:00 AM,2.81,H,2020-02-28 07:01:00,2020-02-28 08:09:00
2/28/2020,Fri,1:12:00 PM,0.21,L,2020-02-28 13:12:00,2020-02-28 13:57:00
2/28/2020,Fri,7:21:00 PM,2.75,H,2020-02-28 19:21:00,2020-02-28 20:29:00
2/29/2020,Sat,1:29:00 AM,0.26,L,2020-02-29 01:29:00,2020-02-29 02:14:00
2/29/2020,Sat,7:40:00 AM,2.78,H,2020-02-29 07:40:00,2020-02-29 08:48:00
2/29/2020,Sat,1:55:00 PM,0.28,L,2020-02-29 13:55:00,2020-02-29 14:40:00
2/29/2020,Sat,8:04:00 PM,2.63,H,2020-02-29 20:04:00,2020-02-29 21:12:00
3/1/2020,Sun,2:11:00 AM,0.36,L,2020-03-01 02:11:00,2020-03-01 02:56:00
3/1/2020,Sun,8:22:00 AM,2.75,H,2020-03-01 08:22:00,2020-03-01 09:30:00
3/1/2020,Sun,2:42:00 PM,0.33,L,2020-03-01 14:42:00,2020-03-01 15:27:00
3/1/2020,Sun,8:52:00 PM,2.52,H,2020-03-01 20:52:00,2020-03-01 22:00:00
3/2/2020,Mon,2:57:00 AM,0.46,L,2020-03-02 02:57:00,2020-03-02 03:42:00
3/2/2020,Mon,9:08:00 AM,2.72,H,2020-03-02 09:08:00,2020-03-02 10:16:00
3/2/2020,Mon,3:34:00 PM,0.37,L,2020-03-02 15:34:00,2020-03-02 16:19:00
3/2/2020,Mon,9:44:00 PM,2.43,H,2020-03-02 21:44:00,2020-03-02 22:52:00
3/3/2020,Tue,3:48:00 AM,0.52,L,2020-03-03 03:48:00,2020-03-03 04:33:00
3/3/2020,Tue,10:00:00 AM,2.72,H,2020-03-03 10:00:00,2020-03-03 11:08:00
3/3/2020,Tue,4:30:00 PM,0.37,L,2020-03-03 16:30:00,2020-03-03 17:15:00
3/3/2020,Tue,10:40:00 PM,2.39,H,2020-03-03 22:40:00,2020-03-03 23:48:00
3/4/2020,Wed,4:42:00 AM,0.53,L,2020-03-04 04:42:00,2020-03-04 05:27:00
3/4/2020,Wed,10:55:00 AM,2.76,H,2020-03-04 10:55:00,2020-03-04 12:03:00
3/4/2020,Wed,5:28:00 PM,0.32,L,2020-03-04 17:28:00,2020-03-04 18:13:00
3/4/2020,Wed,11:40:00 PM,2.42,H,2020-03-04 23:40:00,2020-03-05 00:48:00
3/5/2020,Thu,5:40:00 AM,0.48,L,2020-03-05 05:40:00,2020-03-05 06:25:00
3/5/2020,Thu,11:54:00 AM,2.86,H,2020-03-05 11:54:00,2020-03-05 13:02:00
3/5/2020,Thu,6:27:00 PM,0.2,L,2020-03-05 18:27:00,2020-03-05 19:12:00
3/6/2020,Fri,12:40:00 AM,2.52,H,2020-03-06 00:40:00,2020-03-06 01:48:00
3/6/2020,Fri,6:39:00 AM,0.36,L,2020-03-06 06:39:00,2020-03-06 07:24:00
3/6/2020,Fri,12:54:00 PM,3.01,H,2020-03-06 12:54:00,2020-03-06 14:02:00
3/6/2020,Fri,7:24:00 PM,0.04,L,2020-03-06 19:24:00,2020-03-06 20:09:00
3/7/2020,Sat,1:36:00 AM,2.69,H,2020-03-07 01:36:00,2020-03-07 02:44:00
3/7/2020,Sat,7:37:00 AM,0.17,L,2020-03-07 07:37:00,2020-03-07 08:22:00
3/7/2020,Sat,1:50:00 PM,3.19,H,2020-03-07 13:50:00,2020-03-07 14:58:00
3/7/2020,Sat,8:18:00 PM,-0.16,L,2020-03-07 20:18:00,2020-03-07 21:03:00
3/8/2020,Sun,2:28:00 AM,2.89,H,2020-03-08 02:28:00,2020-03-08 03:36:00
3/8/2020,Sun,8:31:00 AM,-0.04,L,2020-03-08 08:31:00,2020-03-08 09:16:00
3/8/2020,Sun,2:44:00 PM,3.36,H,2020-03-08 14:44:00,2020-03-08 15:52:00
3/8/2020,Sun,9:08:00 PM,-0.34,L,2020-03-08 21:08:00,2020-03-08 21:53:00
3/9/2020,Mon,3:18:00 AM,3.1,H,2020-03-09 03:18:00,2020-03-09 04:26:00
3/9/2020,Mon,9:23:00 AM,-0.25,L,2020-03-09 09:23:00,2020-03-09 10:08:00
3/9/2020,Mon,3:35:00 PM,3.49,H,2020-03-09 15:35:00,2020-03-09 16:43:00
